"","row.x","column.x","ID","SPAD_June","SPAD_July","SPAD_June_2022","SPAD_July_2022","row.y","column.y","SPAD.1","SPAD.2","SPAD.3","Aug_avg_SPAD","Comments","SPAD_aug_2022","row.x.x","column.x.x","SPAD1","SPAD2","SPAD3","SPADavg","SPAD_sep_2022","row.y.y","column.y.y","DS_1","DS_18","DS_32","DS_55","SPAD_18","SPAD_32","SPAD_55","SPAD_July_2023","SPAD_Aug_2023","SPAD_Sep_2023","avg_SPAD"
"203",14,19,"LCOR-080","32.2","25.56666667",32.2,25.56666667,14,19,34.8,33.1,33.8,33.9,"",33.9,14,19,46.8,44.1,39.3,"43.4",43.4,14,19,1,"1","1",1,"30.7","18.6",22.5,30.7,18.6,22.5,30.09583333375
"204",15,19,"LCOR-391","28.53333333","30.83333333",28.53333333,30.83333333,15,19,37,42.2,44.5,41.23333333,"",41.23333333,15,19,38.4,41,44.2,"41.2",41.2,15,19,0,"1","1",2,"28.3","25.6",25.4,28.3,25.6,25.4,32.791666665
"205",2,20,"LCOR-162","34.93333333","28.93333333",34.93333333,28.93333333,2,20,39.4,42.5,47.1,43,"",43,2,20,47.3,44.3,46.9,"46.16666667",46.16666667,2,20,1,"1","1",1,"19.2","25.1",27.5,19.2,25.1,27.5,33.47916666625
"206",3,20,"LCOR-242","29.3","30.5",29.3,30.5,3,20,39.7,43.5,46.5,43.23333333,"",43.23333333,3,20,38.4,45.9,41.9,"42.06666667",42.06666667,3,20,1,"1","1",1,"21.6","29",29.5,21.6,29,29.5,33.55416666625
"207",5,20,"LCOR-166","31.23333333","33.46666667",31.23333333,33.46666667,5,20,42.5,43.2,44.3,43.33333333,"",43.33333333,5,20,44.7,41,46.4,"44.03333333",44.03333333,5,20,1,"1","1",1,"27.2","29.7",24.3,27.2,29.7,24.3,34.57499999875
"208",7,20,"LCOR-059","24.86666667","26.56666667",24.86666667,26.56666667,7,20,39.5,42,46.3,42.6,"",42.6,7,20,36.2,41.1,38.6,"38.63333333",38.63333333,7,20,2,"2","2",1,"26.4","18.9",29,26.4,18.9,29,31.19583333375
"209",8,20,"LCOR-101","33.46666667","27.53333333",33.46666667,27.53333333,8,20,41.6,40.1,41.3,41,"",41,8,20,43.1,46,42.6,"43.9",43.9,8,20,2,"2","2",2,"25.3","18.7",27.8,25.3,18.7,27.8,32.3375
"210",9,20,"LCOR-067","30.76666667","30.66666667",30.76666667,30.66666667,9,20,43.4,35.5,44,40.96666667,"",40.96666667,9,20,42,48.3,45.3,"45.2",45.2,9,20,0,"1","1",1,"26.6","19.4",27.7,26.6,19.4,27.7,32.783333335
"211",11,20,"LCOR-103","31.63333333","30.8",31.63333333,30.8,11,20,37.2,40.4,36.9,38.16666667,"",38.16666667,11,20,40.5,44,38.3,"40.93333333",40.93333333,11,20,1,"1","1",2,"28.2","17.1",18.2,28.2,17.1,18.2,30.4
"212",12,20,"LCOR-230","30.26666667","33.5",30.26666667,33.5,12,20,46.7,46.6,43.9,45.73333333,"",45.73333333,12,20,41.4,45.5,40.8,"42.56666667",42.56666667,12,20,2,"2","2",3,"29.6","22.5",20.2,29.6,22.5,20.2,33.7625
"213",13,20,"LCOR-534","37.66666667","29.13333333",37.66666667,29.13333333,13,20,36.8,40.7,40.1,39.2,"",39.2,13,20,48.5,47.9,49.3,"48.56666667",48.56666667,13,20,0,"1","1",2,"28.1","16.9",26.1,28.1,16.9,26.1,33.10833333375
"214",14,20,"LCOR-261","37.83333333","33.73333333",37.83333333,33.73333333,14,20,40.3,42.7,42.9,41.96666667,"",41.96666667,14,20,45.1,45.8,43.4,"44.76666667",44.76666667,14,20,1,"1","1",1,"27.2","26",22.7,27.2,26,22.7,34.52083333375
"215",15,20,"LCOR-493","33.4","29.2",33.4,29.2,15,20,43.7,38,43.8,41.83333333,"",41.83333333,15,20,44.1,47.9,42.2,"44.73333333",44.73333333,15,20,1,"1","1",1,"30.6","31",19,30.6,31,19,33.94999999875
"216",2,21,"LCOR-098","30.7","26.8",30.7,26.8,2,21,43.8,49.1,41.4,44.76666667,"",44.76666667,2,21,42.2,44.1,47.7,"44.66666667",44.66666667,2,21,0,"0","0",1,"31.5","16.2",28.9,31.5,16.2,28.9,33.53750000125
"217",3,21,"LCOR-482","27.96666667","34.8",27.96666667,34.8,3,21,40.3,44,50.6,44.96666667,"",44.96666667,3,21,42.8,46.7,43.7,"44.4",44.4,3,21,1,"1","1",1,"30.7","19.5",25.4,30.7,19.5,25.4,34.08750000125
"218",4,21,"LCOR-350","29.96666667","33.4",29.96666667,33.4,4,21,46.5,41.7,42.3,43.5,"",43.5,4,21,46.4,42.1,45.6,"44.7",44.7,4,21,0,"1","1",1,"27.2","28.7",21.5,27.2,28.7,21.5,34.05833333375
"219",5,21,"LCOR-129","30.36666667","31.46666667",30.36666667,31.46666667,5,21,42.7,41.9,46.6,43.73333333,"",43.73333333,5,21,43.9,44.7,44.7,"44.43333333",44.43333333,5,21,1,"1","1",2,"24.3","18.3",17.4,24.3,18.3,17.4,31.71666666625
"220",6,21,"LCOR-012","32.1","33.8",32.1,33.8,6,21,44.8,49,47.9,47.23333333,"",47.23333333,6,21,44.4,45.4,46.9,"45.56666667",45.56666667,6,21,1,"1","1",1,"23.7","16.2",23.8,23.7,16.2,23.8,33.70416666625
"221",7,21,"LCOR-248","34.16666667","28.83333333",34.16666667,28.83333333,7,21,38.5,39.9,42.8,40.4,"",40.4,7,21,42.7,44.7,47.2,"44.86666667",44.86666667,7,21,1,"0","0",2,"24.6","25.5",28.3,24.6,25.5,28.3,33.38333333375
"222",8,21,"LCOR-476","32.33333333","38.2",32.33333333,38.2,8,21,40.4,44.6,44.7,43.23333333,"",43.23333333,8,21,37.2,37.5,39.3,"38",38,8,21,3,"3","3",2,"27.2","22.5",28.9,27.2,22.5,28.9,34.19999999875
"223",9,21,"LCOR-584","28.96666667","32.76666667",28.96666667,32.76666667,9,21,40.6,43.3,42.3,42.06666667,"",42.06666667,9,21,46.4,44.5,42.5,"44.46666667",44.46666667,9,21,1,"1","1",1,"29.3","20",22.9,29.3,20,22.9,32.81666666875
"224",10,21,"LCOR-518","32.6","28.1",32.6,28.1,10,21,38.8,43.8,44.5,42.36666667,"",42.36666667,10,21,45.1,44,43.9,"44.33333333",44.33333333,10,21,3,"3","3",3,"28.4","26.4",22.8,28.4,26.4,22.8,33.42083333375
"225",11,21,"LCOR-450","31.93333333","36.2",31.93333333,36.2,11,21,46.4,45.8,42.7,44.96666667,"",44.96666667,11,21,47.3,45.7,44.8,"45.93333333",45.93333333,11,21,1,"2","2",2,"27.1","27",28.5,27.1,27,28.5,35.825
"226",12,21,"LCOR-017","30.36666667","29.46666667",30.36666667,29.46666667,12,21,42.3,39.6,37.6,39.83333333,"",39.83333333,12,21,45.6,42.4,47.8,"45.26666667",45.26666667,12,21,0,"1","1",1,"22.5","20.6",20.6,22.5,20.6,20.6,31.05833333375
"227",13,21,"LCOR-495","32.26666667","28.33333333",32.26666667,28.33333333,13,21,37.6,43.3,40,40.3,"",40.3,13,21,42.4,45.1,42.6,"43.36666667",43.36666667,13,21,0,"2","3",3,"19.3","23.5",23.6,19.3,23.5,23.6,31.37083333375
"228",14,21,"LCOR-144","29.26666667","27.26666667",29.26666667,27.26666667,14,21,38.5,37.8,40.4,38.9,"",38.9,14,21,49.6,49.4,47.6,"48.86666667",48.86666667,14,21,1,"2","3",3,"21.3","19.2",25,21.3,19.2,25,31.08750000125
"229",15,21,"LCOR-204","32.13333333","31.2",32.13333333,31.2,15,21,36.3,37,43.4,38.9,"",38.9,15,21,42.5,39.3,45.6,"42.46666667",42.46666667,15,21,1,"1","1",1,"30.5","25.4",22.6,30.5,25.4,22.6,32.7625
"230",2,22,"LCOR-616","28.9","32",28.9,32,2,22,42.5,41.9,42.8,42.4,"",42.4,2,22,47.2,45,41.3,"44.5",44.5,2,22,1,"0","0",1,"28.2","19.5",30.2,28.2,19.5,30.2,33.5125
"231",4,22,"LCOR-165","26.33333333","30.63333333",26.33333333,30.63333333,4,22,43.3,46.3,45.8,45.13333333,"",45.13333333,4,22,48.8,45.6,47.2,"47.2",47.2,4,22,1,"1","2",3,"25.6","28.8",17.1,25.6,28.8,17.1,33.241666665
"232",5,22,"LCOR-209","26.23333333","35",26.23333333,35,5,22,44.1,39.8,45.1,43,"",43,5,22,49.8,41.9,45.6,"45.76666667",45.76666667,5,22,1,"1","2",3,"27.3","22.1",17.8,27.3,22.1,17.8,32.525
"233",6,22,"LCOR-340","22.5","26.93333333",22.5,26.93333333,6,22,34.5,34.6,36.7,35.26666667,"",35.26666667,6,22,41.9,45.3,45.2,"44.13333333",44.13333333,6,22,1,"1","1",1,"28.1","22.7",23.2,28.1,22.7,23.2,29.7625
"234",8,22,"LCOR-149","25.1","35.6",25.1,35.6,8,22,37.3,38.7,38.1,38.03333333,"",38.03333333,8,22,45.4,49.1,45.2,"46.56666667",46.56666667,8,22,1,"1","1",1,"24.7","31",25.3,24.7,31,25.3,33.04166666625
"235",10,22,"LCOR-169","32.93333333","27.26666667",32.93333333,27.26666667,10,22,37.7,39.9,37.3,38.3,"",38.3,10,22,49.2,48.2,45.4,"47.6",47.6,10,22,2,"2","2",2,"29.7","20.4",26.7,29.7,20.4,26.7,32.65
"236",11,22,"LCOR-063","28.36666667","29.76666667",28.36666667,29.76666667,11,22,36.2,37.8,37.7,37.23333333,"",37.23333333,11,22,43.6,43.4,44.1,"43.7",43.7,11,22,1,"2","2",2,"28.2","22.1",29.3,28.2,22.1,29.3,31.9875
"237",12,22,"LCOR-483","31.76666667","21.93333333",31.76666667,21.93333333,12,22,34.4,34.5,31.3,33.4,"",33.4,12,22,49.6,46.9,50.6,"49.03333333",49.03333333,12,22,0,"1","1",1,"27.6","29.4",20.3,27.6,29.4,20.3,30.85416666625
"238",13,22,"LCOR-514","33.56666667","30.13333333",33.56666667,30.13333333,13,22,35.6,35.3,32.9,34.6,"",34.6,13,22,42.2,51.2,38.8,"44.06666667",44.06666667,13,22,1,"2","2",2,"23.5","19.2",25.2,23.5,19.2,25.2,30.60833333375
"239",2,23,"LCOR-398","23.6","29.93333333",23.6,29.93333333,2,23,45.8,43.3,41.8,43.63333333,"",43.63333333,2,23,47.6,43.9,43.7,"45.06666667",45.06666667,2,23,1,"2","2",1,"26.4","27.6",27,26.4,27.6,27,33.3583333325
"240",3,23,"LCOR-171","26.06666667","30.13333333",26.06666667,30.13333333,3,23,48.5,50.2,48,48.9,"",48.9,3,23,41,46.1,45.2,"44.1",44.1,3,23,1,"1","1",2,"25.9","20.8",21.2,25.9,20.8,21.2,33.25
"241",5,23,"LCOR-319","23.7","37.53333333",23.7,37.53333333,5,23,42.8,45.9,42.8,43.83333333,"",43.83333333,5,23,49.9,40.9,43.8,"44.86666667",44.86666667,5,23,1,"1","1",1,"23.5","21",24.1,23.5,21,24.1,32.7958333325
"242",8,23,"LCOR-401","32.63333333","29",32.63333333,29,8,23,42.7,39.4,40.6,40.9,"",40.9,8,23,40.9,46.6,40.1,"42.53333333",42.53333333,8,23,1,"1","1",1,"27.1","27.4",30.1,27.1,27.4,30.1,33.8208333325
"243",9,23,"LCOR-291","33.03333333","29.73333333",33.03333333,29.73333333,9,23,41.3,44.5,42.9,42.9,"",42.9,9,23,44.7,38.5,46.7,"43.3",43.3,9,23,1,"1","1",1,"28.3","24.6",28.6,28.3,24.6,28.6,34.1708333325
"244",10,23,"LCOR-207","31.8","25.63333333",31.8,25.63333333,10,23,36.7,41.1,40.2,39.33333333,"",39.33333333,10,23,45.8,43.3,41.6,"43.56666667",43.56666667,10,23,2,"2","2",2,"26.4","27.6",27.6,26.4,27.6,27.6,32.6583333325
"245",11,23,"LCOR-090","34.3","27.36666667",34.3,27.36666667,11,23,33.4,36.1,34.8,34.76666667,"",34.76666667,11,23,44.5,41.3,45.5,"43.76666667",43.76666667,11,23,0,"0","0",1,"29.2","23.8",29.7,29.2,23.8,29.7,32.208333335
"246",12,23,"LCOR-015","32.23333333","24.73333333",32.23333333,24.73333333,12,23,38.4,40.1,44.7,41.06666667,"",41.06666667,12,23,46.8,45.1,48.2,"46.7",46.7,12,23,1,"1","1",1,"30.1","22.6",28.6,30.1,22.6,28.6,33.3875
"247",13,23,"LCOR-202","33.36666667","22.76666667",33.36666667,22.76666667,13,23,34.2,34,33.6,33.93333333,"",33.93333333,13,23,46.3,45.1,48.2,"46.53333333",46.53333333,13,23,0,"1","1",1,"32.3","19",24.2,32.3,19,24.2,30.75416666625
"248",14,23,"LCOR-290","32.46666667","28.6",32.46666667,28.6,14,23,37.6,39.7,37.5,38.26666667,"",38.26666667,14,23,48,43.6,42.7,"44.76666667",44.76666667,14,23,0,"0","0",1,"30","18.3",30.3,30,18.3,30.3,32.620833335
"249",2,24,"LCOR-178","30.76666667","27.1",30.76666667,27.1,2,24,40.8,44.3,44.3,43.13333333,"",43.13333333,2,24,41.2,44.1,46.3,"43.86666667",43.86666667,2,24,1,"2","2",2,"32.5","18.6",23.9,32.5,18.6,23.9,32.875
"250",3,24,"LCOR-367","29.06666667","30.53333333",29.06666667,30.53333333,3,24,44.1,44,40.7,42.93333333,"",42.93333333,3,24,42.5,41.5,44.2,"42.73333333",42.73333333,3,24,2,"2","2",2,"30.6","34.2",27.4,30.6,34.2,27.4,35.04999999875
"251",5,24,"LCOR-229","31.26666667","34.86666667",31.26666667,34.86666667,5,24,40.6,38.9,40.7,40.06666667,"",40.06666667,5,24,45,45.9,44.6,"45.16666667",45.16666667,5,24,1,"1","1",1,"28.3","27.4",24.9,28.3,27.4,24.9,34.00416666875
"252",6,24,"LCOR-503","28.93333333","32.86666667",28.93333333,32.86666667,6,24,35.6,41.2,40.8,39.2,"",39.2,6,24,47.6,45.5,47.7,"46.93333333",46.93333333,6,24,3,"2","3",3,"27.6","20.1",24,27.6,20.1,24,32.35416666625
"253",7,24,"LCOR-339","30.1","26.16666667",30.1,26.16666667,7,24,39.7,39.5,44,41.06666667,"",41.06666667,7,24,45.4,48.3,46.7,"46.8",46.8,7,24,1,"1","1",1,"28.8","25.4",23.1,28.8,25.4,23.1,32.81250000125
"254",8,24,"LCOR-348","31.93333333","27.83333333",31.93333333,27.83333333,8,24,36.8,38.9,38.7,38.13333333,"",38.13333333,8,24,41.4,43.2,41.5,"42.03333333",42.03333333,8,24,1,"1","1",1,"27.4","29.8",26.4,27.4,29.8,26.4,32.70833333125
"255",9,24,"LCOR-182","29.13333333","38.2",29.13333333,38.2,9,24,29.4,32.1,32.7,31.4,"",31.4,9,24,46.1,46.5,47.4,"46.66666667",46.66666667,9,24,3,"2","3",2,"28.2","20",20.2,28.2,20,20.2,30.65
"256",10,24,"LCOR-546","29.6","30.83333333",29.6,30.83333333,10,24,40,37.3,44.6,40.63333333,"",40.63333333,10,24,47.7,46.5,48,"47.4",47.4,10,24,1,"0","0",1,"29.5","26.1",25.3,29.5,26.1,25.3,33.74999999875
"257",11,24,"LCOR-212","32.23333333","29.16666667",32.23333333,29.16666667,11,24,34.6,33,35.3,34.3,"",34.3,11,24,49.4,46.4,43.6,"46.46666667",46.46666667,11,24,2,"2","2",1,"33.4","31.3",31.4,33.4,31.3,31.4,34.07083333375
"258",12,24,"LCOR-404","32.73333333","24.03333333",32.73333333,24.03333333,12,24,39.4,40.8,42.2,40.8,"",40.8,12,24,44.8,46.7,45.7,"45.73333333",45.73333333,12,24,2,"2","2",2,"30","27.8",34.6,30,27.8,34.6,34.56249999875
"259",13,24,"LCOR-084","34.46666667","29.96666667",34.46666667,29.96666667,13,24,30.8,35.5,38,34.76666667,"",34.76666667,13,24,42.7,45.5,45,"44.4",44.4,13,24,1,"0","0",1,"24.7","31",32.2,24.7,31,32.2,33.283333335
"260",14,24,"LCOR-309","33.7","26.83333333",33.7,26.83333333,14,24,34.4,32,31.2,32.53333333,"",32.53333333,14,24,44.9,44.6,44.5,"44.66666667",44.66666667,14,24,2,"2","3",3,"26.3","22.3",25.7,26.3,22.3,25.7,30.5708333325
"261",15,24,"LCOR-318","34.1","24.33333333",34.1,24.33333333,15,24,23.4,25.8,22.6,23.93333333,"",23.93333333,15,24,46.7,48.8,50,"48.5",48.5,15,24,0,"0","0",1,"27.1","28.2",27.6,27.1,28.2,27.6,29.71249999875
"262",2,25,"LCOR-192","31.6","28.9",31.6,28.9,2,25,38.1,37.2,36,37.1,"",37.1,2,25,41.8,39.4,48,"43.06666667",43.06666667,2,25,1,"1","1",1,"28.2","30.3",27.7,28.2,30.3,27.7,32.99583333375
"263",3,25,"LCOR-130","27.86666667","28.1",27.86666667,28.1,3,25,40.2,44.4,46.3,43.63333333,"",43.63333333,3,25,44.5,49.2,45.9,"46.53333333",46.53333333,3,25,2,"1","2",2,"26","22",19.1,26,22,19.1,32.1083333325
"264",5,25,"LCOR-022","30.26666667","34.2",30.26666667,34.2,5,25,44,47.1,42.5,44.53333333,"",44.53333333,5,25,43.5,47.1,45.4,"45.33333333",45.33333333,5,25,1,"2","2",2,"29.7","26.9",29.3,29.7,26.9,29.3,35.5958333325
"265",6,25,"LCOR-434","38.9","29.6",38.9,29.6,6,25,32.6,35.3,39.2,35.7,"",35.7,6,25,44,40.8,45.4,"43.4",43.4,6,25,0,"0","0",1,"24.8","27.7",26.9,24.8,27.7,26.9,32.8375
"266",7,25,"LCOR-160","32.93333333","30.8",32.93333333,30.8,7,25,41.5,41.2,37.8,40.16666667,"",40.16666667,7,25,44.7,43.7,42.5,"43.63333333",43.63333333,7,25,1,"1","1",2,"27.2","24.3",24.8,27.2,24.3,24.8,33
"267",8,25,"LCOR-199","27.6","29.03333333",27.6,29.03333333,8,25,37.4,43.5,40.2,40.36666667,"",40.36666667,8,25,41.6,46.8,45.3,"44.56666667",44.56666667,8,25,1,"2","2",2,"31.3","21.8",23.2,31.3,21.8,23.2,32.2791666675
"268",9,25,"LCOR-506","31.36666667","29.23333333",31.36666667,29.23333333,9,25,38.6,38.9,41.9,39.8,"",39.8,9,25,44.1,46.7,46.1,"45.63333333",45.63333333,9,25,0,"1","1",2,"29.6","26",22.2,29.6,26,22.2,32.95416666625
"269",10,25,"LCOR-049","32.7","33.06666667",32.7,33.06666667,10,25,39.7,41.3,39.4,40.13333333,"",40.13333333,10,25,43.7,45.9,46.4,"45.33333333",45.33333333,10,25,1,"1","1",2,"28.4","24.6",21.5,28.4,24.6,21.5,33.2333333325
"270",11,25,"LCOR-065","30.03333333","29.96666667",30.03333333,29.96666667,11,25,37.5,33.2,32.7,34.46666667,"",34.46666667,11,25,47.1,49.2,48.5,"48.26666667",48.26666667,11,25,1,"2","2",2,"27.7","25.8",28.3,27.7,25.8,28.3,32.37500000125
"271",12,25,"LCOR-055","34.8","29.26666667",34.8,29.26666667,12,25,35.3,36.5,36.3,36.03333333,"",36.03333333,12,25,43.6,42.5,51.1,"45.73333333",45.73333333,12,25,0,"0","0",1,"26.4","30.7",28.7,26.4,30.7,28.7,33.4583333325
"272",13,25,"LCOR-448","32.3","29.33333333",32.3,29.33333333,13,25,32.2,38.7,34.3,35.06666667,"",35.06666667,13,25,45.4,47.2,48.9,"47.16666667",47.16666667,13,25,1,"2","2",2,"25.7","30.6",28.6,25.7,30.6,28.6,32.9791666675
"273",14,25,"LCOR-379","30.16666667","33.23333333",30.16666667,33.23333333,14,25,33.8,34.7,38.2,35.56666667,"",35.56666667,14,25,42.4,41.5,44.1,"42.66666667",42.66666667,14,25,0,"0","0",1,"30.1","31.1",27.9,30.1,31.1,27.9,33.28750000125
"274",15,25,"LCOR-301","33.6","25.63333333",33.6,25.63333333,15,25,36.8,40.8,41.1,39.56666667,"",39.56666667,15,25,44.4,41,46.6,"44",44,15,25,1,"1","2",2,"32.7","26.3",24.2,32.7,26.3,24.2,33.19583333375
"275",2,26,"LCOR-293","33.33333333","32",33.33333333,32,2,26,39.3,42.8,41.1,41.06666667,"",41.06666667,2,26,44.6,40.8,42.5,"42.63333333",42.63333333,2,26,0,"0","0",1,"33.9","31.5",31.8,33.9,31.5,31.8,35.9125
"276",3,26,"LCOR-605","29.26666667","30.6",29.26666667,30.6,3,26,34.1,41.4,41.9,39.13333333,"",39.13333333,3,26,48,48.6,46.2,"47.6",47.6,3,26,1,"1","2",2,"25.1","25.6",22,25.1,25.6,22,32.30416666625
"277",4,26,"LCOR-170","34.9","37",34.9,37,4,26,44.1,38.3,38.1,40.16666667,"",40.16666667,4,26,46.8,48.3,46.2,"47.1",47.1,4,26,0,"1","1",2,"31.7","27.3",26.7,31.7,27.3,26.7,35.6291666675
"278",5,26,"LCOR-487","34.03333333","30.23333333",34.03333333,30.23333333,5,26,37.3,38.7,36.4,37.46666667,"",37.46666667,5,26,49.5,47,47.9,"48.13333333",48.13333333,5,26,2,"2","3",3,"28.4","19.2",19.2,28.4,19.2,19.2,31.76666666625
"279",6,26,"LCOR-278","33.13333333","30.86666667",33.13333333,30.86666667,6,26,37.5,34.4,38.1,36.66666667,"",36.66666667,6,26,44.2,47,47.9,"46.36666667",46.36666667,6,26,2,"3","3",3,"23.6","14.4",21.5,23.6,14.4,21.5,30.40000000125
"280",7,26,"LCOR-613","29.16666667","30.26666667",29.16666667,30.26666667,7,26,43.2,42.6,40.4,42.06666667,"",42.06666667,7,26,43.5,43.7,46.7,"44.63333333",44.63333333,7,26,0,"0","0",1,"34.3","28.7",28,34.3,28.7,28,34.90000000125
"281",8,26,"LCOR-300","29.23333333","27.86666667",29.23333333,27.86666667,8,26,35.8,44,42.6,40.8,"",40.8,8,26,44.7,42.1,46.3,"44.36666667",44.36666667,8,26,1,"1","1",2,"24.9","13.6",22.7,24.9,13.6,22.7,30.53333333375
"282",9,26,"LCOR-341","30.7","26.66666667",30.7,26.66666667,9,26,41,44.3,45.2,43.5,"",43.5,9,26,44,43,42.6,"43.2",43.2,9,26,2,"2","2",3,"17.3","11.8",16.1,17.3,11.8,16.1,29.09583333375
"283",10,26,"LCOR-095","32.03333333","21.9",32.03333333,21.9,10,26,31.8,27.2,32.7,30.56666667,"",30.56666667,10,26,41.6,43.5,44.2,"43.1",43.1,10,26,2,"2","2",3,"15.9","12.1",13.5,15.9,12.1,13.5,24.95833333375
"284",11,26,"LCOR-361","29.66666667","35.26666667",29.66666667,35.26666667,11,26,41.1,38,40,39.7,"",39.7,11,26,45.2,44.6,45.9,"45.23333333",45.23333333,11,26,1,"1","2",2,"29.7","31.3",26.4,29.7,31.3,26.4,34.62083333375
"285",12,26,"LCOR-387","34.5","33",34.5,33,12,26,40.3,41,42.2,41.16666667,"",41.16666667,12,26,47.6,48,50,"48.53333333",48.53333333,12,26,3,"3","4",4,"21.3","12.3",20.9,21.3,12.3,20.9,31.60833333375
"286",13,26,"LCOR-356","31.8","26.33333333",31.8,26.33333333,13,26,37.1,34.9,36.7,36.23333333,"",36.23333333,13,26,48.5,49.8,44.3,"47.53333333",47.53333333,13,26,1,"1","1",1,"31.4","28.2",29.8,31.4,28.2,29.8,33.441666665
"287",14,26,"LCOR-484","28.6","29.5",28.6,29.5,14,26,41.5,42,38.7,40.73333333,"",40.73333333,14,26,48.4,48.1,50,"48.83333333",48.83333333,14,26,0,"0","0",1,"35.7","25.9",29,35.7,25.9,29,34.87499999875
"288",15,26,"LCOR-508","28.23333333","27.33333333",28.23333333,27.33333333,15,26,30.9,37.4,39.5,35.93333333,"",35.93333333,15,26,42.5,44,46.6,"44.36666667",44.36666667,15,26,1,"2","3",3,"15.4","17.9",23.9,15.4,17.9,23.9,28.62499999875
"289",2,27,"LCOR-441","32.7","30.26666667",32.7,30.26666667,2,27,32.5,33,38.4,34.63333333,"",34.63333333,2,27,46.8,47.3,48.8,"47.63333333",47.63333333,2,27,0,"0","0",1,"30.7","29.3",29.8,30.7,29.3,29.8,33.7083333325
"290",4,27,"LCOR-399","29.1","28.86666667",29.1,28.86666667,4,27,39.3,38.2,41.2,39.56666667,"",39.56666667,4,27,51.5,43.4,43.4,"46.1",46.1,4,27,0,"0","0",1,"34.4","26.5",23.6,34.4,26.5,23.6,33.46250000125
"291",8,27,"LCOR-373","28.46666667","27.3",28.46666667,27.3,8,27,46,45.4,47.2,46.2,"",46.2,8,27,41.4,47.4,44.7,"44.5",44.5,8,27,3,"3","3",3,"18.9","19.3",21.7,18.9,19.3,21.7,31.57083333375
"292",10,27,"LCOR-322","27.53333333","28",27.53333333,28,10,27,43.1,46.5,43.1,44.23333333,"",44.23333333,10,27,42.9,41.8,45.1,"43.26666667",43.26666667,10,27,1,"1","2",3,"28.7","28.2",23.6,28.7,28.2,23.6,33.4708333325
"293",11,27,"LCOR-048","28.6","32.43333333",28.6,32.43333333,11,27,41.6,44.7,46.3,44.2,"",44.2,11,27,43.8,45.3,48.2,"45.76666667",45.76666667,11,27,4,"3","3",3,"22.9","19.5",24.8,22.9,19.5,24.8,32.8
"294",12,27,"LCOR-175","35.36666667","23.9",35.36666667,23.9,12,27,39.9,40.3,41.3,40.5,"",40.5,12,27,42.1,43.7,43.8,"43.2",43.2,12,27,1,"0","0",2,"32.2","24.1",26.8,32.2,24.1,26.8,33.32083333375
"295",13,27,"LCOR-295","28.13333333","32.03333333",28.13333333,32.03333333,13,27,44.6,41,41.2,42.26666667,"",42.26666667,13,27,46.7,44.1,47.1,"45.96666667",45.96666667,13,27,1,"0","0",1,"33","30.2",28.6,33,30.2,28.6,35.30833333375
"296",14,27,"LCOR-388","30.1","21.1",30.1,21.1,14,27,35.7,35.1,35.8,35.53333333,"",35.53333333,14,27,41.1,45.5,42.8,"43.13333333",43.13333333,14,27,1,"1","1",2,"26.7","23.9",23.4,26.7,23.9,23.4,29.92499999875
"297",15,27,"LCOR-429","31.83333333","31.5",31.83333333,31.5,15,27,40.6,39.2,42.3,40.7,"",40.7,15,27,46.8,42.9,46.3,"45.33333333",45.33333333,15,27,0,"1","1",2,"33.7","25.2",23.6,33.7,25.2,23.6,34.0708333325
"298",2,28,"LCOR-276","28.86666667","30.6",28.86666667,30.6,2,28,45.3,45.1,43.1,44.5,"",44.5,2,28,46.9,48,39.8,"44.9",44.9,2,28,1,"1","1",1,"33","27.6",28,33,27.6,28,35.24583333375
"299",3,28,"LCOR-086","25.43333333","23.66666667",25.43333333,23.66666667,3,28,44.1,40.3,40.1,41.5,"",41.5,3,28,42.9,38.4,40.7,"40.66666667",40.66666667,3,28,2,"1","2",3,"23.8","20.7",24.2,23.8,20.7,24.2,30.18333333375
"300",4,28,"LCOR-425","30.8","31.8",30.8,31.8,4,28,41.7,44.8,42.1,42.86666667,"",42.86666667,4,28,42.1,40,41,"41.03333333",41.03333333,4,28,1,"0","1",2,"23.3","23",23.6,23.3,23,23.6,32.40833333375
"301",6,28,"LCOR-227","28","35.06666667",28,35.06666667,6,28,38.7,45.4,49.3,44.46666667,"",44.46666667,6,28,43.4,47.1,49.1,"46.53333333",46.53333333,6,28,1,"1","1",2,"30.5","27.4",27.4,30.5,27.4,27.4,35.4791666675
"302",8,28,"LCOR-128","28.43333333","29.23333333",28.43333333,29.23333333,8,28,42.3,43.6,41.1,42.33333333,"",42.33333333,8,28,46.4,44.6,46.1,"45.7",45.7,8,28,4,"3","3",4,"21","15.1",18.6,21,15.1,18.6,30.341666665
"303",9,28,"LCOR-551","34.03333333","28.6",34.03333333,28.6,9,28,38.3,43.4,42.6,41.43333333,"",41.43333333,9,28,42.2,45.2,46.8,"44.73333333",44.73333333,9,28,1,"1","1",2,"29.8","26.2",23.9,29.8,26.2,23.9,33.766666665
"304",10,28,"LCOR-337","30.06666667","29.2",30.06666667,29.2,10,28,39.6,34.6,42.3,38.83333333,"",38.83333333,10,28,42.2,44.4,44.9,"43.83333333",43.83333333,10,28,2,"1","2",2,"28.2","27.3",26.9,28.2,27.3,26.9,32.8958333325
