"","date","SPAD","Midday_WP","ID","Response_curve","E","Emm","A","Ca","Ci","CO2_r_sp","Qin","gsw","RHcham","VPcham","VPDleaf","Fm","Fv.Fm","Fs","Fm.","PhiPS2","ETR","PhiCO2","NPQ","Fmin","Fo.","Fv..Fm.","qP","qN","qP_Fo","qN_Fo","Tleaf","sample_date"
"381","20230718 11:26:32",39.1,1.19,"LCOR-577","Q",0.000631789,0.631789307,12.95319792,396.7244516,-28.77043433,410,1500,0.049536399,69.59593119,2.901181729,1.26064854,3140.16,"0.776777234",808.80864,1067.63,"0.242426084","152.8751789",0.011653845,"1.941243689",555.27,"555.27","0.479904087","0.505155281","0.801786536","0.705860779","0.849674451",29.59288065,"July18"
"382","20230718 11:28:51",39.1,1.19,"LCOR-577","Q",0.001344365,1.344365213,12.7000961,396.8382903,199.490139,410,1000.014935,0.108062136,69.02298864,2.971284364,1.242276758,3140.16,"0.776777234",702.00732,1164.97,"0.397403092","167.1489939",0.017171593,"1.695485721",534.95,"534.95","0.540803626","0.734838069","0.758169207","0.997732572","0.809768003",29.80747097,"July18"
"383","20230718 11:30:08",39.1,1.19,"LCOR-577","Q",0.00140916,1.40916021,11.27109864,398.1333,219.5805341,410,499.9614,0.106699851,66.45005916,2.904420992,1.318839475,3140.16,"0.776777234",799.9564615,2061.56,"0.611965472","128.8663216",0.030905102,"0.523196026",595.11,"595.11","0.711330255","0.860311322","0.423803069","0.927237313","0.442193292",29.84745,"July18"
"384","20230718 11:31:50",39.1,1.19,"LCOR-577","Q",0.001247957,1.247957327,7.271033805,402.192129,268.806297,410,250.0063548,0.09362924,66.86595196,3.002430742,1.326420647,3140.16,"0.776777234",803.2286538,2426.47,"0.668972353","70.48970438",0.042781526,"0.294126859",633.26,"633.26","0.739020058","0.905215422","0.284690255","0.94072873","0.292591258",30.27757742,"July18"
"385","20230718 11:34:18",39.1,1.19,"LCOR-577","Q",0.001835646,1.83564595,3.580949288,405.7899,358.0443797,410,124.9864,0.146883406,67.70348138,2.987018734,1.256473916,3140.16,"0.776777234",747.0391154,2520.43,"0.703606482","37.06193455",0.050553227,"0.245882647",646.01,"646.01","0.743690561","0.946101132","0.248473428","0.974671858","0.254070507",29.93058667,"July18"
"386","20230718 11:35:27",39.1,1.19,"LCOR-577","Q",0.001334118,1.334117879,0.434775574,409.0113333,393.5460619,410,50.01117,0.102014576,66.71649931,2.955456556,1.304175931,3140.16,"0.776777234",706.5442308,2503.87,"0.717819124","15.12599804",0.05171591,"0.254122618",639.7,"639.7","0.74451549","0.964142631","0.254469178","0.996900003","0.260859605",29.99666,"July18"
"387","20230718 11:37:05",39.1,1.19,"LCOR-577","Q",0.001289852,1.289852176,-2.262650119,411.7121613,439.5224418,410,0.0499931,0.100180576,67.43073619,2.987977473,1.283196321,2699.65,"0.773912618",0,0,"#DIV/0!","#DIV/0!",0,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.292135541",30.04377419,"July18"
"401","20230718 12:11:08",33.1,1.25,"LCOR-611","Q",0.001116998,1.116997611,8.902131028,400.6556333,223.9544076,410,1499.994667,0.084910208,69.7512753,2.962036457,1.307282544,2699.65,"0.773912618",632.56028,787.055,"0.196294694","123.7840541",0.008852462,"2.430065243",472.29,"472.29","0.399927578","0.4908256","0.858682476","0.874342353","0.915426806",30.03621,"July18"
"402","20230718 12:13:03",33.1,1.25,"LCOR-611","Q",0.000714826,0.714825573,8.843312422,400.8322903,129.2988611,410,999.9893226,0.053685423,68.91145518,2.959815844,1.315429266,2699.65,"0.773912618",606.6224231,896.393,"0.323262873","135.9619962",0.013202753,"2.01168126",464.51,"464.51","0.481800951","0.670946939","0.806775862","1.013055609","0.863094275",30.06036774,"July18"
"403","20230718 12:15:08",33.1,1.25,"LCOR-611","Q",0.000769872,0.769872155,8.074519285,401.6012,173.460202,410,500.0317333,0.058730886,68.58704221,2.973963833,1.296209218,2699.65,"0.773912618",727.72888,1651.06,"0.559235352","117.7790359",0.024541339,"0.635101087",522.03,"522.03","0.683821303","0.817809199","0.481530295","0.887218488","0.501887433",30.03969333,"July18"
"404","20230718 12:17:17",33.1,1.25,"LCOR-611","Q",0.000788244,0.788244324,6.01429304,403.591129,228.51238,410,250.0054839,0.057771916,66.8802829,2.920080782,1.349304571,2699.65,"0.773912618",778.0028846,2183.21,"0.643642671","67.82053685",0.039275668,"0.236550767",591.51,"591.51","0.729064085","0.882834149","0.244974243","0.893412758","0.247184072",30.03648065,"July18"
"405","20230718 12:18:47",33.1,1.25,"LCOR-611","Q",0.000328521,0.328520585,0.860103535,408.8858182,336.6060846,410,125.0447273,0.021826633,63.37578353,2.779300129,1.479552572,2699.65,"0.773912618",738.10792,2261.37,"0.673601436","35.49811355",0.029628213,"0.193811716",616.93,"616.93","0.727187501","0.926310525","0.210436352","0.922622593","0.209774291",29.99347273,"July18"
"406","20230718 12:20:57",33.1,1.25,"LCOR-611","Q",0.001316079,1.316079252,0.564305628,408.9545667,391.7603481,410,49.98590333,0.103228615,67.9202819,2.982068643,1.271044323,2699.65,"0.773912618",679.9962308,2320.31,"0.706937336","14.88921866",0.067111667,"0.163486775",610.63,"610.63","0.736832578","0.95942736","0.181587539","0.959274072","0.181563794",29.96999667,"July18"
"407","20230718 12:22:27",33.1,1.25,"LCOR-611","Q",0.000298052,0.29805189,-0.517991094,410.4967273,438.5049272,410,0.0499931,0.02244396,67.49365817,2.951148494,1.304464955,2480.71,"0.756461007",0,0,"#DIV/0!","#DIV/0!",0,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.321945204",29.98022727,"July18"
"422","20230719 09:45:48",33.8,1.16,"LCOR-280","Q",0.0029029,2.902899673,15.54623439,410.1005667,272.2286135,427.169,1500.004333,0.198019313,59.77236549,2.182172284,1.4974037,2480.71,"0.756461007",650.13412,879.748,"0.260999604","164.588235",0.012737109,"1.819796123",493.86,"493.86","0.4386347","0.595027262","0.805778997","0.833146683","0.853136415",27.47194,"July18"
"423","20230719 09:46:57",33.8,1.16,"LCOR-280","Q",0.002847421,2.847420926,15.20016297,409.8808667,268.3187625,426.537,1000.007033,0.188240554,57.64711714,2.133405578,1.542729778,2480.71,"0.756461007",657.2937692,1063.43,"0.381911579","160.6319357",0.018685403,"1.332744045",502.87,"502.87","0.527124493","0.72451875","0.716579703","0.884288213","0.75525414",27.45595667,"July18"
"424","20230719 09:48:07",33.8,1.16,"LCOR-280","Q",0.002668119,2.668118827,13.0529093,409.9604667,280.9519161,424.205,500.0026,0.178286341,57.54444757,2.16535964,1.52326074,2480.71,"0.756461007",760.6993846,1767.75,"0.569679319","119.9715955",0.032220382,"0.403314948",564.89,"564.89","0.680446896","0.837213487","0.372143521","0.865460882","0.379929154",27.51389333,"July18"
"425","20230719 09:50:07",33.8,1.16,"LCOR-280","Q",0.002643894,2.643894258,8.345500624,409.9868,324.8055122,419.647,249.9952,0.180068422,57.90045293,2.191752608,1.494778496,2480.71,"0.756461007",773.36696,2135.23,"0.63780625","67.20277655",0.042060691,"0.1617999",625.15,"625.15","0.707221236","0.901848273","0.18618638","0.889478471","0.184102789",27.50421,"July18"
"426","20230719 09:51:17",33.8,1.16,"LCOR-280","Q",0.002570416,2.570416146,3.836832399,410.1797333,364.1745959,415.085,125.0036667,0.172719284,57.09359904,2.161757573,1.513400282,2480.71,"0.756461007",745.7969231,2226.99,"0.665109891","35.03891078",0.04133171,"0.113929564",648.72,"648.72","0.708700982","0.938491562","0.138494206","0.912716427","0.135204815",27.45141333,"July18"
"427","20230719 09:52:55",33.8,1.16,"LCOR-280","Q",0.005662304,5.662304255,0.717611365,409.9721667,384.727048,412.918,50.00195667,0.193939852,16.62200753,0.63677173,3.004088572,2480.71,"0.756461007",727.4982,2382.46,"0.694644107","14.63498338",0.029323708,"0.041238888",655.88,"655.88","0.724704717","0.958520196","0.053840632","0.930637202","0.052356429",27.29133,"July18"
"428","20230719 09:54:56",33.8,1.16,"LCOR-280","Q",0.005350408,5.350407962,-2.010715144,410.3012581,408.6159304,410.413,0.0499931,0.175769115,14.90853215,0.583822784,3.121603128,2658.31,"0.75748444",0,0,"#DIV/0!","#DIV/0!",2.69e-12,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.320159131",27.59160968,"July18"
"443","20230719 10:26:36",29.8,1.15,"LCOR-291","Q",0.000300327,0.300326518,3.689058918,406.1632903,141.4282468,410,1500.003871,0.022876812,66.15478638,2.39623297,1.296688504,2658.31,"0.75748444",511.4310769,606.075,"0.156158764","98.4747928",0.004519277,"3.38610733",411.69,"411.69","0.320727633","0.486889025","0.913476689","-2.451499846","1.019172623",27.5338129,"July18"
"444","20230719 10:29:02",29.8,1.15,"LCOR-291","Q",0.000270878,0.270877655,3.757204431,406.1146452,108.7898777,410,999.9968065,0.020662551,65.47731082,2.393607456,1.294381589,2658.31,"0.75748444",505.2741538,666.361,"0.241741108","101.6752519",0.006856847,"2.989294091",414.71,"414.71","0.377649652","0.640120032","0.887836067","7.430389628","0.989233634",27.51096774,"July18"
"445","20230719 10:31:03",29.8,1.15,"LCOR-291","Q",0.000292944,0.292944011,3.446989159,406.4259667,153.9943332,410,499.9973,0.022449385,64.74395842,2.384340004,1.288918719,2658.31,"0.75748444",603.6045385,1120.58,"0.461346322","97.15623172",0.012957953,"1.372262578",460.85,"460.85","0.58873976","0.783616724","0.699776105","1.086314631","0.763661236",27.44258333,"July18"
"446","20230719 10:32:30",29.8,1.15,"LCOR-291","Q",0.000137602,0.137601675,0.683417554,409.2562727,289.2012414,410,250.0204545,0.009763801,61.85049331,2.299885728,1.389138307,2658.31,"0.75748444",683.09104,1605.69,"0.574580996","60.54712224",0.012783411,"0.655556178",525.67,"525.67","0.672620493","0.854242477","0.493576037","0.960032088","0.522747875",27.51576364,"July18"
"447","20230719 10:33:51",29.8,1.15,"LCOR-291","Q",0.000133345,0.133345045,0.662836536,409.2879091,298.1740501,410,125.0017273,0.010240666,64.33909778,2.400232123,1.282966452,2658.31,"0.75748444",672.22312,1710.85,"0.607082374","31.98153803",0.025375048,"0.553794897",574.44,"574.44","0.664237075","0.913954365","0.454663679","0.974167702","0.470523743",27.48875455,"July18"
"448","20230719 10:35:17",29.8,1.15,"LCOR-291","Q",0.000424866,0.424866271,0.519559254,409.2860323,375.5241065,410,49.98936129,0.032694491,64.2955348,2.401472517,1.285801031,2658.31,"0.75748444",646.7926923,1786.03,"0.637860119","13.43528343",0.060064275,"0.488390453",578.72,"578.72","0.675974088","0.943616228","0.419448064","0.998150299","0.433188156",27.50765161,"July18"
"449","20230719 10:36:44",29.8,1.15,"LCOR-291","Q",0.00057689,0.576889582,-1.512901371,411.2873333,457.3273197,410,0.0499931,0.04418202,63.91847049,2.378675894,1.294983518,2044.88,"0.702687463",0,0,"#DIV/0!","#DIV/0!",1.06e-14,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.423107787",27.44444667,"July18"
"464","20230719 11:08:27",31.3,1.38,"LCOR-506","Q",0.000254238,0.254237612,4.785397182,405.0581333,0.463373912,410,1499.970333,0.019187191,65.44519092,2.38330146,1.307569731,2044.88,"0.702687463",524.9784231,601.671,"0.127465969","80.37914132",0.004993949,"2.398668043",420.29,"420.29","0.301462095","0.422825858","0.888352754","-12.17833193","1.004382637",27.52432,"July18"
"465","20230719 11:09:48",31.3,1.38,"LCOR-506","Q",0.00012838,0.128379567,1.464262484,408.3648182,149.8337121,410,1000.021818,0.009297717,63.27404432,2.327147225,1.360409395,2044.88,"0.702687463",502.1781154,618.84,"0.188517039","79.2914337",0.003539135,"2.304375929",407.94,"407.94","0.340798914","0.553162089","0.871162046","10.73094531","0.992434093",27.50896364,"July18"
"466","20230719 11:11:33",31.3,1.38,"LCOR-506","Q",0.000203423,0.203423169,3.858329912,406.0161935,-10.14649475,410,500.0236452,0.015025016,63.40880448,2.358392183,1.335141892,2044.88,"0.702687463",538.7506154,854.714,"0.369671474","77.85427549",0.012751971,"1.392472804",430.15,"430.15","0.49673224","0.744206726","0.737068117","1.280523192","0.828280634",27.53664839,"July18"
"467","20230719 11:13:02",31.3,1.38,"LCOR-506","Q",0.00014829,0.148290065,1.166833499,408.8323636,229.1349075,410,249.998,0.010829361,62.33283874,2.319776755,1.349708604,2044.88,"0.702687463",646.70944,1396.1,"0.536774271","56.55819305",0.012716219,"0.464708832",488.42,"488.42","0.650154","0.825610964","0.4168305","0.950844527","0.45151005",27.42502727,"July18"
"468","20230719 11:14:16",31.3,1.38,"LCOR-506","Q",0.000104234,0.104234428,0.637439138,409.302,268.2553776,410,124.9864545,0.00764093,62.83923144,2.361399073,1.343276308,2044.88,"0.702687463",645.37988,1522.52,"0.576110737","30.34624052",0.020411659,"0.343089089",556.77,"556.77","0.634310223","0.9082476","0.351022438","0.959093155","0.363529686",27.58814545,"July18"
"469","20230719 11:15:48",31.3,1.38,"LCOR-506","Q",0.000105244,0.105243752,0.22750592,409.7226364,356.1605655,410,49.97047273,0.008010274,63.98958703,2.388678395,1.293777625,2044.88,"0.702687463",642.5088077,1660.95,"0.613167881","12.91027693",0.041329936,"0.231150847",578.15,"578.15","0.651916072","0.940562608","0.261759151","0.967197577","0.267191118",27.48530909,"July18"
"470","20230719 11:17:14",31.3,1.38,"LCOR-506","Q",0.000503564,0.503563506,-1.187651738,411.0003226,451.3751862,410,0.0499931,0.038700184,64.09249076,2.384987369,1.288791039,1948.78,"0.68247215",0,0,"#DIV/0!","#DIV/0!",-1.06e-14,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.465261256",27.445,"July18"
"485","20230719 11:53:07",32.8,1.06,"LCOR-501","Q",0.0015282,1.528200282,10.48865245,398.8842333,244.986367,410,1500.018667,0.116296997,64.9046985,2.370849409,1.320401833,1948.78,"0.68247215",692.17852,839.544,"0.175530383","110.6917986",0.009257895,"1.32123629",486.53,"486.53","0.420483024","0.417449393","0.758581638","0.667561013","0.834019507",27.52608,"July18"
"486","20230719 11:54:36",32.8,1.06,"LCOR-501","Q",0.001457691,1.457691248,10.15524242,399.2299,241.980521,410,1000.020667,0.109998342,63.85326197,2.356236148,1.330187104,1948.78,"0.68247215",632.99564,878.168,"0.279186169","117.427289",0.013484,"1.219142579",472.19,"472.19","0.462301063","0.603905532","0.725057057","0.945238909","0.804978645",27.50371,"July18"
"487","20230719 11:56:45",32.8,1.06,"LCOR-501","Q",0.001243484,1.24348449,9.105713674,400.3905484,239.2187014,410,500.0077419,0.095797825,63.98113764,2.389774647,1.299254452,1948.78,"0.68247215",662.6855,1335.26,"0.503703024","106.0784643",0.02443851,"0.459476057",500.91,"500.91","0.624859578","0.806105951","0.4237397","0.938736172","0.461297368",27.5157871,"July18"
"488","20230719 11:57:55",32.8,1.06,"LCOR-501","Q",0.001519867,1.519866722,6.310567308,403.1135333,308.334869,410,250.0232333,0.117851694,63.24746986,2.3618262,1.296496677,1948.78,"0.68247215",716.4717308,1895.89,"0.622092141","65.55432848",0.035577995,"0.027897188",573.27,"573.27","0.697624862","0.891728742","0.038451193","0.923514247","0.039767274",27.373,"July18"
"489","20230719 12:00:23",32.8,1.06,"LCOR-501","Q",0.001144183,1.144183342,3.422459958,406.0514516,333.1536283,410,124.9678387,0.085562576,62.64982516,2.363565562,1.336028917,1948.78,"0.68247215",691.68548,2118.26,"0.673465259","35.46905545",0.043767025,"-0.080009064",599.81,"599.81","0.716838348","0.939493905","-0.125636597","0.951387056","-0.127429714",27.56467742,"July18"
"490","20230719 12:02:50",32.8,1.06,"LCOR-501","Q",0.001079121,1.079121338,0.799052965,408.7062903,384.1052632,410,50.0064129,0.080828652,62.81979608,2.359114314,1.332764059,1948.78,"0.68247215",653.81284,2241.11,"0.708263834","14.92327842",0.047144838,"-0.130439827",613.18,"613.18","0.72639451","0.97504018","-0.218875412","0.978413039","-0.219798963",27.52898387,"July18"
"491","20230719 12:05:31",32.8,1.06,"LCOR-501","Q",0.001378474,1.378473732,-1.386477943,410.4939032,424.4696605,410,0.0499931,0.094254348,59.32983836,2.220753749,1.464649499,2490.1,"0.753947392",0,0,"#DIV/0!","#DIV/0!",-2.12e-14,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.32635249",27.49898065,"July18"
"506","20230720 08:50:28",29.9,0.89,"LCOR-211","Q",0.002297808,2.297807561,17.36656504,409.9779333,244.4245596,428.159,1500.051,0.180168686,58.86670335,1.903521138,1.307258536,2490.1,"0.753947392",808.9598462,1032.97,"0.216860271","136.7579181",0.014868572,"1.410621799",545.12,"545.12","0.472278963","0.459178341","0.749174799","0.533009276","0.776140719",25.16337,"July20"
"507","20230720 08:51:37",29.9,0.89,"LCOR-211","Q",0.002443599,2.443599345,16.48701086,409.8579667,259.3589559,427.861,1000.0161,0.18957032,56.0033877,1.786735055,1.324959598,2490.1,"0.753947392",742.95,1110.15,"0.330766113","139.1214613",0.021247421,"1.243030221",539.91,"539.91","0.513660316","0.643939394","0.707597721","0.738158111","0.735030769",24.63798667,"July20"
"508","20230720 08:53:05",29.9,0.89,"LCOR-211","Q",0.00197106,1.971060186,14.72639963,410.0140968,242.2014085,425.664,500.0049355,0.150067282,56.00346569,1.863218512,1.339242347,2490.1,"0.753947392",824.8634,1920.47,"0.570488787","120.1427252",0.0382554,"0.296609684",595.05,"595.05","0.690153973","0.826610886","0.300588375","0.83776422","0.303413585",25.11980968,"July20"
"509","20230720 08:54:47",29.9,0.89,"LCOR-211","Q",0.00202028,2.020279678,9.557001373,410.0826333,303.455423,420.613,250.0045,0.158136545,56.49748651,1.8945635,1.304312964,2490.1,"0.753947392",887.0429231,2648.56,"0.66508483","70.07968375",0.051929045,"-0.059828737",661.17,"661.17","0.750366237","0.886346956","-0.086640823","0.865242831","-0.084403765",25.10101,"July20"
"510","20230720 08:56:34",29.9,0.89,"LCOR-211","Q",0.00185687,1.856869539,5.638447322,409.8845806,336.4397332,416.156,125.0097742,0.141051383,55.07304082,1.859676729,1.340094229,2490.1,"0.753947392",857.0927692,2821.32,"0.696208594","36.67906343",0.066670368,"-0.117398948",680.81,"680.81","0.758690967","0.917644501","-0.183066286","0.889344169","-0.176424429",25.10570323,"July20"
"511","20230720 08:58:44",29.9,0.89,"LCOR-211","Q",0.001909005,1.90900543,1.545364535,409.9890667,385.0117666,412.416,50.00736333,0.151182199,56.0664063,1.869050246,1.28798704,2490.1,"0.753947392",790.3823846,2932.57,"0.730481324","15.39164352",0.069572043,"-0.150881309",681.33,"681.33","0.76766795","0.95155897","-0.2446248","0.923406722","-0.235681774",24.88019667,"July20"
"512","20230720 09:00:47",29.9,0.89,"LCOR-211","Q",0.001872605,1.872605186,-1.368509501,410.1463871,416.8869547,409.603,0.0499931,0.144301433,55.1252735,1.860891654,1.322003312,3166.39,"0.797793265",0,0,"#DIV/0!","#DIV/0!",2.7e-12,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.253457561",25.01696452,"July20"
"527","20230720 09:43:36",27.7,1.94,"LCOR-274","Q",0.001574098,1.574097677,13.65685918,410.0513333,220.1244724,424.225,1499.977,0.121553645,57.2249122,1.881446245,1.313391108,3166.39,"0.797793265",811.1925,1022.05,"0.2063084","130.0971814",0.011913632,"2.098077393",517.49,"517.49","0.493674478","0.417903718","0.809520933","0.552294387","0.848865486",25.07980333,"July20"
"528","20230720 09:44:45",27.7,1.94,"LCOR-274","Q",0.001561349,1.56134927,13.0284581,409.9646333,226.9884161,423.564,1000.000767,0.120563088,55.7990159,1.825602514,1.313959489,3166.39,"0.797793265",697.2802308,1019.99,"0.316385229","133.0707867",0.017114906,"2.104334356",490.87,"490.87","0.518750184","0.60989902","0.802236575","0.84985212","0.849680965",24.78721,"July20"
"529","20230720 09:45:55",27.7,1.94,"LCOR-274","Q",0.00144129,1.441289614,11.5399735,410.0068,232.6911293,422.174,500.0022333,0.110228003,54.7290211,1.817155823,1.324142017,3166.39,"0.797793265",688.1457308,1483.88,"0.536252439","112.9320609",0.030647654,"1.133858533",511.8,"511.8","0.655093404","0.818589282","0.633811624","0.943243816","0.666043943",24.79646667,"July20"
"530","20230720 09:47:17",27.7,1.94,"LCOR-274","Q",0.001236788,1.236788141,8.469699419,409.9041333,256.8521734,418.98,250.0273667,0.094258706,55.09717084,1.890878043,1.323858181,3166.39,"0.797793265",723.1360769,2114.5,"0.658010841","69.34059025",0.046680077,"0.497465122",570.3,"570.3","0.730290849","0.901025724","0.405182409","0.943787311","0.416404636",25.18405333,"July20"
"531","20230720 09:49:33",27.7,1.94,"LCOR-274","Q",0.001155251,1.155250623,4.601833646,409.9286667,318.4323716,414.947,124.9974,0.089087905,54.96573525,1.87427425,1.307387409,3166.39,"0.797793265",694.9954231,2270.14,"0.693853497","36.55130945",0.056667511,"0.39479944",590.34,"590.34","0.739954364","0.937697688","0.347916384","0.966420706","0.354792473",25.01046333,"July20"
"532","20230720 09:51:35",27.7,1.94,"LCOR-274","Q",0.001211431,1.211431445,1.370340378,409.9364516,378.337815,411.757,50.01695484,0.094992042,55.28066504,1.8740651,1.287261521,3166.39,"0.797793265",655.7222,2371.81,"0.723535106","15.24824337",0.064979748,"0.335009971",593.85,"593.85","0.749621597","0.965200454","0.308869833","0.991073395","0.314545053",24.90295161,"July20"
"533","20230720 09:53:09",27.7,1.94,"LCOR-274","Q",0.001193372,1.193372393,-0.984480573,410.0901667,418.6000611,409.554,0.0499931,0.093514601,54.52489876,1.818802716,1.288429577,2575.47,"0.786457307",0,0,"#DIV/0!","#DIV/0!",0,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.271524838",24.61398333,"July20"
"548","20230720 11:14:03",35.6,1.07,"LCOR-231","Q",0.001819419,1.819418709,14.41925924,409.9526129,240.7357429,425.114,1499.93129,0.145247658,58.67852848,1.802978609,1.277125948,2575.47,"0.786457307",766.8484,1058.7,"0.275669784","173.8308923",0.012214013,"1.432672145",522.87,"522.87","0.506120714","0.544672004","0.738950599","0.573689789","0.748838359",24.46740968,"July20"
"549","20230720 11:16:44",35.6,1.07,"LCOR-231","Q",0.001432554,1.432554044,14.046912,409.9584839,197.1165175,424.675,999.9957097,0.11080206,58.53284577,1.907746174,1.308315522,2575.47,"0.786457307",690.7623077,1169.17,"0.409185741","172.101528",0.017869195,"1.202819094",510.28,"510.28","0.563553632","0.726081277","0.680954295","0.772625736","0.694298664",25.19097742,"July20"
"550","20230720 11:17:54",35.6,1.07,"LCOR-231","Q",0.001606397,1.606397496,12.3491795,409.9811333,239.6797634,423.052,500.0396,0.123319263,56.22393929,1.815354184,1.322376004,2575.47,"0.786457307",760.37496,1859.84,"0.591161089","124.5048426",0.031654757,"0.384780411",562.34,"562.34","0.697640657","0.8473719","0.355481265","0.839371381","0.353310782",24.77743667,"July20"
"551","20230720 11:20:02",35.6,1.07,"LCOR-231","Q",0.001363784,1.363784024,8.477624102,410.0132333,274.6425358,419.144,250.0122667,0.107544568,57.54395798,1.88082567,1.282999374,2575.47,"0.786457307",790.5478077,2316.63,"0.658750941","69.41437604",0.044898267,"0.111731265",608.96,"608.96","0.737135408","0.893663408","0.131624045","0.863824738","0.127790846",24.91619333,"July20"
"552","20230720 11:21:11",35.6,1.07,"LCOR-231","Q",0.001393876,1.39387573,4.533563423,410.2114667,332.9459288,415.287,124.9927,0.106393404,56.40006479,1.856887174,1.325287902,2575.47,"0.786457307",756.2153462,2330.48,"0.675510905","35.58385192",0.05237627,"0.105124266",620.29,"620.29","0.733835948","0.920520325","0.125303041","0.884166407","0.120953018",25.01317,"July20"
"553","20230720 11:23:00",35.6,1.07,"LCOR-231","Q",0.003380991,3.380991265,1.237331279,410.0348333,376.2856945,412.442,50.0048,0.124103431,11.99395437,0.399322679,2.784923242,2575.47,"0.786457307",708.2888,2380.68,"0.702484668","14.80093002",0.052726037,"0.08182116",615.01,"615.01","0.741666247","0.947170876","0.099359334","0.913521944","0.09616898",25.02408333,"July20"
"554","20230720 11:24:53",35.6,1.07,"LCOR-231","Q",0.002959751,2.959751424,-1.241607841,410.2362333,410.6494029,410.051,0.0499931,0.105539068,10.13573963,0.339782741,2.857685686,2596.4,"0.781370821",0,0,"#DIV/0!","#DIV/0!",-2.69e-12,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.279802077",25.09362,"July20"
"569","20230720 11:59:13",31.6,0.86,"LCOR-164","Q",0.006947304,6.94730415,16.07587834,410.0673,305.3651575,428.783,1499.973667,0.297146332,22.09324308,0.725002399,2.461084486,2596.4,"0.781370821",701.39016,878.351,"0.20146939","127.0455133",0.013731077,"1.955993675",461.78,"461.78","0.474264844","0.424803551","0.804850044","0.569551294","0.846850516",25.03378,"July20"
"570","20230720 12:00:23",31.6,0.86,"LCOR-164","Q",0.006517935,6.517934695,14.64094408,410.066,307.5029145,427.067,999.9655667,0.276622341,20.72553931,0.681843887,2.472181054,2596.4,"0.781370821",645.1310385,908.488,"0.289884909","121.9205529",0.018881608,"1.857935383",453.09,"453.09","0.501270242","0.578300655","0.787525836","0.772672162","0.831995565",24.8642,"July20"
"571","20230720 12:01:32",31.6,0.86,"LCOR-164","Q",0.006133532,6.133532109,12.34057059,410.0294667,315.360648,424.949,499.9489667,0.256281392,19.29951336,0.643060256,2.502664419,2596.4,"0.781370821",642.3165385,1267.6,"0.493281368","103.8714564",0.032250609,"1.048280215",481.57,"481.57","0.620093089","0.79549567","0.628324735","0.893324365","0.654984209",24.82005333,"July20"
"572","20230720 12:03:21",31.6,0.86,"LCOR-164","Q",0.005813789,5.813789159,8.339243301,409.9126774,335.0312511,420.3,249.9890968,0.232834899,17.78411115,0.6101455,2.599647094,2596.4,"0.781370821",692.262,1784.44,"0.612056443","64.48809099",0.045465927,"0.455022304",538.15,"538.15","0.698420793","0.876343387","0.394490465","0.897588674","0.400226504",25.15820645,"July20"
"573","20230720 12:05:03",31.6,0.86,"LCOR-164","Q",0.005437617,5.437616917,4.298078141,410.027129,361.0656693,416.393,124.9915806,0.216215978,16.85425082,0.572111991,2.611521188,2596.4,"0.781370821",681.1958846,1996.37,"0.658782748","34.70229269",0.052582254,"0.300560517",570.83,"570.83","0.71406603","0.922579595","0.296227728","0.920525373","0.295763226",25.02085484,"July20"
"574","20230720 12:06:49",31.6,0.86,"LCOR-164","Q",0.005083148,5.0831481,1.09927722,410.1055484,384.5483421,413.188,50.00605806,0.201574674,16.0320717,0.536378708,2.612405648,2596.4,"0.781370821",664.8028077,2189.34,"0.696345562","14.67206587",0.055549946,"0.185928179",592.26,"592.26","0.729480117","0.95457785","0.203109563","0.940090932","0.200645599",24.83633871,"July20"
"575","20230720 12:08:35",31.6,0.86,"LCOR-164","Q",0.004845828,4.845828094,-1.558818138,410.2857,406.5907034,410.659,0.0499931,0.187515192,15.2672866,0.512240959,2.670089042,2503.65,"0.778270341",0,0,"#DIV/0!","#DIV/0!",2.73e-12,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.284900564",25.01398667,"July20"
"590","20230721 08:32:24",32.4,1.15,"LCOR-307","Q",0.002776214,2.776214153,16.08090639,409.9116667,279.4721679,427.405,1500.022,0.216241992,63.90227888,2.371844008,1.318177951,2503.65,"0.778270341",661.1920769,880.071,"0.248705983","156.8376377",0.013986136,"1.844827292",496.75,"496.75","0.435556904","0.571006867","0.808998455","0.673603069","0.833238501",27.52038667,"July20"
