"","tier","Csetpoint","sample_date.x.x","n.x","A_sd","A","A_se","A_qt","A_upper","A_lower","gsw_sd","gsw","gsw_se","gsw_qt","gsw_upper","gsw_lower","Ci_sd","Ci","Ci_se","Ci_qt","Ci_upper","Ci_lower","sample_date.x.y","n.y","PhiPS2_sd","PhiPS2","PhiPS2_se","PhiPS2_qt","PhiPS2_upper","PhiPS2_lower","ETR_sd","ETR","ETR_se","ETR_qt","ETR_upper","ETR_lower"
"734","poor",200,"Aug29",2,1.76611387944042,4.7618918295,1.2488311005,4.30265272974946,10.1351783730623,-0.611394714062349,0.0135306480641371,0.106323431,0.009567613,4.30265272974946,0.147489547191636,0.0651573148083636,19.4855239924011,119.83101255,13.77834615,4.30265272974946,179.11445122373,60.5475738762695,"July27",1,NA,0.137962817,NA,12.7062047361747,NA,NA,NA,87.0000061,NA,12.7062047361747,NA,NA
"735","poor",200,"Aug29",2,1.76611387944042,4.7618918295,1.2488311005,4.30265272974946,10.1351783730623,-0.611394714062349,0.0135306480641371,0.106323431,0.009567613,4.30265272974946,0.147489547191636,0.0651573148083636,19.4855239924011,119.83101255,13.77834615,4.30265272974946,179.11445122373,60.5475738762695,"Jun14",3,0.0649754961045071,0.383427273333333,0.0375136201666667,3.18244630528371,0.502812355230558,0.264042191436109,40.9728608652133,241.7875265,23.65569225,3.18244630528371,317.070496899941,166.504556100059
"736","poor",200,"Aug29",2,1.76611387944042,4.7618918295,1.2488311005,4.30265272974946,10.1351783730623,-0.611394714062349,0.0135306480641371,0.106323431,0.009567613,4.30265272974946,0.147489547191636,0.0651573148083636,19.4855239924011,119.83101255,13.77834615,4.30265272974946,179.11445122373,60.5475738762695,"Jun22",2,0.0448740265886785,0.2018944855,0.0317307285,4.30265272974946,0.338420791097464,0.065368179902536,28.2872846537206,127.3205215,20.0021308,4.30265272974946,213.382744187426,41.2582988125742
"737","poor",200,"July18",1,NA,2.955408339,NA,12.7062047361747,NA,NA,NA,0.100189756,NA,12.7062047361747,NA,NA,NA,145.338452,NA,12.7062047361747,NA,NA,"Aug29",1,NA,0.121500857,NA,12.7062047361747,NA,NA,NA,76.61799712,NA,12.7062047361747,NA,NA
"738","poor",200,"July18",1,NA,2.955408339,NA,12.7062047361747,NA,NA,NA,0.100189756,NA,12.7062047361747,NA,NA,NA,145.338452,NA,12.7062047361747,NA,NA,"July18",1,NA,0.144037303,NA,12.7062047361747,NA,NA,NA,90.82838635,NA,12.7062047361747,NA,NA
"739","poor",200,"July18",1,NA,2.955408339,NA,12.7062047361747,NA,NA,NA,0.100189756,NA,12.7062047361747,NA,NA,NA,145.338452,NA,12.7062047361747,NA,NA,"July20",1,NA,0.157522028,NA,12.7062047361747,NA,NA,NA,99.33417983,NA,12.7062047361747,NA,NA
"740","poor",200,"July18",1,NA,2.955408339,NA,12.7062047361747,NA,NA,NA,0.100189756,NA,12.7062047361747,NA,NA,NA,145.338452,NA,12.7062047361747,NA,NA,"July27",1,NA,0.137962817,NA,12.7062047361747,NA,NA,NA,87.0000061,NA,12.7062047361747,NA,NA
"741","poor",200,"July18",1,NA,2.955408339,NA,12.7062047361747,NA,NA,NA,0.100189756,NA,12.7062047361747,NA,NA,NA,145.338452,NA,12.7062047361747,NA,NA,"Jun14",3,0.0649754961045071,0.383427273333333,0.0375136201666667,3.18244630528371,0.502812355230558,0.264042191436109,40.9728608652133,241.7875265,23.65569225,3.18244630528371,317.070496899941,166.504556100059
"742","poor",200,"July18",1,NA,2.955408339,NA,12.7062047361747,NA,NA,NA,0.100189756,NA,12.7062047361747,NA,NA,NA,145.338452,NA,12.7062047361747,NA,NA,"Jun22",2,0.0448740265886785,0.2018944855,0.0317307285,4.30265272974946,0.338420791097464,0.065368179902536,28.2872846537206,127.3205215,20.0021308,4.30265272974946,213.382744187426,41.2582988125742
"743","poor",200,"July20",1,NA,5.712046864,NA,12.7062047361747,NA,NA,NA,0.099538755,NA,12.7062047361747,NA,NA,NA,105.2279079,NA,12.7062047361747,NA,NA,"Aug29",1,NA,0.121500857,NA,12.7062047361747,NA,NA,NA,76.61799712,NA,12.7062047361747,NA,NA
"744","poor",200,"July20",1,NA,5.712046864,NA,12.7062047361747,NA,NA,NA,0.099538755,NA,12.7062047361747,NA,NA,NA,105.2279079,NA,12.7062047361747,NA,NA,"July18",1,NA,0.144037303,NA,12.7062047361747,NA,NA,NA,90.82838635,NA,12.7062047361747,NA,NA
"745","poor",200,"July20",1,NA,5.712046864,NA,12.7062047361747,NA,NA,NA,0.099538755,NA,12.7062047361747,NA,NA,NA,105.2279079,NA,12.7062047361747,NA,NA,"July20",1,NA,0.157522028,NA,12.7062047361747,NA,NA,NA,99.33417983,NA,12.7062047361747,NA,NA
"746","poor",200,"July20",1,NA,5.712046864,NA,12.7062047361747,NA,NA,NA,0.099538755,NA,12.7062047361747,NA,NA,NA,105.2279079,NA,12.7062047361747,NA,NA,"July27",1,NA,0.137962817,NA,12.7062047361747,NA,NA,NA,87.0000061,NA,12.7062047361747,NA,NA
"747","poor",200,"July20",1,NA,5.712046864,NA,12.7062047361747,NA,NA,NA,0.099538755,NA,12.7062047361747,NA,NA,NA,105.2279079,NA,12.7062047361747,NA,NA,"Jun14",3,0.0649754961045071,0.383427273333333,0.0375136201666667,3.18244630528371,0.502812355230558,0.264042191436109,40.9728608652133,241.7875265,23.65569225,3.18244630528371,317.070496899941,166.504556100059
"748","poor",200,"July20",1,NA,5.712046864,NA,12.7062047361747,NA,NA,NA,0.099538755,NA,12.7062047361747,NA,NA,NA,105.2279079,NA,12.7062047361747,NA,NA,"Jun22",2,0.0448740265886785,0.2018944855,0.0317307285,4.30265272974946,0.338420791097464,0.065368179902536,28.2872846537206,127.3205215,20.0021308,4.30265272974946,213.382744187426,41.2582988125742
"749","poor",200,"July27",1,NA,3.719937729,NA,12.7062047361747,NA,NA,NA,0.110403736,NA,12.7062047361747,NA,NA,NA,131.8246275,NA,12.7062047361747,NA,NA,"Aug29",1,NA,0.121500857,NA,12.7062047361747,NA,NA,NA,76.61799712,NA,12.7062047361747,NA,NA
"750","poor",200,"July27",1,NA,3.719937729,NA,12.7062047361747,NA,NA,NA,0.110403736,NA,12.7062047361747,NA,NA,NA,131.8246275,NA,12.7062047361747,NA,NA,"July18",1,NA,0.144037303,NA,12.7062047361747,NA,NA,NA,90.82838635,NA,12.7062047361747,NA,NA
"751","poor",200,"July27",1,NA,3.719937729,NA,12.7062047361747,NA,NA,NA,0.110403736,NA,12.7062047361747,NA,NA,NA,131.8246275,NA,12.7062047361747,NA,NA,"July20",1,NA,0.157522028,NA,12.7062047361747,NA,NA,NA,99.33417983,NA,12.7062047361747,NA,NA
"752","poor",200,"July27",1,NA,3.719937729,NA,12.7062047361747,NA,NA,NA,0.110403736,NA,12.7062047361747,NA,NA,NA,131.8246275,NA,12.7062047361747,NA,NA,"July27",1,NA,0.137962817,NA,12.7062047361747,NA,NA,NA,87.0000061,NA,12.7062047361747,NA,NA
"753","poor",200,"July27",1,NA,3.719937729,NA,12.7062047361747,NA,NA,NA,0.110403736,NA,12.7062047361747,NA,NA,NA,131.8246275,NA,12.7062047361747,NA,NA,"Jun14",3,0.0649754961045071,0.383427273333333,0.0375136201666667,3.18244630528371,0.502812355230558,0.264042191436109,40.9728608652133,241.7875265,23.65569225,3.18244630528371,317.070496899941,166.504556100059
"754","poor",200,"July27",1,NA,3.719937729,NA,12.7062047361747,NA,NA,NA,0.110403736,NA,12.7062047361747,NA,NA,NA,131.8246275,NA,12.7062047361747,NA,NA,"Jun22",2,0.0448740265886785,0.2018944855,0.0317307285,4.30265272974946,0.338420791097464,0.065368179902536,28.2872846537206,127.3205215,20.0021308,4.30265272974946,213.382744187426,41.2582988125742
"755","poor",200,"Jun14",3,1.00295066715641,6.63623962133333,0.579053837666667,3.18244630528371,8.47904736757597,4.7934318750907,0.0533885886002352,0.179054298,0.030823916,3.18244630528371,0.277149755588575,0.0809588404114246,11.2523837434976,134.164123366667,6.49656678333333,3.18244630528371,154.839098323315,113.489148410019,"Aug29",1,NA,0.121500857,NA,12.7062047361747,NA,NA,NA,76.61799712,NA,12.7062047361747,NA,NA
"756","poor",200,"Jun14",3,1.00295066715641,6.63623962133333,0.579053837666667,3.18244630528371,8.47904736757597,4.7934318750907,0.0533885886002352,0.179054298,0.030823916,3.18244630528371,0.277149755588575,0.0809588404114246,11.2523837434976,134.164123366667,6.49656678333333,3.18244630528371,154.839098323315,113.489148410019,"July18",1,NA,0.144037303,NA,12.7062047361747,NA,NA,NA,90.82838635,NA,12.7062047361747,NA,NA
"757","poor",200,"Jun14",3,1.00295066715641,6.63623962133333,0.579053837666667,3.18244630528371,8.47904736757597,4.7934318750907,0.0533885886002352,0.179054298,0.030823916,3.18244630528371,0.277149755588575,0.0809588404114246,11.2523837434976,134.164123366667,6.49656678333333,3.18244630528371,154.839098323315,113.489148410019,"July20",1,NA,0.157522028,NA,12.7062047361747,NA,NA,NA,99.33417983,NA,12.7062047361747,NA,NA
"758","poor",200,"Jun14",3,1.00295066715641,6.63623962133333,0.579053837666667,3.18244630528371,8.47904736757597,4.7934318750907,0.0533885886002352,0.179054298,0.030823916,3.18244630528371,0.277149755588575,0.0809588404114246,11.2523837434976,134.164123366667,6.49656678333333,3.18244630528371,154.839098323315,113.489148410019,"July27",1,NA,0.137962817,NA,12.7062047361747,NA,NA,NA,87.0000061,NA,12.7062047361747,NA,NA
"759","poor",200,"Jun14",3,1.00295066715641,6.63623962133333,0.579053837666667,3.18244630528371,8.47904736757597,4.7934318750907,0.0533885886002352,0.179054298,0.030823916,3.18244630528371,0.277149755588575,0.0809588404114246,11.2523837434976,134.164123366667,6.49656678333333,3.18244630528371,154.839098323315,113.489148410019,"Jun14",3,0.0649754961045071,0.383427273333333,0.0375136201666667,3.18244630528371,0.502812355230558,0.264042191436109,40.9728608652133,241.7875265,23.65569225,3.18244630528371,317.070496899941,166.504556100059
"760","poor",200,"Jun14",3,1.00295066715641,6.63623962133333,0.579053837666667,3.18244630528371,8.47904736757597,4.7934318750907,0.0533885886002352,0.179054298,0.030823916,3.18244630528371,0.277149755588575,0.0809588404114246,11.2523837434976,134.164123366667,6.49656678333333,3.18244630528371,154.839098323315,113.489148410019,"Jun22",2,0.0448740265886785,0.2018944855,0.0317307285,4.30265272974946,0.338420791097464,0.065368179902536,28.2872846537206,127.3205215,20.0021308,4.30265272974946,213.382744187426,41.2582988125742
"761","poor",200,"Jun22",2,0.165951330297088,5.729004501,0.117345311,4.30265272974946,6.23390062369745,5.22410837830255,0.0131424153285674,0.139583926,0.009293091,4.30265272974946,0.17956886935896,0.0995989826410398,2.85397892325912,129.00372735,2.01806785000001,4.30265272974946,137.686772493622,120.320682206378,"Aug29",1,NA,0.121500857,NA,12.7062047361747,NA,NA,NA,76.61799712,NA,12.7062047361747,NA,NA
"762","poor",200,"Jun22",2,0.165951330297088,5.729004501,0.117345311,4.30265272974946,6.23390062369745,5.22410837830255,0.0131424153285674,0.139583926,0.009293091,4.30265272974946,0.17956886935896,0.0995989826410398,2.85397892325912,129.00372735,2.01806785000001,4.30265272974946,137.686772493622,120.320682206378,"July18",1,NA,0.144037303,NA,12.7062047361747,NA,NA,NA,90.82838635,NA,12.7062047361747,NA,NA
"763","poor",200,"Jun22",2,0.165951330297088,5.729004501,0.117345311,4.30265272974946,6.23390062369745,5.22410837830255,0.0131424153285674,0.139583926,0.009293091,4.30265272974946,0.17956886935896,0.0995989826410398,2.85397892325912,129.00372735,2.01806785000001,4.30265272974946,137.686772493622,120.320682206378,"July20",1,NA,0.157522028,NA,12.7062047361747,NA,NA,NA,99.33417983,NA,12.7062047361747,NA,NA
"764","poor",200,"Jun22",2,0.165951330297088,5.729004501,0.117345311,4.30265272974946,6.23390062369745,5.22410837830255,0.0131424153285674,0.139583926,0.009293091,4.30265272974946,0.17956886935896,0.0995989826410398,2.85397892325912,129.00372735,2.01806785000001,4.30265272974946,137.686772493622,120.320682206378,"July27",1,NA,0.137962817,NA,12.7062047361747,NA,NA,NA,87.0000061,NA,12.7062047361747,NA,NA
"765","poor",200,"Jun22",2,0.165951330297088,5.729004501,0.117345311,4.30265272974946,6.23390062369745,5.22410837830255,0.0131424153285674,0.139583926,0.009293091,4.30265272974946,0.17956886935896,0.0995989826410398,2.85397892325912,129.00372735,2.01806785000001,4.30265272974946,137.686772493622,120.320682206378,"Jun14",3,0.0649754961045071,0.383427273333333,0.0375136201666667,3.18244630528371,0.502812355230558,0.264042191436109,40.9728608652133,241.7875265,23.65569225,3.18244630528371,317.070496899941,166.504556100059
"766","poor",200,"Jun22",2,0.165951330297088,5.729004501,0.117345311,4.30265272974946,6.23390062369745,5.22410837830255,0.0131424153285674,0.139583926,0.009293091,4.30265272974946,0.17956886935896,0.0995989826410398,2.85397892325912,129.00372735,2.01806785000001,4.30265272974946,137.686772493622,120.320682206378,"Jun22",2,0.0448740265886785,0.2018944855,0.0317307285,4.30265272974946,0.338420791097464,0.065368179902536,28.2872846537206,127.3205215,20.0021308,4.30265272974946,213.382744187426,41.2582988125742
"767","poor",300,"Aug29",2,2.89757763822019,7.962711613,2.048896797,4.30265272974946,16.778403009587,-0.852979783586976,0.00853230185386714,0.0878470645,0.0060332485,4.30265272974946,0.113806037627782,0.0618880913722181,70.0449401883664,136.702368605,49.529252195,4.30265272974946,349.809540764266,-76.4048035542662,"Aug29",1,NA,0.134178387,NA,12.7062047361747,NA,NA,NA,84.61524926,NA,12.7062047361747,NA,NA
"768","poor",300,"Aug29",2,2.89757763822019,7.962711613,2.048896797,4.30265272974946,16.778403009587,-0.852979783586976,0.00853230185386714,0.0878470645,0.0060332485,4.30265272974946,0.113806037627782,0.0618880913722181,70.0449401883664,136.702368605,49.529252195,4.30265272974946,349.809540764266,-76.4048035542662,"July18",1,NA,0.138211032,NA,12.7062047361747,NA,NA,NA,87.15772384,NA,12.7062047361747,NA,NA
"769","poor",300,"Aug29",2,2.89757763822019,7.962711613,2.048896797,4.30265272974946,16.778403009587,-0.852979783586976,0.00853230185386714,0.0878470645,0.0060332485,4.30265272974946,0.113806037627782,0.0618880913722181,70.0449401883664,136.702368605,49.529252195,4.30265272974946,349.809540764266,-76.4048035542662,"July20",1,NA,0.172677489,NA,12.7062047361747,NA,NA,NA,108.8961299,NA,12.7062047361747,NA,NA
"770","poor",300,"Aug29",2,2.89757763822019,7.962711613,2.048896797,4.30265272974946,16.778403009587,-0.852979783586976,0.00853230185386714,0.0878470645,0.0060332485,4.30265272974946,0.113806037627782,0.0618880913722181,70.0449401883664,136.702368605,49.529252195,4.30265272974946,349.809540764266,-76.4048035542662,"July27",1,NA,0.147871813,NA,12.7062047361747,NA,NA,NA,93.24835179,NA,12.7062047361747,NA,NA
"771","poor",300,"Aug29",2,2.89757763822019,7.962711613,2.048896797,4.30265272974946,16.778403009587,-0.852979783586976,0.00853230185386714,0.0878470645,0.0060332485,4.30265272974946,0.113806037627782,0.0618880913722181,70.0449401883664,136.702368605,49.529252195,4.30265272974946,349.809540764266,-76.4048035542662,"Jun14",3,0.0613038165716611,0.407037102,0.035393775,3.18244630528371,0.519675890478793,0.294398313521207,38.6485115260327,256.668904566667,22.3137285333333,3.18244630528371,327.681147494677,185.656661638656
"772","poor",300,"Aug29",2,2.89757763822019,7.962711613,2.048896797,4.30265272974946,16.778403009587,-0.852979783586976,0.00853230185386714,0.0878470645,0.0060332485,4.30265272974946,0.113806037627782,0.0618880913722181,70.0449401883664,136.702368605,49.529252195,4.30265272974946,349.809540764266,-76.4048035542662,"Jun22",2,0.0501125034334123,0.216792421,0.035434891,4.30265272974946,0.369256451489525,0.0643283905104754,31.6019710806659,136.70885105,22.34596805,4.30265272974946,232.855791479227,40.5619106207732
"773","poor",300,"July18",1,NA,5.07339441,NA,12.7062047361747,NA,NA,NA,0.106368071,NA,12.7062047361747,NA,NA,NA,211.7794383,NA,12.7062047361747,NA,NA,"Aug29",1,NA,0.134178387,NA,12.7062047361747,NA,NA,NA,84.61524926,NA,12.7062047361747,NA,NA
"774","poor",300,"July18",1,NA,5.07339441,NA,12.7062047361747,NA,NA,NA,0.106368071,NA,12.7062047361747,NA,NA,NA,211.7794383,NA,12.7062047361747,NA,NA,"July18",1,NA,0.138211032,NA,12.7062047361747,NA,NA,NA,87.15772384,NA,12.7062047361747,NA,NA
"775","poor",300,"July18",1,NA,5.07339441,NA,12.7062047361747,NA,NA,NA,0.106368071,NA,12.7062047361747,NA,NA,NA,211.7794383,NA,12.7062047361747,NA,NA,"July20",1,NA,0.172677489,NA,12.7062047361747,NA,NA,NA,108.8961299,NA,12.7062047361747,NA,NA
"776","poor",300,"July18",1,NA,5.07339441,NA,12.7062047361747,NA,NA,NA,0.106368071,NA,12.7062047361747,NA,NA,NA,211.7794383,NA,12.7062047361747,NA,NA,"July27",1,NA,0.147871813,NA,12.7062047361747,NA,NA,NA,93.24835179,NA,12.7062047361747,NA,NA
"777","poor",300,"July18",1,NA,5.07339441,NA,12.7062047361747,NA,NA,NA,0.106368071,NA,12.7062047361747,NA,NA,NA,211.7794383,NA,12.7062047361747,NA,NA,"Jun14",3,0.0613038165716611,0.407037102,0.035393775,3.18244630528371,0.519675890478793,0.294398313521207,38.6485115260327,256.668904566667,22.3137285333333,3.18244630528371,327.681147494677,185.656661638656
"778","poor",300,"July18",1,NA,5.07339441,NA,12.7062047361747,NA,NA,NA,0.106368071,NA,12.7062047361747,NA,NA,NA,211.7794383,NA,12.7062047361747,NA,NA,"Jun22",2,0.0501125034334123,0.216792421,0.035434891,4.30265272974946,0.369256451489525,0.0643283905104754,31.6019710806659,136.70885105,22.34596805,4.30265272974946,232.855791479227,40.5619106207732
"779","poor",300,"July20",1,NA,8.692534517,NA,12.7062047361747,NA,NA,NA,0.135948996,NA,12.7062047361747,NA,NA,NA,192.0991369,NA,12.7062047361747,NA,NA,"Aug29",1,NA,0.134178387,NA,12.7062047361747,NA,NA,NA,84.61524926,NA,12.7062047361747,NA,NA
"780","poor",300,"July20",1,NA,8.692534517,NA,12.7062047361747,NA,NA,NA,0.135948996,NA,12.7062047361747,NA,NA,NA,192.0991369,NA,12.7062047361747,NA,NA,"July18",1,NA,0.138211032,NA,12.7062047361747,NA,NA,NA,87.15772384,NA,12.7062047361747,NA,NA
"781","poor",300,"July20",1,NA,8.692534517,NA,12.7062047361747,NA,NA,NA,0.135948996,NA,12.7062047361747,NA,NA,NA,192.0991369,NA,12.7062047361747,NA,NA,"July20",1,NA,0.172677489,NA,12.7062047361747,NA,NA,NA,108.8961299,NA,12.7062047361747,NA,NA
"782","poor",300,"July20",1,NA,8.692534517,NA,12.7062047361747,NA,NA,NA,0.135948996,NA,12.7062047361747,NA,NA,NA,192.0991369,NA,12.7062047361747,NA,NA,"July27",1,NA,0.147871813,NA,12.7062047361747,NA,NA,NA,93.24835179,NA,12.7062047361747,NA,NA
"783","poor",300,"July20",1,NA,8.692534517,NA,12.7062047361747,NA,NA,NA,0.135948996,NA,12.7062047361747,NA,NA,NA,192.0991369,NA,12.7062047361747,NA,NA,"Jun14",3,0.0613038165716611,0.407037102,0.035393775,3.18244630528371,0.519675890478793,0.294398313521207,38.6485115260327,256.668904566667,22.3137285333333,3.18244630528371,327.681147494677,185.656661638656
"784","poor",300,"July20",1,NA,8.692534517,NA,12.7062047361747,NA,NA,NA,0.135948996,NA,12.7062047361747,NA,NA,NA,192.0991369,NA,12.7062047361747,NA,NA,"Jun22",2,0.0501125034334123,0.216792421,0.035434891,4.30265272974946,0.369256451489525,0.0643283905104754,31.6019710806659,136.70885105,22.34596805,4.30265272974946,232.855791479227,40.5619106207732
"785","poor",300,"July27",1,NA,6.466754346,NA,12.7062047361747,NA,NA,NA,0.112376718,NA,12.7062047361747,NA,NA,NA,185.6800439,NA,12.7062047361747,NA,NA,"Aug29",1,NA,0.134178387,NA,12.7062047361747,NA,NA,NA,84.61524926,NA,12.7062047361747,NA,NA
"786","poor",300,"July27",1,NA,6.466754346,NA,12.7062047361747,NA,NA,NA,0.112376718,NA,12.7062047361747,NA,NA,NA,185.6800439,NA,12.7062047361747,NA,NA,"July18",1,NA,0.138211032,NA,12.7062047361747,NA,NA,NA,87.15772384,NA,12.7062047361747,NA,NA
"787","poor",300,"July27",1,NA,6.466754346,NA,12.7062047361747,NA,NA,NA,0.112376718,NA,12.7062047361747,NA,NA,NA,185.6800439,NA,12.7062047361747,NA,NA,"July20",1,NA,0.172677489,NA,12.7062047361747,NA,NA,NA,108.8961299,NA,12.7062047361747,NA,NA
"788","poor",300,"July27",1,NA,6.466754346,NA,12.7062047361747,NA,NA,NA,0.112376718,NA,12.7062047361747,NA,NA,NA,185.6800439,NA,12.7062047361747,NA,NA,"July27",1,NA,0.147871813,NA,12.7062047361747,NA,NA,NA,93.24835179,NA,12.7062047361747,NA,NA
"789","poor",300,"July27",1,NA,6.466754346,NA,12.7062047361747,NA,NA,NA,0.112376718,NA,12.7062047361747,NA,NA,NA,185.6800439,NA,12.7062047361747,NA,NA,"Jun14",3,0.0613038165716611,0.407037102,0.035393775,3.18244630528371,0.519675890478793,0.294398313521207,38.6485115260327,256.668904566667,22.3137285333333,3.18244630528371,327.681147494677,185.656661638656
"790","poor",300,"July27",1,NA,6.466754346,NA,12.7062047361747,NA,NA,NA,0.112376718,NA,12.7062047361747,NA,NA,NA,185.6800439,NA,12.7062047361747,NA,NA,"Jun22",2,0.0501125034334123,0.216792421,0.035434891,4.30265272974946,0.369256451489525,0.0643283905104754,31.6019710806659,136.70885105,22.34596805,4.30265272974946,232.855791479227,40.5619106207732
"791","poor",300,"Jun14",3,1.17923326098434,11.2068738043333,0.680830640666667,3.18244630528371,13.3735807612469,9.04016684741976,0.0580869571264001,0.186129928666667,0.0335365203333333,3.18244630528371,0.292858103893555,0.0794017534397781,26.1792284047631,190.934176833333,15.1145845666667,3.18244630528371,239.03553064342,142.832823023247,"Aug29",1,NA,0.134178387,NA,12.7062047361747,NA,NA,NA,84.61524926,NA,12.7062047361747,NA,NA
"792","poor",300,"Jun14",3,1.17923326098434,11.2068738043333,0.680830640666667,3.18244630528371,13.3735807612469,9.04016684741976,0.0580869571264001,0.186129928666667,0.0335365203333333,3.18244630528371,0.292858103893555,0.0794017534397781,26.1792284047631,190.934176833333,15.1145845666667,3.18244630528371,239.03553064342,142.832823023247,"July18",1,NA,0.138211032,NA,12.7062047361747,NA,NA,NA,87.15772384,NA,12.7062047361747,NA,NA
"793","poor",300,"Jun14",3,1.17923326098434,11.2068738043333,0.680830640666667,3.18244630528371,13.3735807612469,9.04016684741976,0.0580869571264001,0.186129928666667,0.0335365203333333,3.18244630528371,0.292858103893555,0.0794017534397781,26.1792284047631,190.934176833333,15.1145845666667,3.18244630528371,239.03553064342,142.832823023247,"July20",1,NA,0.172677489,NA,12.7062047361747,NA,NA,NA,108.8961299,NA,12.7062047361747,NA,NA
"794","poor",300,"Jun14",3,1.17923326098434,11.2068738043333,0.680830640666667,3.18244630528371,13.3735807612469,9.04016684741976,0.0580869571264001,0.186129928666667,0.0335365203333333,3.18244630528371,0.292858103893555,0.0794017534397781,26.1792284047631,190.934176833333,15.1145845666667,3.18244630528371,239.03553064342,142.832823023247,"July27",1,NA,0.147871813,NA,12.7062047361747,NA,NA,NA,93.24835179,NA,12.7062047361747,NA,NA
"795","poor",300,"Jun14",3,1.17923326098434,11.2068738043333,0.680830640666667,3.18244630528371,13.3735807612469,9.04016684741976,0.0580869571264001,0.186129928666667,0.0335365203333333,3.18244630528371,0.292858103893555,0.0794017534397781,26.1792284047631,190.934176833333,15.1145845666667,3.18244630528371,239.03553064342,142.832823023247,"Jun14",3,0.0613038165716611,0.407037102,0.035393775,3.18244630528371,0.519675890478793,0.294398313521207,38.6485115260327,256.668904566667,22.3137285333333,3.18244630528371,327.681147494677,185.656661638656
"796","poor",300,"Jun14",3,1.17923326098434,11.2068738043333,0.680830640666667,3.18244630528371,13.3735807612469,9.04016684741976,0.0580869571264001,0.186129928666667,0.0335365203333333,3.18244630528371,0.292858103893555,0.0794017534397781,26.1792284047631,190.934176833333,15.1145845666667,3.18244630528371,239.03553064342,142.832823023247,"Jun22",2,0.0501125034334123,0.216792421,0.035434891,4.30265272974946,0.369256451489525,0.0643283905104754,31.6019710806659,136.70885105,22.34596805,4.30265272974946,232.855791479227,40.5619106207732
"797","poor",300,"Jun22",2,0.854666945048805,9.8399358075,0.6043407925,4.30265272974946,12.4402043680491,7.23966724695092,0.0156269396560699,0.139708965,0.011049915,4.30265272974946,0.18725291193825,0.0921650180617505,0.592264861747245,178.8625998,0.41879449999999,4.30265272974946,180.664527098629,177.060672501371,"Aug29",1,NA,0.134178387,NA,12.7062047361747,NA,NA,NA,84.61524926,NA,12.7062047361747,NA,NA
"798","poor",300,"Jun22",2,0.854666945048805,9.8399358075,0.6043407925,4.30265272974946,12.4402043680491,7.23966724695092,0.0156269396560699,0.139708965,0.011049915,4.30265272974946,0.18725291193825,0.0921650180617505,0.592264861747245,178.8625998,0.41879449999999,4.30265272974946,180.664527098629,177.060672501371,"July18",1,NA,0.138211032,NA,12.7062047361747,NA,NA,NA,87.15772384,NA,12.7062047361747,NA,NA
"799","poor",300,"Jun22",2,0.854666945048805,9.8399358075,0.6043407925,4.30265272974946,12.4402043680491,7.23966724695092,0.0156269396560699,0.139708965,0.011049915,4.30265272974946,0.18725291193825,0.0921650180617505,0.592264861747245,178.8625998,0.41879449999999,4.30265272974946,180.664527098629,177.060672501371,"July20",1,NA,0.172677489,NA,12.7062047361747,NA,NA,NA,108.8961299,NA,12.7062047361747,NA,NA
"800","poor",300,"Jun22",2,0.854666945048805,9.8399358075,0.6043407925,4.30265272974946,12.4402043680491,7.23966724695092,0.0156269396560699,0.139708965,0.011049915,4.30265272974946,0.18725291193825,0.0921650180617505,0.592264861747245,178.8625998,0.41879449999999,4.30265272974946,180.664527098629,177.060672501371,"July27",1,NA,0.147871813,NA,12.7062047361747,NA,NA,NA,93.24835179,NA,12.7062047361747,NA,NA
"801","poor",300,"Jun22",2,0.854666945048805,9.8399358075,0.6043407925,4.30265272974946,12.4402043680491,7.23966724695092,0.0156269396560699,0.139708965,0.011049915,4.30265272974946,0.18725291193825,0.0921650180617505,0.592264861747245,178.8625998,0.41879449999999,4.30265272974946,180.664527098629,177.060672501371,"Jun14",3,0.0613038165716611,0.407037102,0.035393775,3.18244630528371,0.519675890478793,0.294398313521207,38.6485115260327,256.668904566667,22.3137285333333,3.18244630528371,327.681147494677,185.656661638656
"802","poor",300,"Jun22",2,0.854666945048805,9.8399358075,0.6043407925,4.30265272974946,12.4402043680491,7.23966724695092,0.0156269396560699,0.139708965,0.011049915,4.30265272974946,0.18725291193825,0.0921650180617505,0.592264861747245,178.8625998,0.41879449999999,4.30265272974946,180.664527098629,177.060672501371,"Jun22",2,0.0501125034334123,0.216792421,0.035434891,4.30265272974946,0.369256451489525,0.0643283905104754,31.6019710806659,136.70885105,22.34596805,4.30265272974946,232.855791479227,40.5619106207732
"803","poor",400,"Aug29",2,3.5961998571601,10.7461669045,2.5428973055,4.30265272974946,21.6873709374821,-0.195037128482124,0.00776548768318397,0.110259784333333,0.00549102899999999,4.30265272974946,0.133885775249317,0.0866337934173499,69.9813738531783,210.085398525,49.4843040083333,4.30265272974946,422.999174246208,-2.82837719620758,"Aug29",1,NA,0.145397731333333,NA,12.7062047361747,NA,NA,NA,91.68739865,NA,12.7062047361747,NA,NA
