"","row","column","ID","event","event_short","construct","construct2","block","H49","H144","H299","H335","H357","H385","H421","H497","H664","H801","D49","D144","D299","D335","D357","D385","D421","D497","D664","D801"
"369",6,48,"LCOR-412","LC-102 8-9D","8-9D","Escape","control","small",723.9,1249.68,1249.68,1645.92,1935.48,2362.2,2895.6,2895.6,2910.84,4297.68,3.7,8,10,13,16,18,23,23,23.83,37.7
"370",7,48,"LCOR-509","LC-102 16-20","16-20","Escape","control","small",571.5,993.648,1045.464,1292.352,1600.2,2103.12,2804.16,2834.64,2859.024,4053.84,3.6,7,7,10,11.5,14,20,20,19.91,30.4
"371",8,48,"LCOR-549","LC-102 7","7","LC-102","transgenic","small",711.199999,999.744,1121.664,1408.176,1752.6,2194.56,3032.76,3032.76,3032.76,3840.48,3.6,7,7,11,12.5,15,18,18,18,26.33
"372",9,48,"LCOR-466","LC-102 13-15B","13-15B","LC-102","transgenic","small",355.600001,460.248,490.728,591.312,746.76,1066.8,1508.76,1508.76,1517.904,2011.68,0.8,3,4,4.5,5.5,6,9.5,9.5,9.58,12.41
"373",10,48,"LCOR-547","LC-102 7","7","LC-102","transgenic","small",241.300001,323.088,399.288,548.64,670.56,975.36,1264.92,1280.16,1289.304,1859.28,0.1,2,3,3,4,5,8,8,8.25,10.5
"374",12,48,"LCOR-464","LC-102 13-15B","13-15B","LC-102","transgenic","small",876.3,1249.68,1368.552,1676.4,2072.64,2621.28,3215.64,3215.64,3252.216,4236.72,6.4,9,10,13,15,18,21.5,21.5,21.67,31
"375",13,48,"LCOR-555","LC-102 7","7","LC-102","transgenic","small",228.6,228.6,298.704,396.24,533.4,838.2,1143,1158.24,1158.24,1645.92,0.1,1,2,2.5,4.5,5,7,7,7,8.94
"376",14,48,"LCOR-189","LC-102 13-15B","13-15B","LC-102","transgenic","small",863.599999,1136.904,1197.864,1402.08,1676.4,2042.16,2529.84,2529.84,2532.888,2651.76,4.9,8,9,11,12,15,18,18,18.5,19.63
"377",15,48,"LCOR-447","LC-102 1","1","LC-102","transgenic","small",482.599999,853.44,954.024,1219.2,1493.52,1767.84,2133.6,2133.6,2161.032,2529.84,2.5,6,6,8.5,10,11,13,13,13.58,16.18
"378",3,49,"LCOR-270","LC-102 5C","5C","LC-102","transgenic","small",609.6,1289.304,1438.656,1676.4,1965.96,2270.76,2316.48,2377.44,2410.968,3352.8,3.9,10,10,12,14,15,16,17,17.05,22.12
"379",6,49,"LCOR-029","LC-102 5C","5C","LC-102","transgenic","small",571.5,941.832,1091.184,1481.328,1813.56,2346.96,2910.84,2910.84,2968.752,4236.72,3,8,9,13,15,16,20,20,21.2,31.1
"380",7,49,"LCOR-056","LC-102 1","1","LC-102","transgenic","small",190.5,335.28,414.528,640.08,762,990.6,1478.28,1493.52,1551.432,2225.04,0.1,2,3,4,5,6,9,10,9.73,12.83
"381",8,49,"LCOR-578","LC-102 5A","5A","LC-102","transgenic","small",673.099999,963.168,1063.752,1371.6,1676.4,2087.88,2438.4,2529.84,2807.208,3139.44,4.2,7,8,11.5,12,14,16,16,16.21,22.24
"382",9,49,"LCOR-586","LC-102 5A","5A","LC-102","transgenic","small",520.699999,801.624,880.872,1158.24,1478.28,1920.24,2484.12,2499.36,2584.704,3230.88,3.2,5,6,9,9,13,16.5,17,16.74,21.79
"383",10,49,"LCOR-531","LC-102 5","5","LC-102","transgenic","small",431.800001,960.12,1146.048,1371.6,1828.8,2438.4,2956.56,2956.56,3054.096,4023.36,2,7,8,11.5,13,18,19,21,19.58,27.91
"384",11,49,"LCOR-477","LC-102 1C","1C","LC-102","transgenic","small",152.4,451.104,527.304,749.808,975.36,1310.64,1828.8,1828.8,1892.808,2651.76,1.4,3,4,5,6,8,11,11,11.1,17.01
"385",12,49,"LCOR-460","LC-102 2H","2H","LC-102","transgenic","small",596.899999,950.976,1042.416,1280.16,1569.72,1981.2,2545.08,2545.08,2615.184,3505.2,3.1,7,7,10,11,13,18,18,17.73,25.2
"386",13,49,"LCOR-615","LC-102 13-15E","13-15E","LC-102","transgenic","small",457.2,582.168,679.704,963.168,1143,1508.76,2087.88,2103.12,2157.984,3108.96,2,5,5,8,9,11,15,15,15.39,22.45
"387",15,49,"LCOR-456","LC-102 2H","2H","LC-102","transgenic","small",711.199999,1072.896,1207.008,1402.08,1615.44,1996.44,2407.92,2438.4,2502.408,3352.8,4.1,7,8,10,11,13,14.5,16,16.06,22.28
"388",2,50,"LCOR-500","CT717 3","CT3","Control","control","small",482.599999,667.512,734.568,944.88,1203.96,1630.68,2209.8,2225.04,2258.568,3108.96,2.7,5,7,8,10,12,17,17,17.02,24.5
"389",4,50,"LCOR-375","LC-102 5","5","LC-102","transgenic","small",508.000001,880.872,920.496,1170.432,1402.08,1767.84,2194.56,2194.56,2240.28,3291.84,2.6,6,7,9,11,12,15,16,15.63,23.16
"390",5,50,"LCOR-208","CT717 3","CT3","Control","control","small",634.999999,1039.368,1136.904,1402.08,1767.84,2179.32,2606.04,2621.28,2679.192,3840.48,3.1,7,8,12,14,15,17.5,18,18.19,27.72
"391",6,50,"LCOR-457","LC-102 2H","2H","LC-102","transgenic","small",965.200001,1423.416,1423.416,1572.768,1813.56,2255.52,2545.08,2560.32,2593.848,3413.76,6.8,10,11,13,13,15,18,19,19.19,24.47
"392",7,50,"LCOR-440","LC-102 1","1","LC-102","transgenic","small",431.800001,850.392,975.36,1200.912,1463.04,1844.04,2346.96,2377.44,2414.016,3200.4,2.4,6,7,9,10,13,15,16,16.3,22.7
"393",8,50,"LCOR-501","CT717 3","CT3","Control","control","small",609.6,963.168,1109.472,1402.08,1691.64,2103.12,2636.52,2651.76,2685.288,3383.28,3.2,6,7,10.5,12,14,17,18,17.78,26.21
"394",10,50,"LCOR-262","LC-102 4B","4B","LC-102","transgenic","small",355.600001,707.136,713.232,871.728,1127.76,1554.48,2209.8,2209.8,2252.472,3108.96,2.5,6,7,8.5,10,11,16,16,16.06,21.58
"395",11,50,"LCOR-172","LC-102 1C","1C","LC-102","transgenic","small",698.500001,1161.288,1310.64,1633.728,1935.48,2453.64,3139.44,3139.44,3172.968,3596.64,4.1,8,9,12.5,14,16,22,22,21.49,25.85
"396",12,50,"LCOR-081","LC-102 13-15E","13-15E","LC-102","transgenic","small",330.199999,658.368,752.856,993.648,1188.72,1554.48,2057.4,2057.4,2106.168,3169.92,1.4,5,7,8,9,11,16,16,16.34,25.06
"397",13,50,"LCOR-210","CT717 3","CT3","Control","control","small",634.999999,838.2,911.352,1158.24,1463.04,1950.72,2606.04,2606.04,2657.856,3901.44,3.3,6,7,8.5,11,13,18,19,19.17,31.16
"398",14,50,"LCOR-417","LC-102 8-9D","8-9D","Escape","control","small",660.400001,868.68,966.216,1127.76,1341.12,1706.88,2240.28,2240.28,2240.28,3230.88,3.2,6,7,8,9,12,15,16,16.48,24.17
"399",15,50,"LCOR-390","LC-102 7","7","LC-102","transgenic","small",406.399999,783.336,902.208,1188.72,1493.52,1935.48,2727.96,2727.96,2727.96,3870.96,1.4,5,7,10,11.5,14,18.5,18.5,18.5,26.69
"400",4,51,"LCOR-219","LC-102 2H","2H","LC-102","transgenic","small",673.099999,1124.712,1124.712,1188.72,1447.8,1722.12,2225.04,2255.52,2276.856,2499.36,3.7,6,7,9,10.5,14,15,15,15.32,15.5
"401",5,51,"LCOR-532","LC-102 5","5","LC-102","transgenic","small",800.1,1478.28,1554.48,1920.24,2316.48,2834.64,3413.76,3413.76,3557.016,4907.28,4.7,10,11,15.5,19,22,25,25,25.83,37.53
"402",6,51,"LCOR-431","LC-102 4B","4B","LC-102","transgenic","small",457.2,780.288,886.968,1194.816,1539.24,1889.76,2468.88,2499.36,2532.888,3505.2,2.8,6,7,9,10.5,13,17,17,18.23,27.68
"403",7,51,"LCOR-479","LC-102 1C","1C","LC-102","transgenic","small",736.600001,1350.264,1514.856,1816.608,2209.8,2804.16,3550.92,3550.92,3611.88,4968.24,11.7,11.7,11.7,15,18,20,25,25,26.37,39.47
"404",9,51,"LCOR-108","LC-102 16-20","16-20","Escape","control","small",634.999999,1112.52,1502.664,1502.664,1722.12,2164.08,2834.64,2834.64,2868.168,4084.32,3.2,8,8,11,13,15,21,21,21.54,34.3
"405",10,51,"LCOR-312","LC-102 16-20","16-20","Escape","control","small",431.800001,624.84,704.088,920.496,1097.28,1539.24,2346.96,2346.96,2410.968,3322.32,2.7,5,7,8.5,9,12,22,22,18.44,26.43
"406",11,51,"LCOR-225","LC-102 4A","4A","LC-102","transgenic","small",584.200001,911.352,978.408,1188.72,1463.04,1798.32,2346.96,2346.96,2383.536,3261.36,3.8,7,8,10,11,13,18,19,19.32,24.95
"407",13,51,"LCOR-478","LC-102 1C","1C","LC-102","transgenic","small",304.8,414.528,539.496,713.232,975.36,1371.6,1965.96,1981.2,2023.872,3230.88,0.6,3,4,5,11,11,13,13,12.92,20.36
"408",14,51,"LCOR-567","LC-102 5C","5C","LC-102","transgenic","small",634.999999,1021.08,1164.336,1402.08,1722.12,2179.32,2712.72,2712.72,2791.968,3627.12,3,7,9,10,13,14,16,17,17.3,24.57
"409",15,51,"LCOR-413","LC-102 8-9D","8-9D","Escape","control","small",317.500001,585.216,704.088,950.976,1295.4,1737.36,2407.92,2407.92,2447.544,3566.16,1.5,6,6,8,10,12,15,15,15.51,23.82
"410",3,52,"LCOR-389","LC-102 7","7","LC-102","transgenic","small",279.400001,697.992,853.44,1115.568,1356.36,1676.4,2225.04,2255.52,2289.048,3291.84,2.1,5,6,9,10,11,16,16,16.15,25.83
"411",4,52,"LCOR-246","LC-102 5A","5A","LC-102","transgenic","small",292.099999,688.848,792.48,1036.32,1310.64,1691.64,2499.36,2499.36,2557.272,3627.12,0.6,5,6,8,9,12,16.5,17,17.94,24.48
"412",6,52,"LCOR-430","LC-102 4B","4B","LC-102","transgenic","small",673.099999,688.848,1094.232,1328.928,1676.4,2133.6,2804.16,2804.16,2855.976,3992.88,3.8,6,8,10,12,14,18.5,19,19.52,29.91
"413",7,52,"LCOR-465","LC-102 13-15B","13-15B","LC-102","transgenic","small",736.600001,941.832,1014.984,1188.72,1493.52,1920.24,2560.32,2560.32,2587.752,3505.2,3.9,6,7,9,10,13,16.5,17,16.94,25.05
"414",9,52,"LCOR-183","LC-102 13-15B","13-15B","LC-102","transgenic","small",292.099999,816.864,871.728,1048.512,1264.92,1645.92,2286,2316.48,2316.48,3261.36,0.6,5,6,8,9,12,16,16,16,23.35
"415",12,52,"LCOR-215","LC-102 2H","2H","LC-102","transgenic","small",584.200001,1057.656,1164.336,1420.368,1676.4,2103.12,2804.16,2804.16,2846.832,3749.04,3.3,8,9,11.5,13,15,19.5,20,20.3,30.38
"416",13,52,"LCOR-187","LC-102 13-15B","13-15B","LC-102","transgenic","small",711.199999,1063.752,1243.584,1572.768,1996.44,2560.32,3200.4,3200.4,3233.928,4663.44,4.1,8,9,13,15,18,22,22,22.66,34.12
"417",15,52,"LCOR-576","LC-102 5A","5A","LC-102","transgenic","small",381,719.328,807.72,1011.936,1325.88,1767.84,2362.2,2377.44,2462.784,3596.64,2.3,5,6,9,10,13,16,16,16.35,23.94
"418",3,53,"LCOR-288","LC-102 8-9D","8-9D","Escape","control","small",723.9,1252.728,1356.36,1731.264,2103.12,2529.84,2880.36,2880.36,2947.416,4084.32,3.9,9,10,15,18,20,22,22,22.59,33.97
"419",4,53,"LCOR-407","LC-102 8-9D","8-9D","Escape","control","small",571.5,798.576,1170.432,1170.432,1280.16,1569.72,2072.64,2103.12,2127.504,2682.24,2.8,5,6,9,10,12,15,15,14.58,18.32
"420",5,53,"LCOR-580","LC-102 5A","5A","LC-102","transgenic","small",698.500001,950.976,1039.368,1249.68,1478.28,1828.8,2240.28,2255.52,2322.576,3048,3.4,6,8,10,10,12,14.5,15,15.17,20.69
"421",6,53,"LCOR-566","LC-102 5C","5C","LC-102","transgenic","small",762,1143,1240.536,1524,1813.56,2164.08,2529.84,2529.84,2551.176,3291.84,3.9,7,8,11.5,12.5,14,17,17,17.22,22.55
"422",7,53,"LCOR-097","LC-102 8-9D","8-9D","Escape","control","small",482.599999,789.432,908.304,1112.52,1402.08,1767.84,2255.52,2255.52,2392.68,3352.8,2,5,6,9,10,11,14,15,14.81,22.52
"423",10,53,"LCOR-451","LC-102 2H","2H","LC-102","transgenic","small",533.4,1197.864,1283.208,1618.488,1905,2301.24,2606.04,2621.28,2621.28,3688.08,4.2,8,9,13.5,15,16,18,19,19,26.45
"424",13,53,"LCOR-050","LC-102 1","1","LC-102","transgenic","small",342.9,734.568,795.528,1005.84,1234.44,1356.36,2011.68,2011.68,2011.68,2590.8,1.9,5,7,9,9,10,12,12,12,17.02
"425",14,53,"LCOR-444","LC-102 1","1","LC-102","transgenic","small",482.599999,996.696,1097.28,1344.168,1554.48,1767.84,2087.88,2087.88,2185.416,2926.08,2.5,7,8,10,11,12,14,14,14.4,19.39
"426",3,54,"LCOR-038","LC-102 5C","5C","LC-102","transgenic","small",355.600001,783.336,877.824,1097.28,1356.36,1676.4,2255.52,2255.52,2264.664,3139.44,4.1,8,8,8.5,10,12,17.5,17.5,15.79,22.55
