Obs#,Time,Date,configName,configAuthor,remark,Observation,ID,time(hour),gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
244,16:57:26,9/2/22,Auto gsw+F,LI-COR Default,,244,LCOR-555,16,0.285942,2.914106,0.260391,3.827115,1.673335,1.566136,3.114283,1.440948,15.593718,16.661083,31.008331,0.441786,PSF-00336_20220902165726,0,0,0,217.680573,352.198517,0.381938,0.5,0.8,166.742218,54.58,51.09,24.39,24.65,100.43,155.8,153.8,1.3,1091,3.655,9,169,78,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,16:54:20,9/2/22,-0.28,-0.001,-0.001,0.009,-1.711,-3.745,-9.265,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,340.547211,25,-8.238645,339.987885,340.428894,-0.44101,2.467028,2.459908,1.653852,0.923731,0.279461,0.002622,0.602873,1.100845,217.680573,0.001056,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902165726,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
246,16:59:10,9/2/22,Auto gsw+F,LI-COR Default,,246,LCOR-464,16,0.129296,2.916447,0.123808,1.776879,1.636966,1.587277,3.044539,1.407573,15.806973,16.301807,30.319187,0.441786,PSF-00336_20220902165910,0,0,0,196.936722,402.540131,0.510765,0.5,0.8,163.669769,53.36,51.74,24.4,24.27,100.42,156.1,143.1,8.3,801,3.65,10,-158,83,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,16:54:20,9/2/22,-0.28,-0.003,0,0.001,2.622,1.323,18.598,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,383.799438,25,-13.799182,380.368347,382.826782,-2.458435,2.46791,2.458225,1.656318,0.897402,0.279323,-0.001969,0.602996,0.83642,196.936722,0.000884,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902165910,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
1,10:16:05,9/2/22,Auto gsw+F,LI-COR Default,,1,LCOR-599,10,0.17604,2.918691,0.166026,2.510217,1.604222,1.534077,3.088036,1.483814,15.266609,15.964672,30.731083,0.441786,PSF-00281_20220902101605,0,0,0,123.960617,279.26709,0.556122,0.5,0.8,174.443375,56,53.55,23.26,24.51,100.49,156.3,156.2,0.1,784,4.095,7,-145,217,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:08:24,9/2/22,-0.98,0.001,0,-9999,0.794,2.088,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,263.702637,25,-11.000411,261.897675,263.508972,-1.611298,2.494314,2.52404,1.65751,0.931114,0.292343,0.014676,0.125465,0.835733,123.960617,0.001034,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902101605,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
2,10:16:52,9/2/22,Auto gsw+F,LI-COR Default,,2,LCOR-316,10,0.324376,2.918574,0.29193,4.074385,1.666922,1.553141,3.036408,1.369486,15.457911,16.590334,30.220387,0.441786,PSF-00281_20220902101652,0,0,0,120.677589,250.79126,0.518813,0.5,0.8,188.736542,57.54,53.61,23.45,24.23,100.48,156.3,145.2,7.1,909,4.093,3,-154,218,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:08:24,9/2/22,-0.98,-0.001,-0.003,0.011,-0.683,-1.552,-3.865,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,237.956284,25,-9.207537,236.39238,237.60144,-1.209061,2.494358,2.526019,1.657386,0.903497,0.290176,0.009448,0.13084,0.952219,120.677589,0.001058,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902101652,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
3,10:17:59,9/2/22,Auto gsw+F,LI-COR Default,,3,LCOR-100,10,0.17368,2.92091,0.163933,2.226319,1.599174,1.537075,2.932909,1.333734,15.298202,15.916262,29.190651,0.441786,PSF-00281_20220902101759,0,0,0,109.355804,355.989136,0.692811,0.5,0.8,136.496323,54.19,52.09,23.75,23.65,100.47,156.6,146.7,6.3,493,4.092,14,-146,207,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:08:24,9/2/22,-0.98,-0.002,-0.001,0.012,-0.224,3.376,-2.348,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,333.973633,25,-15.284801,334.016907,334.093597,-0.076691,2.492362,2.521586,1.659876,0.907333,0.286637,-0.000406,0.138295,0.56453,109.355804,0.001069,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902101759,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
4,10:18:55,9/2/22,Auto gsw+F,LI-COR Default,,4,LCOR-304,10,0.437582,2.918238,0.380524,5.584519,1.696298,1.540324,3.135661,1.439363,15.327709,16.87981,31.202858,0.441786,PSF-00281_20220902101855,0,0,0,112.582329,257.510986,0.562806,0.5,0.8,273.865295,56.62,51.41,24.01,24.77,100.49,156.3,149.7,4.2,1217,4.09,10,162,185,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:08:24,9/2/22,-0.98,0,-0.001,-9999,0.622,2.553,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,237.305405,25,-14.005472,236.346954,237.448105,-1.101151,2.491461,2.524727,1.657029,0.914795,0.283775,0.009224,0.144428,1.237746,112.582329,0.001073,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902101855,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
5,10:19:31,9/2/22,Auto gsw+F,LI-COR Default,,5,LCOR-494,10,0.418046,2.919749,0.365687,5.056328,1.682409,1.541348,3.039144,1.356735,15.339316,16.743139,30.245203,0.441786,PSF-00281_20220902101931,0,0,0,137.434967,315.688812,0.56465,0.5,0.8,241.480988,55.55,50.89,24.19,24.24,100.48,156.5,151.5,3.2,1069,4.088,36,-170,187,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:19:14,9/2/22,-0.85,-0.001,0,0.022,0.96,1.825,6.552,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,293.915405,25,-15.391866,291.831146,293.639923,-1.808777,2.490763,2.523131,1.658637,0.919104,0.281732,0.001347,0.148308,1.10072,137.434967,0.001092,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902101931,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
6,10:21:40,9/2/22,Auto gsw+F,LI-COR Default,,6,LCOR-439,10,0.676792,2.91946,0.549424,7.724315,1.755721,1.540297,3.134307,1.378587,15.325923,17.469379,31.186287,0.441786,PSF-00281_20220902102140,0,0,0,120.694038,257.270721,0.530868,0.5,0.8,279.057922,56.42,49.5,24.64,24.76,100.5,156.4,156,0.3,1314,4.086,6,-179,200,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:19:14,9/2/22,-0.85,0.002,0.003,0.012,-0.179,-0.041,2.493,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,235.545166,25,-15.524335,232.813232,235.032059,-2.218826,2.488901,2.524199,1.658329,0.930573,0.276696,0.002033,0.162015,1.328542,120.694038,0.001059,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902102140,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
7,10:22:39,9/2/22,Auto gsw+F,LI-COR Default,,7,LCOR-378,10,0.587911,2.919697,0.489371,7.715763,1.811245,1.596239,3.354983,1.543738,15.883844,18.023321,33.384739,0.441786,PSF-00281_20220902102239,0,0,0,104.710579,220.519684,0.525164,0.5,0.8,330.095642,57.71,50.86,24.78,25.9,100.49,156.5,156.8,-0.2,1571,4.084,30,170,185,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:19:14,9/2/22,-0.85,-0.001,-0.001,0.012,1.078,2.139,4.869,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,202.44133,25,-12.477536,202.478531,202.645569,-0.167038,2.490617,2.52586,1.658581,0.93279,0.275122,0.013327,0.168187,1.56774,104.710579,0.001058,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902102239,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
8,10:24:22,9/2/22,Auto gsw+F,LI-COR Default,,8,LCOR-595,10,0.588313,2.918959,0.489629,7.491795,1.815624,1.606728,3.314175,1.498552,15.986826,18.065323,32.9758,0.441786,PSF-00281_20220902102422,0,0,0,104.966286,231.896744,0.547358,0.5,0.8,337.544891,56.81,50.27,25.09,25.7,100.5,156.4,156.4,0,1542,4.084,38,153,168,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:19:14,9/2/22,-0.85,0.001,0.002,0.011,-1.444,0.235,1.762,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,206.971405,25,-17.409756,205.173615,206.957214,-1.7836,2.489809,2.524629,1.657795,0.931708,0.271792,0.007534,0.17893,1.540132,104.966286,0.001059,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902102422,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
10,10:26:51,9/2/22,Auto gsw+F,LI-COR Default,,10,LCOR-371,10,0.363597,2.91831,0.323315,3.908731,1.723476,1.614323,2.910579,1.187103,16.061403,17.147396,28.958246,0.441786,PSF-00281_20220902102651,0,0,0,87.113861,386.180084,0.774422,0.5,0.8,62.676586,52.81,49.47,25.44,23.53,100.51,156.3,130,16.8,202,4.08,14,-150,213,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:19:14,9/2/22,-0.85,0.001,0,-9999,0.054,0.234,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,364.049805,25,-15.141443,368.890656,364.489929,4.400726,2.488716,2.519328,1.657106,0.866631,0.26802,-0.0207,0.193476,0.294664,87.113861,0.001063,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902102651,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
11,10:28:08,9/2/22,Auto gsw+F,LI-COR Default,,11,LCOR-234,10,0.470267,2.920965,0.405054,7.170406,1.820441,1.62083,3.552058,1.731617,16.126904,18.112988,35.34219,0.441786,PSF-00281_20220902102808,0,0,0,121.305588,270.93161,0.552265,0.5,0.8,313.465973,55.28,49.22,25.59,26.87,100.5,156.6,156.8,-0.1,1419,4.076,16,-174,200,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:19:14,9/2/22,-0.85,0.001,0.001,-9999,1.063,2.375,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,247.160553,25,-16.518763,246.167786,247.268433,-1.100647,2.48837,2.522545,1.659935,0.932732,0.266395,0.015191,0.200798,1.426034,121.305588,0.001071,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902102808,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
12,10:30:19,9/2/22,Auto gsw+F,LI-COR Default,,12,LCOR-461,10,0.390695,2.921195,0.344606,6.403708,1.808049,1.629791,3.625229,1.81718,16.215933,17.989555,36.069958,0.441786,PSF-00281_20220902103019,0,0,0,126.903893,215.238556,0.410404,0.5,0.8,278.448303,54.1,48.77,25.84,27.22,100.51,156.6,157.1,-0.3,1696,4.075,41,160,180,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:30:06,9/2/22,-0.78,0.002,0.002,-0.009,-2.786,-2.85,10.77,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,195.470093,25,-15.31565,189.419739,193.298843,-3.879105,2.487744,2.520854,1.660181,0.933387,0.263767,0.01634,0.213555,1.683785,126.903893,0.001082,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902103019,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
13,10:31:45,9/2/22,Auto gsw+F,LI-COR Default,,13,LCOR-519,10,0.505703,2.920699,0.431066,7.471381,1.849163,1.641183,3.544463,1.6953,16.328842,18.398125,35.265392,0.441786,PSF-00281_20220902103145,0,0,0,135.519867,301.305878,0.550225,0.5,0.8,321.441589,55,48.82,25.94,26.83,100.51,156.6,156.6,0,1461,4.072,29,164,183,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:30:06,9/2/22,-0.78,0.004,0.004,0,-0.175,-0.143,11.728,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,270.546204,25,-21.891943,267.044312,269.945587,-2.901276,2.487793,2.522026,1.659651,0.932273,0.262723,0.010803,0.221525,1.464623,135.519867,0.001064,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902103145,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
14,10:33:28,9/2/22,Auto gsw+F,LI-COR Default,,14,LCOR-112,10,0.321745,2.919761,0.289809,5.447886,1.803469,1.651619,3.641843,1.838373,16.43108,17.941753,36.230751,0.441786,PSF-00281_20220902103328,0,0,0,110.834595,207.979172,0.467088,0.5,0.8,258.086365,53.37,48.88,26.02,27.3,100.52,156.5,155.5,0.6,1381,4.072,9,176,188,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:30:06,9/2/22,-0.78,-0.001,0.001,0.016,-0.268,-0.886,-0.422,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,191.256165,25,-12.112792,188.071854,190.627563,-2.55571,2.487853,2.519864,1.65865,0.929304,0.261817,0.015108,0.231062,1.39103,110.834595,0.001068,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902103328,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
15,10:34:37,9/2/22,Auto gsw+F,LI-COR Default,,15,LCOR-190,10,0.133755,2.919374,0.127896,2.569588,1.682604,1.610886,3.648206,1.965601,16.028875,16.7425,36.300915,0.441786,PSF-00281_20220902103437,0,0,0,143.110153,302.527863,0.526952,0.5,0.8,261.462341,49.57,47.46,26.1,27.33,100.5,156.4,155.6,0.5,1240,4.07,-1,174,196,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:30:06,9/2/22,-0.78,-0.002,-0.003,0.004,-1.795,-0.299,9.37,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,278.964386,25,-17.213774,275.311218,277.86908,-2.557861,2.486019,2.514833,1.658236,0.929752,0.261034,0.014591,0.237092,1.259997,143.110153,0.001069,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902103437,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
16,10:35:45,9/2/22,Auto gsw+F,LI-COR Default,,16,LCOR-313,10,0.200193,2.918902,0.187344,3.54638,1.715431,1.616436,3.568043,1.852612,16.082457,17.067394,35.499649,0.441786,PSF-00281_20220902103545,0,0,0,125.882507,250.485062,0.497445,0.5,0.8,240.526733,50.24,47.34,26.2,26.95,100.51,156.4,156,0.2,1209,4.069,1,-175,200,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:30:06,9/2/22,-0.78,0.002,0,0.009,-1.251,-1.672,4.181,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,231.654175,25,-14.021804,227.626556,230.398788,-2.772232,2.485845,2.515698,1.657735,0.930588,0.259984,0.009087,0.243066,1.230579,125.882507,0.001071,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902103545,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
17,10:36:22,9/2/22,Auto gsw+F,LI-COR Default,,17,LCOR-446,10,0.275848,2.921963,0.252053,4.606719,1.749663,1.621433,3.538199,1.788536,16.133301,17.409193,35.205173,0.441786,PSF-00281_20220902103622,0,0,0,107.650993,294.01947,0.633864,0.5,0.8,283.974304,51.01,47.27,26.28,26.8,100.5,156.7,149,5,1120,4.067,25,-173,185,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:30:06,9/2/22,-0.78,0.001,0,-9999,0.657,0.314,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,264.098511,25,-20.812225,262.626892,264.205902,-1.57901,2.485744,2.516707,1.661003,0.912847,0.259194,0.006578,0.246287,1.148006,107.650993,0.00107,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902103622,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
18,10:38:29,9/2/22,Auto gsw+F,LI-COR Default,,18,LCOR-032,10,0.419817,2.919139,0.367032,4.990926,1.766158,1.626976,3.099432,1.333274,16.191792,17.576948,30.845795,0.441786,PSF-00281_20220902103829,0,0,0,104.908348,406.474274,0.741907,0.5,0.8,400.327209,50.7,46.71,26.54,24.57,100.48,156.4,156.9,-0.3,1349,4.064,34,-147,213,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:30:06,9/2/22,-0.78,-0.002,0.005,0.018,0.029,0.435,-0.919,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,382.411469,25,-16.411699,386.46698,382.964478,3.502502,2.484973,2.51626,1.657987,0.932873,0.256519,-0.021585,0.257363,1.360922,104.908348,0.001105,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902103829,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
19,10:40:39,9/2/22,Auto gsw+F,LI-COR Default,,19,LCOR-492,10,0.54807,2.917501,0.461394,7.05516,1.844264,1.647367,3.341461,1.497197,16.39061,18.349651,33.246128,0.441786,PSF-00281_20220902104039,0,0,0,127.679947,302.348907,0.577707,0.5,0.8,259.184601,52.45,46.85,26.7,25.84,100.51,156.2,156.7,-0.3,1122,4.063,30,-159,199,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:40:28,9/2/22,-0.73,0.004,-0.002,0.013,-1.065,-0.133,1.901,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,279.252655,25,-16.228418,277.370819,279.101654,-1.730835,2.485134,2.518487,1.656247,0.932466,0.254909,-0.009224,0.268543,1.149492,127.679947,0.00108,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902104039,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
21,10:41:43,9/2/22,Auto gsw+F,LI-COR Default,,21,LCOR-311,10,0.185822,2.918596,0.174699,3.088377,1.713831,1.627609,3.444862,1.731031,16.195431,17.053389,34.277916,0.441786,PSF-00281_20220902104143,0,0,0,107.893112,272.263428,0.603718,0.5,0.8,238.182281,48.47,46.03,26.79,26.35,100.5,156.3,153.2,2,986,4.061,16,-175,175,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:40:28,9/2/22,-0.73,0,0.002,0.013,1.292,3.252,8.405,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,248.989456,25,-16.242937,246.376984,248.995377,-2.618393,2.484055,2.513195,1.657409,0.92355,0.253939,-0.004484,0.274033,1.023682,107.893112,0.001078,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902104143,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
22,10:42:33,9/2/22,Auto gsw+F,LI-COR Default,,22,LCOR-523,10,0.382031,2.918938,0.337818,5.275661,1.746944,1.599731,3.277319,1.530375,15.916612,17.381315,32.607864,0.441786,PSF-00281_20220902104233,0,0,0,128.135559,350.038361,0.633939,0.5,0.8,206.887451,49.16,45.02,26.88,25.51,100.51,156.4,156,0.3,816,4.06,14,-160,194,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:40:28,9/2/22,-0.73,0.002,0.002,0.015,-0.205,-0.784,1.382,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,328.198669,25,-15.168663,327.309967,328.309204,-0.999237,2.482725,2.514096,1.657773,0.930538,0.253076,-0.014984,0.278243,0.865197,128.135559,0.001086,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902104233,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
23,10:43:35,9/2/22,Auto gsw+F,LI-COR Default,,23,LCOR-432,10,0.57133,2.920121,0.477839,7.413371,1.808668,1.602136,3.328054,1.519386,15.941253,17.99625,33.11414,0.441786,PSF-00281_20220902104335,0,0,0,99.055771,320.939392,0.691357,0.5,0.8,260.130432,50.7,44.91,26.94,25.77,100.5,156.5,150.1,4.1,941,4.058,13,-166,190,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:40:28,9/2/22,-0.73,0,0.002,0.012,1.232,0.75,1.001,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,286.05365,25,-24.087669,286.498199,286.433716,0.064484,2.482582,2.516135,1.659033,0.915666,0.252433,-0.012801,0.283457,0.98122,99.055771,0.001088,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902104335,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
24,10:44:54,9/2/22,Auto gsw+F,LI-COR Default,,24,LCOR-025,10,0.381021,2.916548,0.336996,4.575717,1.893997,1.766289,3.223694,1.329696,17.576893,18.847761,32.079987,0.441786,PSF-00281_20220902104454,0,0,0,93.699936,403.563812,0.767819,0.5,0.8,274.187347,52.82,49.26,27.03,25.23,100.49,156.1,155.2,0.6,893,4.056,-1,-166,197,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:40:28,9/2/22,-0.73,0,0.003,0.013,0.435,0.004,-0.409,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,383.983978,25,-12.629968,390.319,385.471344,4.847656,2.488168,2.518919,1.655237,0.928614,0.251556,-0.019837,0.290097,0.936675,93.699936,0.00109,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902104454,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
25,10:47:01,9/2/22,Auto gsw+F,LI-COR Default,,25,LCOR-102,10,0.336775,2.918321,0.301932,6.212364,1.829411,1.656153,3.838695,2.009284,16.480978,18.205135,38.200253,0.441786,PSF-00281_20220902104701,0,0,0,153.082245,299.647308,0.489125,0.5,0.8,74.155899,50.86,46.04,27.09,28.2,100.49,156.3,156.5,-0.1,379,4.053,7,169,187,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:40:28,9/2/22,-0.73,0.002,0.001,0.008,-0.776,-0.992,-6.39,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,279.302704,25,-14.145201,279.221527,279.384277,-0.16275,2.484015,2.516313,1.657117,0.931961,0.251004,0.013342,0.300186,0.458966,153.082245,0.00107,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902104701,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
26,10:48:44,9/2/22,Auto gsw+F,LI-COR Default,,26,LCOR-155,10,0.428644,2.918963,0.373758,5.529553,1.790565,1.636362,3.24007,1.449506,16.283588,17.818069,32.242229,0.441786,PSF-00281_20220902104844,0,0,0,91.306328,330.350739,0.723608,0.5,0.8,254.291412,49.62,45.34,27.14,25.32,100.49,156.4,156.2,0.1,879,4.051,14,-168,168,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:40:28,9/2/22,-0.73,-0.003,-0.002,0.008,0.304,0.643,-3.077,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,310.663452,25,-12.731587,317.724121,312.112701,5.61142,2.483102,2.514659,1.657799,0.931277,0.250451,-0.020151,0.308201,0.923476,91.306328,0.001104,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902104844,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
27,10:49:38,9/2/22,Auto gsw+F,LI-COR Default,,27,LCOR-490,10,0.383607,2.919907,0.339062,5.380379,1.782105,1.632145,3.336313,1.554208,16.239803,17.731905,33.196236,0.441786,PSF-00281_20220902104938,0,0,0,103.332283,291.387207,0.645378,0.5,0.8,171.79483,49.25,45.1,27.19,25.81,100.5,156.5,156.4,0.1,665,4.05,24,-143,210,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:40:28,9/2/22,-0.73,0,0.003,0.011,0.098,0.76,1.683,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,270.026917,25,-14.763996,268.766998,270.237732,-1.470734,2.482783,2.514161,1.658805,0.931659,0.249988,-0.015138,0.312354,0.725342,103.332283,0.001103,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902104938,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
