Obs#,Time,Date,configName,configAuthor,remark,Observation,ID,leaf,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
58,13:04:19,9/19/22,Auto gsw+F,LI-COR Default,,58,LCOR-602,15,0.424159,2.918957,0.370343,7.860961,1.61722,1.397864,3.691547,2.074327,13.925797,16.111055,36.775906,0.441786,PSF-00336_20220919130419,0,0,0,99.738121,275.599731,0.638105,0.5,0.8,161.563202,41.17,35.59,28.59,27.53,100.38,156.4,154.9,0.9,633,4.013,-15,139,90,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:54:14,9/19/22,-0.13,0.002,0.004,0.035,-0.183,0.124,0.734,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,239.107483,25,-25.255932,237.221359,239.519394,-2.298035,2.444473,2.440005,1.658978,0.92664,0.236452,-0.013713,0.413017,0.683296,99.738121,0.000633,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919130419,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
60,13:06:04,9/19/22,Auto gsw+F,LI-COR Default,,60,LCOR-615,12,0.27456,2.916925,0.25094,5.516328,1.633813,1.479636,3.781278,2.147465,14.737922,16.273603,37.663441,0.441786,PSF-00336_20220919130604,0,0,0,109.298584,264.550842,0.586852,0.5,0.8,272.194458,41.73,37.8,28.54,27.94,100.4,156.1,153.2,1.8,1160,4.011,0,163,83,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:04:53,9/19/22,-0.25,-0.001,-0.004,-9999,0.952,2.233,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,237.902649,25,-18.717558,235.17215,237.811157,-2.639008,2.447623,2.440969,1.656824,0.922376,0.236981,-0.00806,0.416768,1.162898,109.298584,0.000613,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919130604,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
61,13:06:56,9/19/22,Auto gsw+F,LI-COR Default,,61,LCOR-460,12,0.488094,2.917815,0.418146,9.539353,1.638031,1.371623,3.865547,2.227516,13.662639,16.316307,38.504436,0.441786,PSF-00336_20220919130656,0,0,0,88.727119,155.990372,0.431201,0.5,0.8,29.677511,41.84,35.04,28.53,28.32,100.39,156.2,152.4,2.4,172,4.009,2,163,89,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:04:53,9/19/22,-0.25,0.003,0.002,0.009,-0.592,-1.135,-3.644,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,143.749588,25,-8.484015,143.064026,143.870209,-0.806183,2.443694,2.441123,1.657766,0.920419,0.236989,-0.003461,0.418613,0.263492,88.727119,0.000615,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919130656,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
63,13:08:20,9/19/22,Auto gsw+F,LI-COR Default,,63,LCOR-477,10,0.405425,2.917165,0.355955,8.445341,1.593029,1.356951,3.909593,2.316564,13.516798,15.868406,38.94405,0.441786,PSF-00336_20220919130820,0,0,0,112.904907,193.823593,0.417486,0.5,0.8,273.236084,40.84,34.79,28.47,28.51,100.39,156.1,155.3,0.5,1636,4.008,1,-147,81,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:04:53,9/19/22,-0.25,0.002,0.003,0.009,-1.436,-2.683,-6.197,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,180.65036,25,-9.293103,179.626114,180.547577,-0.921463,2.443346,2.439722,1.657077,0.927672,0.237566,-0.000337,0.421564,1.597027,112.904907,0.000638,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919130820,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
65,13:09:33,9/19/22,Auto gsw+F,LI-COR Default,,65,LCOR-531,15,0.538239,2.918605,0.454434,9.100726,1.588889,1.334799,3.54768,1.958791,13.297688,15.829016,35.343113,0.441786,PSF-00336_20220919130933,0,0,0,122.061249,302.379395,0.596331,0.5,0.8,271.063446,40.79,34.26,28.45,26.85,100.38,156.3,155.6,0.5,1136,4.006,-16,161,87,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:04:53,9/19/22,-0.25,0.002,0.002,-9999,0.499,-0.627,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,264.550201,25,-27.532688,257.351166,263.046509,-5.695343,2.442596,2.439651,1.658604,0.928323,0.237775,-0.020121,0.423807,1.141792,122.061249,0.000617,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919130933,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
66,13:10:29,9/19/22,Auto gsw+F,LI-COR Default,,66,LCOR-586,12,0.193717,2.918305,0.181659,4.573567,1.481397,1.353531,3.940401,2.459004,13.483974,14.757778,39.254547,0.441786,PSF-00336_20220919131029,0,0,0,132.918472,274.474701,0.515735,0.5,0.8,244.071167,38.06,34.77,28.44,28.65,100.38,156.3,151.3,3.2,1183,4.004,-14,-114,47,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:04:53,9/19/22,-0.25,0.001,0,-9999,-1.788,-3.874,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,254.896759,25,-13.786411,253.180862,254.779587,-1.598724,2.44333,2.435774,1.658285,0.917705,0.237902,0.001748,0.425653,1.184366,132.918472,0.000619,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919131029,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
67,13:11:26,9/19/22,Auto gsw+F,LI-COR Default,,67,LCOR-578,14,0.438389,2.916557,0.381105,9.092875,1.637294,1.38312,3.965565,2.328272,13.778152,16.310143,39.503563,0.441786,PSF-00336_20220919131126,0,0,0,109.118698,185.611481,0.412112,0.5,0.8,268.233826,41.97,35.46,28.47,28.76,100.39,156.1,137.6,11.8,1627,4.004,1,164,92,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:04:53,9/19/22,-0.25,0.002,0,-9999,-0.061,-0.749,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,172.371262,25,-9.180907,171.745056,172.495743,-0.750687,2.444308,2.441321,1.656434,0.884145,0.237566,0.002652,0.427839,1.588821,109.118698,0.000594,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919131126,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
68,13:12:03,9/19/22,Auto gsw+F,LI-COR Default,,68,LCOR-056,9,0.379752,2.918812,0.336032,8.109598,1.580939,1.354515,3.937083,2.356143,13.492664,15.748132,39.218269,0.441786,PSF-00336_20220919131203,0,0,0,108.576538,165.896225,0.345515,0.5,0.8,235.955856,40.52,34.71,28.48,28.63,100.39,156.3,154.7,1.1,1707,4.004,3,-157,84,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:04:53,9/19/22,-0.25,-0.005,-0.003,0.011,-0.975,-2.348,-5.887,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,155.901794,25,-7.238003,154.51741,155.556091,-1.038681,2.443239,2.439263,1.658824,0.925938,0.237514,0.001066,0.42933,1.661763,108.576538,0.000636,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919131203,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
69,13:12:54,9/19/22,Auto gsw+F,LI-COR Default,,69,LCOR-029,13,0.455029,2.915933,0.393607,8.717363,1.626087,1.382298,3.789076,2.162989,13.771881,16.200768,37.750702,0.441786,PSF-00336_20220919131254,0,0,0,95.283508,212.856873,0.552359,0.5,0.8,312.007202,41.57,35.34,28.52,27.97,100.37,156,133.7,14.3,1412,4.002,-10,159,89,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:04:53,9/19/22,-0.25,0.004,0.004,-9999,-1.502,-1.648,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,191.344147,25,-14.864587,191.009399,191.62149,-0.612091,2.444128,2.440743,1.655775,0.874843,0.237117,-0.007455,0.431413,1.392971,95.283508,0.000615,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919131254,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
70,13:13:39,9/19/22,Auto gsw+F,LI-COR Default,,70,LCOR-591,10,0.233802,2.915962,0.216447,5.264778,1.470832,1.323353,3.84779,2.376958,13.183236,14.652417,38.331661,0.441786,PSF-00336_20220919131339,0,0,0,155.293457,296.587006,0.476398,0.5,0.8,240.920242,37.55,33.79,28.54,28.24,100.38,156,153,1.9,1264,4.002,3,-130,77,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:04:53,9/19/22,-0.25,0,0.002,0.009,-1.496,-3.144,-10.445,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,278.393616,25,-12.553169,278.778076,278.653687,0.12439,2.44189,2.435029,1.655806,0.921836,0.236898,-0.00454,0.433294,1.258283,155.293457,0.000615,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919131339,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
71,13:14:19,9/19/22,Auto gsw+F,LI-COR Default,,71,LCOR-114,10,0.156385,2.916863,0.148427,4.133757,1.466037,1.350305,4.183304,2.717268,13.45043,14.60323,41.67001,0.441786,PSF-00336_20220919131419,0,0,0,123.698471,209.83873,0.410507,0.5,0.8,267.257996,37.41,34.46,28.55,29.68,100.39,156.1,153.5,1.7,1628,4.001,34,-157,98,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:04:53,9/19/22,-0.25,0.006,0.004,0.013,-2.049,-4.333,-10.615,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,195.447922,25,-10.287359,194.41008,195.142319,-0.732239,2.442854,2.434823,1.656757,0.922994,0.236813,0.013032,0.434728,1.589204,123.698471,0.000623,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919131419,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
72,13:14:47,9/19/22,Auto gsw+F,LI-COR Default,,72,LCOR-270,10,0.112055,2.917991,0.107911,3.344509,1.473478,1.379947,4.492028,3.01855,13.74771,14.679508,44.751785,0.441786,PSF-00336_20220919131447,0,0,0,77.955719,143.992508,0.458613,0.5,0.8,309.566467,37.54,35.16,28.58,30.92,100.38,156.2,154.4,1.2,1688,4,0,-101,104,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:04:53,9/19/22,-0.25,0.004,0.002,-9999,1.627,0.983,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,124.584671,25,-13.720736,120.998383,124.39122,-3.392838,2.443858,2.435007,1.657952,0.925391,0.236564,0.028166,0.435434,1.643767,77.955719,0.000616,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919131447,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
73,13:15:56,9/19/22,Auto gsw+F,LI-COR Default,,73,LCOR-500,12,0.209243,2.914332,0.195226,4.845781,1.508539,1.372683,3.932473,2.423934,13.675482,15.028953,39.177616,0.441786,PSF-00336_20220919131556,0,0,0,125.04673,257.984802,0.515294,0.5,0.8,268.172546,38.28,34.84,28.65,28.61,100.38,155.8,154.7,0.7,1301,3.998,-2,-152,75,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:15:39,9/19/22,-0.19,0.001,0.004,-9999,-1.099,-1.944,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,232.730988,25,-18.799652,227.240677,231.127838,-3.887161,2.443384,2.435978,1.654089,0.92597,0.235937,-0.001242,0.437763,1.291787,125.04673,0.000638,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919131556,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
74,13:16:44,9/19/22,Auto gsw+F,LI-COR Default,,74,LCOR-119,12,0.458721,2.91817,0.396408,8.647423,1.670575,1.42925,3.800666,2.130091,14.238178,16.64226,37.862213,0.441786,PSF-00336_20220919131644,0,0,0,120.665428,277.449524,0.56509,0.5,0.8,271.413513,42.34,36.22,28.67,28.03,100.38,156.3,155.4,0.6,1201,3.998,2,-165,86,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:15:39,9/19/22,-0.19,-0.001,0,-0.008,-1.861,-2.368,-1.188,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,250.703217,25,-18.620869,248.899338,250.847961,-1.948624,2.445357,2.441706,1.658142,0.927799,0.235701,-0.008672,0.439341,1.200423,120.665428,0.000622,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919131644,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
75,13:17:27,9/19/22,Auto gsw+F,LI-COR Default,,75,LCOR-375,10,0.402221,2.915663,0.35346,8.648391,1.581525,1.339471,3.96979,2.388265,13.343435,15.754709,39.54594,0.441786,PSF-00336_20220919131727,0,0,0,130.253082,220.221848,0.408537,0.5,0.8,290.954102,40.04,33.91,28.69,28.78,100.38,156,154.1,1.2,1780,3.997,9,-142,88,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:15:39,9/19/22,-0.19,0.001,0.003,0.011,-1.06,-3.573,-11.136,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,205.265884,25,-10.632156,204.285263,205.032867,-0.747604,2.442049,2.438471,1.65549,0.924543,0.235562,0.000252,0.440878,1.728424,130.253082,0.000625,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919131727,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
76,13:18:06,9/19/22,Auto gsw+F,LI-COR Default,,76,LCOR-208,12,0.378256,2.916742,0.334834,8.363668,1.60289,1.369062,4.039785,2.436896,13.63869,15.968098,40.244621,0.441786,PSF-00336_20220919131806,0,0,0,105.557442,209.251465,0.495547,0.5,0.8,312.148834,40.58,34.66,28.69,29.08,100.38,156.1,143.5,8,1575,3.996,9,149,69,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:15:39,9/19/22,-0.19,0.001,0.001,0.011,-1.076,-1.63,-1.669,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,185.911774,25,-16.49918,182.418106,185.680923,-3.262817,2.443119,2.439226,1.656629,0.898504,0.235535,0.00391,0.4421,1.541076,105.557442,0.000621,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919131806,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
77,13:18:57,9/19/22,Auto gsw+F,LI-COR Default,,77,LCOR-457,12,0.330438,2.916683,0.296812,7.121487,1.559654,1.360455,3.90263,2.342976,13.552711,15.537113,38.877594,0.441786,PSF-00336_20220919131857,0,0,0,112.216827,230.244125,0.512618,0.5,0.8,306.00296,39.43,34.39,28.71,28.48,100.38,156.1,153,2,1492,3.995,-2,154,82,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:15:39,9/19/22,-0.19,0.001,0.001,0.027,0.483,3.086,7.58,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,202.389832,25,-20.020124,197.320465,201.6436,-4.323135,2.442731,2.437591,1.656567,0.921763,0.235308,-0.003666,0.443883,1.466013,112.216827,0.000623,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919131857,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
79,13:20:05,9/19/22,Auto gsw+F,LI-COR Default,,79,LCOR-440,15,0.408894,2.915483,0.358601,7.973585,1.545726,1.322447,3.719259,2.173533,13.173879,15.398128,37.050312,0.441786,PSF-00336_20220919132005,0,0,0,116.624237,282.114563,0.586607,0.5,0.8,298.819519,39.07,33.43,28.71,27.66,100.38,155.9,153.5,1.6,1274,3.993,-15,-175,109,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:15:39,9/19/22,-0.19,0,0.002,0.014,0.876,1.969,2.715,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,250.518677,25,-22.530394,246.145599,249.927902,-3.782303,2.441343,2.437088,1.655301,0.922956,0.235303,-0.013676,0.445972,1.266689,116.624237,0.000627,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919132005,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
80,13:20:46,9/19/22,Auto gsw+F,LI-COR Default,,80,LCOR-501,13,0.228252,2.916961,0.211687,5.370999,1.510261,1.359981,3.987492,2.477231,13.54779,15.044838,39.722385,0.441786,PSF-00336_20220919132046,0,0,0,116.187576,252.043488,0.539018,0.5,0.8,269.893677,38.25,34.45,28.68,28.85,100.38,156.1,154.3,1.1,1252,3.992,-9,-176,102,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:15:39,9/19/22,-0.19,0.003,0.004,0.005,-0.857,-2.088,-9.407,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,230.806595,25,-14.711344,229.637497,231.027023,-1.389526,2.442818,2.435928,1.656861,0.925171,0.235626,0.001275,0.447145,1.246903,116.187576,0.00062,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919132046,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
81,13:21:22,9/19/22,Auto gsw+F,LI-COR Default,,81,LCOR-118,15,0.142171,2.916745,0.135563,3.586137,1.452746,1.352333,4.035618,2.582872,13.471901,14.47221,40.202702,0.441786,PSF-00336_20220919132122,0,0,0,155.447968,258.903229,0.39959,0.5,0.8,210.116776,36.81,34.27,28.67,29.06,100.38,156.1,152,2.6,1315,3.992,-2,-176,96,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:15:39,9/19/22,-0.19,0,-0.001,0.003,-1.418,-3.273,-10.557,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,248.770233,25,-6.994456,249.5327,248.911026,0.621674,2.442564,2.433867,1.656633,0.919297,0.2357,0.003909,0.448206,1.304093,155.447968,0.000631,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919132122,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
82,13:22:12,9/19/22,Auto gsw+F,LI-COR Default,,82,LCOR-262,10,0.392832,2.916857,0.346206,7.03279,1.595598,1.398981,3.582135,1.986537,13.936711,15.895415,35.685387,0.441786,PSF-00336_20220919132212,0,0,0,129.073257,337.106476,0.617114,0.5,0.8,232.91153,40.39,35.41,28.69,27.01,100.38,156.1,155,0.7,944,3.991,-7,-164,95,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:15:39,9/19/22,-0.19,0,-0.003,0.011,0.613,1.486,-1.692,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,312.471283,25,-17.04283,311.398041,312.759277,-1.361237,2.444197,2.438956,1.656752,0.926836,0.23551,-0.021105,0.449976,0.966164,129.073257,0.000617,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919132212,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
83,13:23:06,9/19/22,Auto gsw+F,LI-COR Default,,83,LCOR-172,15,0.230955,2.91637,0.214007,5.32735,1.457226,1.30802,3.889534,2.432308,13.030326,14.516695,38.74704,0.441786,PSF-00336_20220919132306,0,0,0,119.142654,247.891144,0.519375,0.5,0.8,146.529144,36.82,33.05,28.72,28.42,100.38,156,147.3,5.6,705,3.99,-17,-178,114,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:15:39,9/19/22,-0.19,0,0.002,0.014,-1.003,1.655,4.316,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,223.546387,25,-17.643032,219.624283,222.686508,-3.062225,2.440794,2.433868,1.656237,0.907657,0.23524,-0.004459,0.452016,0.749178,119.142654,0.000618,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919132306,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
84,13:24:07,9/19/22,Auto gsw+F,LI-COR Default,,84,LCOR-081,13,0.30218,2.916983,0.273815,6.229703,1.502469,1.328141,3.727017,2.224548,13.229745,14.966247,37.125191,0.441786,PSF-00336_20220919132407,0,0,0,146.368149,321.110321,0.544181,0.5,0.8,216.282593,37.93,33.53,28.74,27.69,100.39,156.1,155.3,0.5,994,3.989,-20,-167,73,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:15:39,9/19/22,-0.19,-0.001,-0.003,0.001,-1.52,-2.7,-9.034,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,302.786713,25,-12.637088,303.315277,303.057129,0.258148,2.441478,2.435448,1.656885,0.927629,0.235078,-0.013543,0.453699,1.011762,146.368149,0.000623,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919132407,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
85,13:24:56,9/19/22,Auto gsw+F,LI-COR Default,,85,LCOR-210,13,0.393862,2.916257,0.346997,7.923062,1.483559,1.261687,3.716313,2.232754,12.568454,14.778656,37.020508,0.441786,PSF-00336_20220919132456,0,0,0,173.009277,307.304321,0.43701,0.5,0.8,231.876831,37.47,31.86,28.73,27.64,100.39,156,155.3,0.5,1326,3.987,1,165,79,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:15:39,9/19/22,-0.19,0.002,0.004,0.007,-1.054,-3.726,-10.151,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,290.642731,25,-11.713981,290.972473,290.569855,0.402618,2.439063,2.43479,1.656117,0.927553,0.235148,-0.014044,0.454702,1.31495,173.009277,0.000625,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919132456,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
86,13:25:58,9/19/22,Auto gsw+F,LI-COR Default,,86,LCOR-417,12,0.195371,2.917966,0.183111,4.517782,1.38336,1.256894,3.79612,2.41276,12.521176,13.781028,37.816929,0.441786,PSF-00336_20220919132558,0,0,0,121.097443,291.926941,0.585179,0.5,0.8,252.177948,35.08,31.88,28.66,28.01,100.38,156.2,128.2,17.9,1077,3.987,-8,168,82,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:15:39,9/19/22,-0.19,0,0.004,-9999,0.899,4.685,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,263.026001,25,-22.015934,255.206467,260.47522,-5.268753,2.439094,2.431372,1.657926,0.861889,0.235823,-0.008761,0.456676,1.088031,121.097443,0.000616,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919132558,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
87,13:26:55,9/19/22,Auto gsw+F,LI-COR Default,,87,LCOR-390,12,0.252547,2.918732,0.232435,5.43867,1.456107,1.304075,3.743927,2.287819,12.991938,14.506561,37.299114,0.441786,PSF-00336_20220919132655,0,0,0,116.953972,261.424286,0.552628,0.5,0.8,227.859818,37.02,33.16,28.62,27.77,100.38,156.3,155,0.8,1031,3.985,-4,155,80,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:26:31,9/19/22,-0.13,-0.001,0.002,0.009,-1.087,-3.98,-6.969,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,240.909927,25,-14.295398,239.10463,241.002045,-1.897415,2.440964,2.434078,1.658739,0.926884,0.236228,-0.011099,0.458013,1.045631,116.953972,0.000625,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919132655,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
88,13:28:03,9/19/22,Auto gsw+F,LI-COR Default,,88,LCOR-413,11,0.110704,2.917016,0.106656,2.891823,1.355538,1.274503,4.004613,2.649076,12.696402,13.50366,39.893341,0.441786,PSF-00336_20220919132803,0,0,0,115.991234,208.41246,0.443453,0.5,0.8,228.265427,34.56,32.5,28.57,28.93,100.38,156.1,155,0.7,1287,3.983,3,156,76,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:26:31,9/19/22,-0.13,0.002,0.003,-9999,-0.378,0.649,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,196.07341,25,-8.565198,195.914978,196.176315,-0.261337,2.440015,2.430535,1.656919,0.926797,0.236685,0.00357,0.459986,1.278852,115.991234,0.000617,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919132803,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
