obs,time,elapsed,date,hhmmss,averaging,instrument,row,column,spad1,spad2,,operator,temp,event,event_short,block,leaf,tree,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
42,1659033155,7241,20220728 11:32:35,11:32:35,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659033147,0.006936266,6.936265615,-1.530266921,51.07113871,55.20587796,5.571361921,5.154085181,0.484524004,2.943456556,0.444180483,0.280957043,241.7355438,30.78948092,30.78948092,4.457509202,64.54341269,2.939313632,4.554010254,1.51819557,-305.8893136,59.59944741,4.545894004,-0.008428443,-1.530266921,6.936265615,-1.513828956,50.73706911,52.29605273,-0.002430206,67.11431068,6.943787553,22.37665466,29.11677758,-7.71E-06,78.55,0,0,1,0,52568.20147,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-208-20220728-11_32_36,10137.2,771.2076923,962.42,0.198678651,0.5,1261.203775,-1.530266921,125.2871326,0.006899097,2.351104507,677.1839479,-,0,677.1839479,0.296373779,0.670365146,0.888054312,-0.509921714,1.198638807,0.588635877,0.411364123,1499.991613,1261.203775,0.840807218,0.16115793,6,0.5,0: Broadleaf,2,FALSE,1659033147,51.07113871,49.89538065,29.12526452,22.39254194,52.14513871,28.89085484,600.1356774,100.8197097,0.100013494,31.16505806,30.90813226,999.9,0,0,9997.540323,0,239.4261935,1499.991613,0.973002387,0.026997984,0,771.1768065,4.99935,12994.12258,14584.84839,36.19106452,38.437,36.23780645,37.36280645,38.24593548,1454.630968,40.36064516,0,91.89999986,0,771.2076923,1.934017086,-277.2068378,12991.11154,15,1659033187,11:33:07,1659033187,1659031996,37,-0.106,-0.005,-1.074,0.234,46,25,0.39,0.04,100,100,-1.074,0.2344,-0.874827415,-0.001994519,4.10E-07,7.06E-11,0.234412634,0,0,0,4,2101,2,25,1.3,19.3,0.26001,2.48169,1.59912,2.33521,1.59424,2.31445,37.4338,14.6486,18,624.293,383.526,30.0005,31.7218,30.0008,31.4277,31.3984,5.2483,40.9427,70.7452,30,49.4048,22.4529,99.451,99.5801
43,1659033263,7349,20220728 11:34:23,11:34:23,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659033255,0.006844712,6.844711506,-5.269154642,8.518430323,26.8208113,2.706631491,0.859640356,0.485132866,2.943704524,0.444695521,0.281286418,241.7371666,30.67565019,30.67565019,4.428615474,64.88870622,2.931982785,4.518479341,1.496632689,-301.8517774,55.85273843,4.254477899,-0.007394492,-5.269154642,6.844711506,-5.277874312,3.294787774,8.68876297,0.000777984,67.15998813,6.854742934,22.38904369,29.0436,-0.000123655,78.55,0,0,1,0,52598.98999,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-209-20220728-11_34_24,10138,785.4806538,938.82,0.163331998,0.5,1261.209746,-5.269154642,102.9979537,0.003934539,2.435344368,665.4142908,-,0,665.4142908,0.291222715,0.560849101,0.893190702,-0.384710573,1.211140354,0.475119285,0.524880715,1499.998387,1261.209746,0.840807401,0.161158284,6,0.5,0: Broadleaf,2,FALSE,1659033255,8.518430323,3.308948387,29.05388387,22.40978065,9.605430323,28.81947419,600.1573871,100.8152903,0.100057106,31.0275871,30.66227097,999.9,0,0,9999.388387,0,286.2970968,1499.998387,0.972999,0.0270011,0,785.4090645,4.99935,13176.55484,14584.89355,36.12087097,38.25,36.062,37.292,38.187,1454.628387,40.37,0,107.0999999,0,785.4806538,9.339999971,500.3282044,13179.13846,15,1659033285,11:34:44,1659033285,1659031996,38,-0.099,-0.005,-1.087,0.234,0,25,0.54,0.04,100,100,-1.087,0.2345,-0.98090829,-0.001994519,4.10E-07,7.06E-11,0.234412634,0,0,0,4,2101,2,25,1.3,21.1,0.032959,4.99634,1.5979,2.33398,1.59424,2.36084,37.53,14.6136,18,624.18,383.613,30.0002,31.8161,30,31.518,31.4828,0,41.1369,68.1743,30,53.8979,22.4753,99.4432,99.5728
44,1659033396,7482,20220728 11:36:36,11:36:36,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659033388,0.006732384,6.732383729,27.88218446,398.3853,288.6231671,29.12607297,40.20259162,0.473646131,2.943449127,0.435016359,0.27509293,241.7403208,30.59294447,30.59294447,4.407724699,64.64735508,2.902533064,4.489793992,1.505191635,-296.8981224,51.25103361,3.900544901,-0.006223123,27.88218446,6.732383729,27.75757337,439.0000463,410.6000424,0.003872401,67.16689673,6.700974057,22.26819257,28.77469333,6.27E-05,78.55,0,0,1,0,52610.96183,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-210-20220728-11_36_37,10139.9,779.6942,1127.8,0.308659159,0.5,1261.225981,27.88218446,194.6444755,0.0302195,1.859700301,755.0940875,-,0,755.0940875,0.330471637,0.933995916,0.849111555,-1.660781158,1.111032626,0.904527434,0.095472566,1500.017667,1261.225981,0.840807418,0.161158316,6,0.5,0: Broadleaf,2,FALSE,1659033388,398.3853,428.9433333,28.76248667,22.22507667,400.1936333,28.52808,600.1224,100.8140333,0.099809677,30.91591333,30.52413,999.9,0,0,9998.061,0,779.9419667,1500.017667,0.972996333,0.027003553,0,779.4563667,4.99935,13062.22333,14585.08,35.9832,37.937,35.9496,37,38.01653333,1454.646333,40.37133333,0,132.0999999,0,779.6942,33.82715379,926.1846144,13067.508,15,1659033285,11:34:44,1659033285,1659031996,38,-0.099,-0.005,-1.087,0.234,0,25,0.54,0.04,100,100,-1.809,0.2344,-1.080113636,-0.001994519,4.10E-07,7.06E-11,0.234412634,0,0,0,4,2101,2,25,1.9,23.3,1.10474,2.41699,1.5979,2.33276,1.59424,2.45361,37.554,14.6136,18,624.181,384.58,29.9993,31.7879,29.9998,31.5312,31.4961,22.1334,40.1189,64.1892,30,429.676,22.2891,99.4547,99.5827
45,1659033568,7654.1,20220728 11:39:28,11:39:28,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659033560,0.006803909,6.803908522,28.99021717,399.6204667,289.1103485,29.17390937,40.32540286,0.489316627,2.943190987,0.448203916,0.283532842,241.7346618,30.37795406,30.37795406,4.353821078,64.79817875,2.876861927,4.439726521,1.476959151,-300.0523658,54.19422492,4.116528795,-0.006950337,28.99021717,6.803908522,29.05662869,441.1630207,411.4609091,0.000672961,67.1665045,6.754228084,21.86973921,28.43605515,-0.001139599,78.55,0,0,1,0,52637.46728,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-211-20220728-11_39_30,10134.8,830.8075,1231.84,0.325555673,0.5,1261.19831,28.99021717,205.2951321,0.031098718,1.618172815,800.3521698,-,0,800.3521698,0.350279119,0.92941787,0.822053507,-3.79896378,1.055919873,0.895347729,0.104652271,1499.985,1261.19831,0.840807281,0.161158053,6,0.5,0: Broadleaf,2,FALSE,1659033560,399.6204667,431.3209667,28.50939667,21.90127667,400.9134667,28.28956,600.1646333,100.8090667,0.100186543,30.7195,30.30792,999.9,0,0,9997.086,0,391.7767667,1499.985,0.973000533,0.02699944,0,830.804,4.99935,13894.08,14584.76333,36.629,38.58726667,36.65393333,37.35813333,38.3788,1454.622333,40.36366667,0,171.0999999,0,830.8075,6.986974342,125.0393164,13892.70769,15,1659033606,11:40:06,1659033606,1659033504,40,-0.05,-0.015,-1.293,0.132,428,22,0.28,0.03,100,100,-1.293,0.2198,-0.468539325,-0.001994519,4.10E-07,7.06E-11,0.219831406,0,0,0,4,2101,2,25,1.1,1.1,1.10474,2.41943,1.5979,2.33276,1.59424,2.40723,37.5059,14.5873,18,624.8,384.034,29.9994,31.7028,30,31.4822,31.4454,22.1411,40.9456,60.953,30,431.519,21.9246,99.4674,99.5949
46,1659033699,7785.1,20220728 11:41:39,11:41:39,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659033691,0.006706211,6.706211168,41.11534782,598.0813871,432.4972082,43.63907235,60.34655583,0.462699669,2.943662453,0.42576271,0.269174187,241.7364503,30.77958915,30.77958915,4.454991871,64.45710026,2.923818819,4.536069428,1.531173052,-295.7439125,50.17611644,3.82537463,-0.005971106,41.11534782,6.706211168,40.59198829,658.3560731,616.8057091,0.008260657,67.16071257,6.738374744,22.50199136,29.04193879,0.000179042,78.55,0,0,1,0,52585.67024,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-212-20220728-11_41_41,10118.8,891.12988,1415.1,0.370270737,0.5,1261.206687,41.11534782,233.4939649,0.040712424,1.279111017,873.8813726,-,0,873.8813726,0.382459633,0.968130241,0.769820421,6.743819374,0.958842181,0.949391332,0.050608668,1499.994839,1261.206687,0.840807351,0.161158188,6,0.5,0: Broadleaf,2,FALSE,1659033691,598.0813871,643.1951935,28.97732258,22.46722903,599.9033871,28.75748387,600.1649355,100.8002258,0.100014752,31.09576129,30.69024839,999.9,0,0,10000.64355,0,333.9286452,1499.994839,0.972998935,0.027000948,0,891.0260968,4.99935,14976.96774,14584.85806,39.4776129,40.88277419,39.23167742,40.68935484,41.15696774,1454.627742,40.36741935,0,130.0999999,0,891.12988,10.51269233,155.0076929,14978.928,15,1659033740,11:42:19,1659033740,1659033504,41,-0.21,-0.015,-1.822,0.132,641,22,0.14,0.03,100,100,-1.822,0.2198,-0.517915818,-0.001994519,4.10E-07,7.06E-11,0.219831406,0,0,0,4,2101,2,25,1.6,3.2,1.52588,2.38892,1.5979,2.33154,1.59424,2.4939,37.4819,14.5611,18,624.915,384.428,30.0013,31.7383,30.0008,31.5145,31.4863,30.5604,36.8589,58.467,30,644.078,22.7417,99.4486,99.5755
47,1659033830,7916.1,20220728 11:43:50,11:43:50,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659033822,0.006646168,6.64616813,47.10229435,798.5409333,604.9056953,61.03419885,80.57174283,0.459319265,2.943009953,0.422889909,0.267338042,241.7367851,31.04277814,31.04277814,4.522393733,65.11796538,2.99574028,4.600482006,1.526653453,-293.0960145,47.70672313,3.647097054,-0.00540922,47.10229435,6.64616813,47.21205301,871.5288728,823.1796545,0.006271743,67.13658278,6.627126331,23.32364514,29.75008,0.000314054,78.55,0,0,1,0,52524.14619,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-213-20220728-11_43_51,10122.6,909.0078846,1468.65,0.381058874,0.5,1261.206731,47.10229435,240.2970083,0.045459421,1.196009941,894.011647,-,0,894.011647,0.391269774,0.973903173,0.753496646,4.264058655,0.930475323,0.957836334,0.042163666,1499.994667,1261.206731,0.840807477,0.16115843,6,0.5,0: Broadleaf,2,FALSE,1659033822,798.5409333,850.935,29.69057333,23.24363667,800.3609333,29.47072667,600.1771,100.7988,0.099900953,31.34345667,30.89325333,999.9,0,0,9997.075,0,219.6647667,1499.994667,0.972993333,0.027006293,0,908.9975,4.99935,15283.43667,14584.83333,39.36423333,40.906,39.23723333,39.74346667,41.22676667,1454.621,40.37366667,0,130.3,0,909.0078846,2.829982913,-3.692307346,15287.73077,15,1659033859,11:44:18,1659033859,1659033504,42,0.263,-0.015,-1.82,0.132,849,22,0.19,0.03,100,100,-1.82,0.2198,-0.727865507,-0.001994519,4.10E-07,7.06E-11,0.219831406,0,0,0,4,2101,2,25,1.5,5.4,1.9165,2.3938,1.59912,2.33154,1.59424,2.33276,37.5059,14.5173,18,624.384,385.284,30.0012,31.8719,30.0006,31.616,31.5852,38.3765,34.2785,57.1437,30,851.731,23.413,99.4292,99.5506
48,1659033954,8040.1,20220728 11:45:54,11:45:54,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659033946,0.006639265,6.639265459,49.14092722,998.6306,795.6876706,80.2825678,100.7589181,0.466994765,2.942528621,0.42938547,0.271492114,241.7401126,30.96648799,30.96648799,4.502765259,65.51551309,3.000679355,4.580105098,1.502085904,-292.7916067,47.42291513,3.623234892,-0.005344079,49.14092722,6.639265459,49.05640791,1079.776972,1029.55303,0.003292632,67.15840335,6.642856492,23.28371798,29.72730848,-8.57E-05,78.55,0,0,1,0,52523.78547,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-214-20220728-11_45_56,10130.4,898.3385385,1434.81,0.373897214,0.5,1261.228649,49.14092722,235.7849391,0.047075017,1.247802845,881.3580728,-,0,881.3580728,0.385731858,0.969318987,0.76386675,5.507561739,0.94840127,0.950996844,0.049003156,1500.021333,1261.228649,0.840807141,0.161157783,6,0.5,0: Broadleaf,2,FALSE,1659033946,998.6306,1054.382333,29.74,23.30042333,1000.610733,29.52017,600.2084333,100.7970333,0.10005326,31.26542667,30.84197333,999.9,0,0,9994.514,0,195.3621667,1500.021333,0.973005467,0.026994577,0,898.3494667,4.99935,15147.88333,14585.15333,37.97896667,39.9184,38.0497,38.35806667,39.95803333,1454.665,40.35766667,0,123.3,0,898.3385385,-8.209367526,-363.3846148,15146.10769,15,1659033859,11:44:18,1659033859,1659033504,42,0.263,-0.015,-1.82,0.132,849,22,0.19,0.03,100,100,-1.976,0.2198,-0.465259293,-0.001994519,4.10E-07,7.06E-11,0.219831406,0,0,0,4,2101,2,25,1.6,7.5,2.28394,2.38159,1.59912,2.33032,1.59424,2.40601,37.53,14.5085,18,624.586,385.519,30.0004,31.9327,30.0001,31.6666,31.6331,45.7032,34.2519,56.1874,30,1054.89,23.3725,99.4194,99.5489
49,1659034125,8210.6,20220728 11:48:44,11:48:44,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659034117,0.006667441,6.667441376,49.65331489,1198.512258,992.1611719,100.1106652,120.9318231,0.475355059,2.943686937,0.43646115,0.276017002,241.7393824,31.04392729,31.04392729,4.522689964,66.03496045,3.039059991,4.602198548,1.483629973,-294.0341647,48.57631356,3.712862869,-0.00560581,49.65331489,6.667441376,50.07189559,1286.775585,1235.562061,-0.012485606,67.10806133,6.685811315,23.59170445,30.07589515,-0.000282441,78.55,0,0,1,0,52542.47117,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-215-20220728-11_48_46,10133.3,880.27236,1402.79,0.372484577,0.5,1261.221887,49.65331489,234.8928506,0.047481533,1.299111057,869.1712081,-,0,869.1712081,0.380398201,0.979196475,0.773506339,7.991234807,0.965363115,0.966847787,0.033152213,1500.012903,1261.221887,0.840807359,0.161158202,6,0.5,0: Broadleaf,2,FALSE,1659034117,1198.512258,1256.13871,30.11904194,23.65442258,1200.548387,29.89329032,600.1860968,100.8016129,0.100002677,31.35001613,31.06365161,999.9,0,0,10000.64516,0,213.3813548,1500.012903,0.972999871,0.027000048,0,880.4569355,4.99935,14887.94839,14585.03226,37.312,39.5,37.379,38.20732258,39.262,1454.649355,40.3683871,0,169.5,0,880.27236,-6.662153829,-19.29230846,14885.416,15,1659034077,11:47:57,1659034066,1659034077,43,0.114,0.006,-2.07,0.159,1251,23,0.17,0.02,100,100,-2.04,0.2258,-0.352525663,-0.001994519,4.10E-07,7.06E-11,0.225736122,0,0,0,4,2101,2,25,1,0.8,2.63794,2.36816,1.59912,2.33154,1.59424,2.40723,37.6745,14.4735,18,624.432,385.645,30.0003,32.0988,30.0004,31.816,31.7834,52.7776,33.2939,55.271,30,1257.18,23.6047,99.3841,99.5158
50,1659034305,8391.1,20220728 11:51:45,11:51:45,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659034297,0.00675394,6.753940185,46.38307555,1499.806667,1299.175263,131.0907474,151.3350681,0.479579084,2.943980084,0.440025259,0.27829718,241.7390779,30.95971146,30.95971146,4.50102534,65.6322434,3.00990874,4.586021418,1.491116601,-297.8487622,52.12258329,3.980651022,-0.006449954,46.38307555,6.753940185,48.2949509,1592.620578,1544.762788,-0.353476597,67.16147415,6.740223513,23.27460391,29.81240424,-4.12E-05,79.57207231,0,0,1,0,52561.59386,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-216-20220728-11_51_47,10134.1,866.2919615,1335.75,0.351456514,0.5,1261.219531,46.38307555,221.6319097,0.044888703,1.414501217,842.9575754,-,0,842.9575754,0.368925641,0.952648651,0.793136658,-283.8912459,1.000875985,0.926988166,0.073011834,1500.01,1261.219531,0.840807415,0.161158311,6,0.5,0: Broadleaf,2,FALSE,1659034297,1499.806667,1556.304667,29.82971,23.27894,1501.588667,29.61181333,600.1559,100.8031,0.099950673,31.28811333,31.02921667,999.9,0,0,10002.16467,0,205.7813667,1500.01,0.972996533,0.027003887,0,866.1542667,4.99935,14638.77333,14584.99,37.062,39.34156667,37.2143,37.85803333,39.0704,1454.639,40.371,0,179.5,0,866.2919615,-157.9239997,-2384.625637,14641.83462,15,1659034338,11:52:17,1659034338,1659034215,45,0.198,-0.008,-1.782,0.192,1555,24,0.11,0.04,100,100,-1.782,0.2179,-0.1339868,-0.001994519,4.10E-07,7.06E-11,0.217890931,0,0,0,4,2101,2,25,1.3,1.5,3.13843,2.37061,1.5979,2.33032,1.59424,2.32178,37.8679,14.4297,18,624.802,384.525,29.9993,32.2741,30.0007,31.9962,31.968,62.8459,34.9183,54.3117,30,1559.16,23.2488,99.3683,99.485
51,1659034418,8503.6,20220728 11:53:37,11:53:37,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659034410,0.006596371,6.596370954,45.46397563,1993.147742,1783.70019,179.994376,201.1298682,0.476332693,2.943071911,0.437278229,0.276540451,241.7380277,30.66079209,30.66079209,4.424856097,65.76638282,2.95829972,4.498194356,1.466556378,-290.8999591,45.67838304,3.478602257,-0.004946101,45.46397563,6.596370954,48.88591294,2101.454349,2052.43103,-0.222493381,67.1934928,6.585571679,22.82357643,29.21990303,-0.000987241,79.51411078,0,0,1,0,52594.39611,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-217-20220728-11_53_39,10135.3,848.1112692,1289.58,0.34233528,0.5,1261.214101,45.46397563,215.8790413,0.044160154,1.500946044,824.3326466,-,0,824.3326466,0.360774324,0.948890365,0.806214547,-9.231179326,1.025333461,0.922286183,0.077713817,1500.003548,1261.214101,0.840807411,0.161158304,6,0.5,0: Broadleaf,2,FALSE,1659034410,1993.147742,2051.740645,29.31602581,22.91506774,1994.871613,29.09813226,600.1906129,100.8106774,0.099989642,30.94868065,30.53918387,999.9,0,0,9996.249355,0,174.506,1500.003548,0.972994548,0.027005835,0,848.6087097,4.99935,13620.57097,14584.91935,36.93706452,38.91506452,37.016,38.29206452,38.95325806,1454.632903,40.37064516,0,111.5,0,848.1112692,-145.4455041,-2660.297432,13611.84231,15,1659034338,11:52:17,1659034338,1659034215,45,0.198,-0.008,-1.782,0.192,1555,24,0.11,0.04,100,100,-1.73,0.2178,0.063744366,-0.001994519,4.10E-07,7.06E-11,0.217890931,0,0,0,4,2101,2,25,1.3,3.4,3.9209,2.35718,1.59912,2.33032,1.59424,2.29736,37.8679,14.4122,18,624.632,384.602,29.998,32.4181,30.0005,32.1564,32.1284,78.4539,36.2579,53.0037,30,2058.19,22.5695,99.336,99.4541
