obs,time,elapsed,date,hhmmss,averaging,intrument,row,column,spad1,spad2,spad,operator,temp,event,event_short,block,leaf,tree,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID,Duration,Fo,F1,F2,Fmax,T@HIR,T@F1,T@F2,T@Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
41,1657348559,9119.4,20220709 01:35:58,13:35:58,none,Carlos,7,25,31.4,30,30.7,CH,25,LC-102 5A,5A,large,13,LCOR-160,1657348559,0.004467883,4.467882949,19.47884443,386.877,286.3905147,29.05868139,39.25456642,0.363997516,1.921989919,0.329589237,0.208813002,241.757718,27.98151789,27.98151789,3.790752876,66.31761265,2.45765038,3.705878848,1.333102496,-197.033638,-40.18503884,-4.547832903,-0.008791781,0,0,1,0,25889.56812,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2822,19.47884443,#DIV/0!,0.015443685,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.08,1261.2822,0.840809957,0.161163217,6,0.5,0: Broadleaf,2,1657348559,386.877,410.006,24.2216,19.4669,386.178,24.0546,550.15,101.432,0.0332368,27.5937,27.8559,999.9,0,0,5008.75,0,1971.11,-22.3474,397.341,418.146,4.90093,410.006,19.4669,2.47168,1.97457,20.8412,17.2419,1500.08,0.973001,0.0269988,0,2.5795,0,17752.7,13304.3,35.687,38,36.375,36.625,36,1459.58,40.5,0,1657348558,0,2.454928,1.27944617,-2918.376927,17959.544,15,1657348590,1:36:29,1657348584,1657348590,34,-0.775,-0.019,0.699,0.167,410,19,0.08,0.02,-22.2778439,-0.160409059,0.032349818,0,4.878900488,0.122914495,0.012469051,1,1,2,2-Jan,3.05917,2.69723,0.0984429,0.103567,0.121312,0.104688,28607.3,22201.8,29796.7,24224.7,34761.3,31675.9,43495.7,39530.9,2.0679,1.94783,0.096567,0,26.2768,999.9,54.7,33.3,27.7068,31.1902,29.5433,1,0.114423,1.0524,20.2663,5.22328,11.9081,4.96375,3.292,9999,9999,8217.8,984.3,1.87713,1.87543,1.87408,1.87332,1.87483,1.86976,1.87393,1.87897,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.699,0.167,1.274286642,0.001442917,-2.66E-06,7.96E-10,-0.048238772,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,41.5,43.1,1.05347,2.46094,1.42578,2.29126,1.54785,2.30469,35.8711,13.8781,18,571.256,479.434,25.0012,28.7713,30.0003,28.6385,28.5674,21.1141,31.4544,0,25,410,19.3728,100.364,100.567
42,1657348720,9280.9,20220709 01:38:40,13:38:40,none,Carlos,7,25,31.4,30,30.7,CH,25,LC-102 5A,5A,large,13,LCOR-160,1657348720,0.004602408,4.602408476,18.94701171,377.428,285.3547738,28.95543511,38.29826226,0.389890386,1.919078161,0.350641367,0.22234705,241.739004,27.69675025,27.69675025,3.728268035,66.66167154,2.436842969,3.655538352,1.291425066,-202.9662138,-34.84063302,-3.938774957,-0.006617783,0,0,1,0,25836.25553,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1892,18.94701171,#DIV/0!,0.015023132,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499.97,1261.1892,0.840809616,0.161162559,6,0.5,0: Broadleaf,2,1657348720,377.428,399.99,24.015,19.1153,376.72,23.7294,550.06,101.437,0.0347039,27.36,27.2496,999.9,0,0,4996.25,0,473.145,-22.5618,386.715,407.785,4.89967,399.99,19.1153,2.436,1.939,20.6051,16.9548,1499.97,0.973011,0.0269886,0,2.0063,0,19793.5,13303.4,36.687,39.437,37.375,37.562,37.062,1459.49,40.48,0,1657348720,0,2.299888,-1.061515378,1553.807696,19517.82,15,1657348590,1:36:29,1657348584,1657348590,34,-0.775,-0.019,0.699,0.167,410,19,0.08,0.02,-22.57957805,0.154346341,0.033899482,0,4.937655366,-0.229332334,0.022674664,1,1,2,2-Jan,3.0587,2.69864,0.0965161,0.101574,0.120116,0.103311,28656.2,22244.2,29784.9,24218,34796.2,31716.5,43478.3,39519.7,2.06572,1.94363,0.0647306,0,26.1906,999.9,54.1,33.5,27.7127,31.1602,29.4992,1,0.129644,1.15889,20.2678,5.22672,11.9081,4.96375,3.292,9999,9999,8217.8,984.4,1.87714,1.87546,1.87408,1.87332,1.87481,1.86977,1.87394,1.87897,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.708,0.2856,0.499479964,0.001442917,-2.66E-06,7.96E-10,-0.066858107,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,2.3,2.2,1.03149,2.44995,1.42578,2.29004,1.54785,2.30957,35.9879,13.8606,18,571.602,478.423,24.9989,28.9709,30.0003,28.8359,28.7661,20.6844,32.4027,0,25,400,19.0912,100.324,100.538
43,1657348796,9356.4,20220709 01:39:55,13:39:55,none,Carlos,7,25,31.4,30,30.7,CH,25,LC-102 5A,5A,large,13,LCOR-160,1657348796,0.004575245,4.575245385,14.04889197,283.227,214.9162368,21.80734382,28.73877125,0.389901325,1.91816326,0.350633515,0.222343523,241.708242,27.56078714,27.56078714,3.698752808,66.62248612,2.414618112,3.62432904,1.284134696,-201.7683215,-35.89298119,-4.053962929,-0.007023614,0,0,1,0,25825.90009,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.0218,14.04889197,#DIV/0!,0.01114088,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499.77,1261.0218,0.840810124,0.16116354,6,0.5,0: Broadleaf,2,1657348796,283.227,299.966,23.7966,18.9244,282.694,23.5168,550.023,101.435,0.0340381,27.2137,26.946,999.9,0,0,4992.5,0,733.467,-16.5598,290.315,305.752,4.87216,299.966,18.9244,2.41381,1.9196,20.4567,16.7963,1499.77,0.972996,0.0270039,0,1.7551,0,18992.4,13301.5,37.75,40.562,38.437,38.375,37.875,1459.27,40.5,0,1657348795,0,2.370619231,-0.713699127,78.45469897,18932.91538,15,1657348814,1:40:13,1657348814,1657348590,35,-0.181,-0.019,0.533,0.167,300,19,0.09,0.02,-16.560045,-0.201496435,0.026711523,0,4.8273925,0.343329456,0.03890729,1,1,2,2-Jan,3.05859,2.69795,0.0765692,0.0808193,0.119354,0.102576,29286.7,22758.6,29782.6,24218.4,34823.8,31741.9,43475.2,39519.6,2.06558,1.94333,0.066936,0,25.8503,999.9,53.7,33.6,27.6613,31.0402,29.8798,1,0.129865,1.06632,20.2686,5.22702,11.9081,4.9637,3.292,9999,9999,8217.8,984.4,1.87713,1.87545,1.87408,1.87332,1.87482,1.86978,1.87393,1.87897,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.533,0.2798,0.499479964,0.001442917,-2.66E-06,7.96E-10,-0.066858107,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,3.5,3.4,0.817871,2.44995,1.42578,2.29126,1.54785,2.37427,35.9412,13.8606,18,571.749,478.402,24.9984,28.9839,29.9999,28.8626,28.7865,16.3799,32.674,0,25,300,18.8887,100.317,100.539
44,1657348890,9450.4,20220709 01:41:29,13:41:29,none,Carlos,7,25,31.4,30,30.7,CH,25,LC-102 5A,5A,large,13,LCOR-160,1657348890,0.00457342,4.573420277,8.395319886,189.903,148.2197322,15.03975623,19.2693293,0.385214911,1.923806407,0.34693637,0.219956569,241.750317,27.68419095,27.68419095,3.725533039,66.52289723,2.428495806,3.650616415,1.297037234,-201.6878342,-36.00934326,-4.06017314,-0.00703359,0,0,1,0,25957.29106,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2405,8.395319886,#DIV/0!,0.006656399,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.03,1261.2405,0.840810184,0.161163655,6,0.5,0: Broadleaf,2,1657348890,189.903,200.008,23.9333,19.064,189.308,23.6499,550.054,101.435,0.0343254,27.337,27.2435,999.9,0,0,5016.25,0,2040.86,-10.1987,194.464,203.895,4.86931,200.008,19.064,2.42767,1.93375,20.5495,16.9121,1500.03,0.972996,0.0270039,0,2.5251,0,18791.4,13303.8,39,41.625,39.312,40.312,39.125,1459.52,40.51,0,1657348889,0,2.3197,0.03291538,2087.538468,18582.192,15,1657348907,1:41:46,1657348907,1657348590,36,0.089,-0.019,0.595,0.167,200,19,0.19,0.02,-10.17608,0.122242402,0.022737438,0,4.86955375,-0.021314409,0.002920501,1,1,2,2-Jan,3.05874,2.69834,0.0540623,0.0570995,0.119828,0.10311,30004.3,23347.6,29786,24219.9,34806.3,31723.9,43478.7,39522.1,2.06575,1.94435,0.0863671,0,25.83,999.9,53.2,33.7,27.557,30.8402,29.7636,1,0.125653,1.02614,20.2686,5.22328,11.9081,4.96375,3.292,9999,9999,8217.8,984.4,1.87713,1.87539,1.87408,1.87332,1.87482,1.86976,1.87393,1.87898,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.595,0.2834,0.318175484,0.001442917,-2.66E-06,7.96E-10,-0.066858107,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,5,0.593262,2.45605,1.42578,2.29004,1.54785,2.35596,35.8944,13.8431,18,571.754,478.976,25,28.9293,29.9999,28.8503,28.7778,11.8974,32.0107,0,25,200,19.0983,100.326,100.545
45,1657348983,9543.4,20220709 01:43:02,13:43:02,none,Carlos,7,25,31.4,30,30.7,CH,25,LC-102 5A,5A,large,13,LCOR-160,1657348983,0.004646199,4.64619857,2.48588,96.817,83.88426349,8.511360163,9.823586959,0.39435602,1.91960212,0.354261928,0.22467534,241.772082,27.74906424,27.74906424,3.739679121,66.73890794,2.449529779,3.670317442,1.290149342,-204.897357,-33.13366571,-3.747043801,-0.005984467,0,0,1,0,25843.74717,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.3578,2.48588,#DIV/0!,0.001970797,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.17,1261.3578,0.840809908,0.161163123,6,0.5,0: Broadleaf,2,1657348983,96.817,100.019,24.1415,19.1962,96.225,23.8525,550.102,101.431,0.034517,27.4289,27.2809,999.9,0,0,4998.75,0,2033.51,-3.27165,99.1406,101.976,4.94532,100.019,19.1962,2.44871,1.94709,20.6895,17.0205,1500.17,0.973001,0.0269988,0,2.2146,0,18859.2,13305.1,38.75,40.625,39.25,39.062,38.687,1459.67,40.5,0,1657348982,0,2.354526923,0.04517265,1024.553849,18652.98462,15,1657349013,1:43:32,1657349013,1657348590,37,0.067,-0.019,0.592,0.167,100,19,0.29,0.02,-3.243635366,-0.021806551,0.015063761,1,4.937201707,-0.161436585,0.017740931,1,2,2,2-Feb,3.05892,2.69846,0.0285579,0.0298235,0.120544,0.103612,30812.9,24022.9,29785.4,24219.5,34775.1,31704.5,43477.3,39521.6,2.06647,1.94498,0.0822954,0,25.9342,999.9,52.7,33.8,27.4526,30.7802,29.1186,1,0.123928,0.983886,20.2667,5.22717,11.9081,4.9637,3.292,9999,9999,8217.8,984.5,1.87711,1.8754,1.87408,1.87332,1.87479,1.86974,1.87393,1.87897,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.592,0.289,0.40727775,0.001442917,-2.66E-06,7.96E-10,-0.066858107,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,6.5,0.361328,2.5,1.42578,2.29004,1.54785,2.26685,35.8944,13.7993,18,572.117,479.299,24.9994,28.8767,30,28.8355,28.7694,7.26727,31.2354,0,25,100,19.1472,100.323,100.544
46,1657349089,9649.4,20220709 01:44:48,13:44:48,none,Carlos,7,25,31.4,30,30.7,CH,25,LC-102 5A,5A,large,13,LCOR-160,1657349089,0.004634168,4.634168417,-0.706714668,50.4778,52.59023534,5.336179888,5.121837151,0.38824725,1.919625545,0.349320617,0.22149665,241.739145,28.03348886,28.03348886,3.802254601,66.95217387,2.497958226,3.730959103,1.304296376,-204.3668272,-33.57127912,-3.807193635,-0.00615496,0,0,1,0,25820.17514,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1817,-0.706714668,#DIV/0!,-0.000560359,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499.96,1261.1817,0.840810222,0.161163728,6,0.5,0: Broadleaf,2,1657349089,50.4778,49.9621,24.6184,19.6881,49.8778,24.3166,550.078,101.433,0.0341232,27.7091,27.5099,999.9,0,0,4998.75,0,2045.53,0.455574,51.6902,50.9655,4.93031,49.9621,19.6881,2.49713,1.99703,21.0078,17.4208,1499.96,0.972991,0.027009,0,2.5994,0,19017.9,13303.1,37.937,39.75,38.437,38.375,38,1459.45,40.51,0,1657349088,0,2.38808,-0.762161535,2268.346148,18870.236,15,1657349110,1:45:09,1657349110,1657348590,38,0.061,-0.019,0.6,0.167,50,19,0.3,0.02,0.402450425,0.026761475,0.018813719,1,4.92142725,0.047917261,0.004812691,1,2,2,2-Feb,3.05883,2.69807,0.0149114,0.0150246,0.12217,0.105466,31244.9,24385.6,29784.7,24216,34708.4,31633,43476.6,39515.9,2.06612,1.9452,0.0748336,0,26.2859,999.9,52.2,33.9,27.3443,30.9702,29.7396,1,0.127045,1.13225,20.2662,5.22613,11.9081,4.9638,3.292,9999,9999,8217.8,984.5,1.87713,1.87542,1.87408,1.87332,1.87481,1.86975,1.87393,1.87898,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.6,0.3018,0.474477553,0.001442917,-2.66E-06,7.96E-10,-0.066858107,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,8.3,0.246582,2.51343,1.42578,2.29126,1.54785,2.37183,35.8944,13.7993,18,572.123,479.72,25.0013,28.9037,30.0005,28.8621,28.8036,4.97195,29.2167,0,25,50,19.584,100.321,100.529
47,1657349186,9746.4,20220709 01:46:25,13:46:25,none,Carlos,7,25,31.4,30,30.7,CH,25,LC-102 5A,5A,large,13,LCOR-160,1657349186,0.004736748,4.736747693,-3.71111987,7.24105,23.29891593,2.36412407,0.734744082,0.398005205,1.922915845,0.35726928,0.22660482,241.734795,28.10541484,28.10541484,3.818222805,66.96814616,2.514905794,3.755376158,1.303317011,-208.8905732,-29.50551888,-3.343444128,-0.004741247,0,0,1,0,25893.1679,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1643,-3.71111987,#DIV/0!,-0.002942614,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499.94,1261.1643,0.840809832,0.161162977,6,0.5,0: Broadleaf,2,1657349186,7.24105,3.23068,24.7849,19.7465,6.57405,24.4786,550.097,101.435,0.0342734,27.8208,27.6233,999.9,0,0,5012.5,0,2041.61,3.88782,7.29942,3.29576,5.03837,3.23068,19.7465,2.51407,2.003,21.1179,17.4681,1499.94,0.973006,0.0269937,0,2.9029,0,19075.6,13303.1,37.375,39.437,37.937,38.062,37.562,1459.45,40.49,0,1657349185,0,2.337253846,0.462099141,-858.1094012,19140.98846,15,1657349208,1:46:48,1657349208,1657348590,39,0.128,-0.019,0.667,0.167,3,19,0.24,0.02,3.87762025,0.008888668,0.017969972,1,5.024456,0.182900263,0.020285851,1,2,2,2-Feb,3.05875,2.69828,0.00195794,0.000967233,0.122721,0.105673,31651.5,24730.9,29781.2,24213.8,34682.2,31621.8,43471.8,39511.6,2.06553,1.94405,0.0748336,0,26.3995,999.9,51.9,34,27.3377,31.0102,29.7316,1,0.133069,1.20487,20.2654,5.22328,11.9081,4.9638,3.292,9999,9999,8217.8,984.5,1.87714,1.87545,1.87409,1.87332,1.87485,1.86979,1.87393,1.87904,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.667,0.3063,0.535076058,0.001442917,-2.66E-06,7.96E-10,-0.066858107,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,9.9,0.0317383,4.99756,1.42578,2.29004,1.54785,2.39136,35.9645,13.773,18,572.319,479.493,25.0001,28.9986,30.0004,28.9275,28.8644,0,29.1152,0,25,0,19.6557,100.31,100.519
48,1657349284,9844.9,20220709 01:48:04,13:48:04,none,Carlos,7,25,31.4,30,30.7,CH,25,LC-102 5A,5A,large,13,LCOR-160,1657349284,0.004516653,4.516653491,18.19157062,378.457,286.4603029,29.06637621,38.40103997,0.373970328,1.922892372,0.337766298,0.214063893,241.770048,28.16344388,28.16344388,3.831148376,67.12079118,2.516756289,3.749592705,1.314392087,-199.1844189,-38.25766245,-4.335938089,-0.007971474,0,0,1,0,25894.9299,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.3416,18.19157062,#DIV/0!,0.014422398,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.15,1261.3416,0.840810319,0.161163916,6,0.5,0: Broadleaf,2,1657349284,378.457,400.166,24.8036,19.9988,377.731,24.6256,550.028,101.433,0.0343793,27.7944,27.582,999.9,0,0,5012.5,0,2045.96,-21.5639,388.285,408.332,4.93721,400.166,19.9988,2.52934,2.02854,21.2165,17.6689,1500.15,0.972987,0.0270135,0,2.331,0,18629.8,13304.8,37.062,39.25,37.5,37.937,37.25,1459.63,40.52,0,1657349283,0,2.382861538,0.105682058,-2258.218801,18867.96538,15,1657349312,1:48:32,1657349307,1657349312,40,-0.14,-0.004,0.726,0.178,401,20,0.12,0.02,-21.16723171,-4.911380488,0.541768721,0,4.935778293,-0.028704669,0.004121981,1,1,2,2-Jan,3.05847,2.69838,0.0966804,0.101569,0.123208,0.106597,28640.4,22236.8,29774.6,24210.3,34658.8,31588.5,43461.7,39506.6,2.06445,1.94435,0.0658557,0,26.5051,999.9,51.6,34.1,27.3314,30.6802,29.395,1,0.140653,1.29238,20.2649,5.22717,11.9081,4.96375,3.292,9999,9999,8217.8,984.5,1.87714,1.87545,1.87408,1.87332,1.87484,1.86979,1.87393,1.87904,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.726,0.178,0.663032399,0.001442917,-2.66E-06,7.96E-10,-0.066858107,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,11.6,1.04126,2.47437,1.42578,2.29004,1.54785,2.34009,36.0816,13.7555,18,572.3,480.292,25.0011,29.097,30.0003,29.0051,28.9391,20.8656,27.9612,0,25,400,20.0595,100.287,100.506
49,1657349388,9949,20220709 01:49:48,13:49:48,none,Carlos,7,25,31.4,30,30.7,CH,25,LC-102 5A,5A,large,13,LCOR-160,1657349388,0.00469805,4.698049639,17.5720516,378.949,294.7468569,29.90588684,38.44928503,0.399869378,1.914513863,0.358611527,0.227483282,241.747563,28.25205437,28.25205437,3.850959399,67.7504481,2.563745634,3.784101369,1.287213765,-207.1839891,-31.03212219,-3.536747192,-0.005295475,0,0,1,0,25671.27163,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2315,17.5720516,#DIV/0!,0.013932455,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.02,1261.2315,0.840809789,0.161162893,6,0.5,0: Broadleaf,2,1657349388,378.949,400.055,25.2678,20.2735,378.217,24.952,550.148,101.428,0.0349542,27.9514,27.8105,999.9,0,0,4977.5,0,2046.09,-21.106,388.772,408.333,4.9943,400.055,20.2735,2.56288,2.05631,21.4314,17.8847,1500.02,0.973006,0.0269937,0,2.234,0,18904.3,13303.8,36.875,39.312,37.5,37.937,37.062,1459.53,40.49,0,1657349387,0,2.39885,0.582690605,-566.7726493,18827.06538,15,1657349312,1:48:32,1657349307,1657349312,40,-0.14,-0.004,0.726,0.178,401,20,0.12,0.02,-21.02068049,-0.580890011,0.062007074,0,5.009776829,-0.120550492,0.012116408,1,1,2,2-Jan,3.05862,2.69881,0.0967498,0.101518,0.124306,0.10759,28629.1,22234.3,29765.8,24206.7,34604.8,31548.1,43448.8,39500.4,2.06365,1.94317,0.0617653,0,26.801,999.9,51.3,34.2,27.3276,31.1638,28.9663,1,0.150412,1.42575,20.2638,5.22687,11.9081,4.9638,3.292,9999,9999,8217.8,984.6,1.87714,1.87545,1.87408,1.87332,1.87483,1.86981,1.87393,1.87907,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.732,0.3158,0.52322936,0.001442917,-2.66E-06,7.96E-10,-0.070504368,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.4,1.3,1.0376,2.47314,1.42578,2.29126,1.54785,2.24976,36.2224,13.7205,18,572.709,480.41,25.0011,29.2131,30.0007,29.1086,29.0442,20.7973,27.0449,0,25,400,20.2817,100.257,100.49
50,1657349464,10024.5,20220709 01:51:03,13:51:03,none,Carlos,7,25,31.4,30,30.7,CH,25,LC-102 5A,5A,large,13,LCOR-160,1657349464,0.00477662,4.776619504,22.70624892,572.309,463.8326398,47.06177093,58.06808911,0.408607155,1.926394719,0.365865441,0.232132384,241.727394,28.18095173,28.18095173,3.835055617,67.59705247,2.552084344,3.775437317,1.282971273,-210.6489201,-27.92180927,-3.16089763,-0.004233032,0,0,1,0,25972.98381,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1226,22.70624892,#DIV/0!,0.018004791,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499.89,1261.1226,0.840810059,0.161163415,6,0.5,0: Broadleaf,2,1657349464,572.309,600.059,25.1529,20.0736,571.452,24.8402,550.053,101.428,0.0348271,27.9121,27.7284,999.9,0,0,5027.5,0,2049.93,-27.9792,586.84,612.351,5.07928,600.059,20.0736,2.55121,2.03603,21.3569,17.7273,1499.89,0.973001,0.0269988,0,1.9689,0,19164,13302.6,36.75,39.25,37.375,37.875,36.937,1459.39,40.5,0,1657349463,0,2.374576923,-0.033422213,-749.5794865,19317.69231,15,1657349487,1:51:26,1657349487,1657349312,41,0.253,-0.004,0.857,0.178,600,20,0.11,0.02,-28.26852927,2.704540767,0.280771326,0,5.073535122,0.253423066,0.034094214,1,1,2,2-Jan,3.05828,2.6989,0.131478,0.136684,0.123893,0.106824,27523.2,21360.3,29761.2,24203.2,34617,31572.4,43441.1,39494.8,2.06267,1.94185,0.0617281,0,26.7193,999.9,51.1,34.3,27.3729,30.9838,29.7075,1,0.157764,1.44595,20.2636,5.22403,11.9081,4.96375,3.292,9999,9999,8217.8,984.6,1.87714,1.87545,1.87408,1.87332,1.87483,1.8698,1.87395,1.87905,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.857,0.3127,0.52322936,0.001442917,-2.66E-06,7.96E-10,-0.070504368,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,2.6,2.5,1.44409,2.46582,1.42578,2.29004,1.54785,2.3938,36.3165,13.7118,18,572.829,480.263,25.0004,29.3106,30.0005,29.194,29.1286,28.9177,27.9152,0,25,600,19.9936,100.241,100.476
