obs,time,elapsed,date,hhmmss,mdh,Air_temp,Air_VPD,averaging,instrument,row,column,spad1,spad2,spad,operator,temp,event,event_short,block,leaf,tree,TIME,E,Emm,A,Csetpoint,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,PhiPS2_PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,,
25,1658763800,3676.5,20220725 10:43:19,10:43:19 AM,7 25 10,26.4,1.7525,none,Carlos,7,53,33,35,34,JO,30,LC-102 8-9D,8-9D,small,10,LCOR-097,1658763800,0.006504834,6.504833765,32.32668379,A_600,600.327,460.8971596,46.5166427,60.5887799,0.439570256,2.943998914,0.406094231,0.256603802,241.7300231,29.27532171,29.27532171,4.086292944,60.79800337,2.522582095,4.149119963,1.563710849,-286.863169,41.97716607,3.151843875,-0.004135994,0,0,1,0,52866.37015,-,0,0,0,#DIV/0!,-1,RECT-364-20220725-10_43_13,10438.6,775.36676,1118.71,0.306909959,0.5,1261.169401,32.32668379,193.5327244,0.026425224,11.61428032,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.306909959,#DIV/0!,#DIV/0!,#DIV/0!,1499.95,1261.169401,0.840807627,0.161158721,6,0.5,0: Broadleaf,2,1658763800,600.327,636.547,24.9943,18.6541,569.659,21.7123,600.194,100.826,0.100295,29.5398,29.938,999.9,0,0,10000,0,1527.31,,
26,1658763924,3800.5,20220725 10:45:23,10:45:23 AM,7 25 10,26.4,1.7525,none,Carlos,7,53,33,35,34,JO,30,LC-102 8-9D,8-9D,small,10,LCOR-097,1658763924,0.007027431,7.02743103,36.27539254,A_800,799.046,655.6097289,66.16094234,80.63583256,0.498655323,2.942047707,0.456016453,0.288536774,241.7220431,29.23490309,29.23490309,4.076764908,61.67145088,2.572851473,4.171867917,1.503913434,-309.9097084,63.41245781,4.765753403,-0.009454133,0,0,1,0,52793.33495,-,0,0,0,#DIV/0!,-1,RECT-365-20220725-10_45_17,10438.6,784.13532,1136.13,0.309819017,0.5,1261.127401,36.27539254,195.3606259,0.029557198,10.48201582,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.309819017,#DIV/0!,#DIV/0!,#DIV/0!,1499.9,1261.127401,0.840807654,0.161158773,6,0.5,0: Broadleaf,2,1658763924,799.046,840.924,25.4952,18.649,765.77,21.7488,600.181,100.815,0.100132,29.6347,29.9642,999.9,0,0,9990,0,1533.5,,
27,1658764045,3922,20220725 10:47:25,10:47:25 AM,7 25 10,26.4,1.7525,none,Carlos,7,53,33,35,34,JO,30,LC-102 8-9D,8-9D,small,10,LCOR-097,1658764045,0.006889241,6.889240647,38.25139396,A_1000,997.882,842.3339323,85.00603161,100.7035162,0.495140002,2.943947438,0.453097728,0.286665337,241.7613641,29.2984903,29.2984903,4.091763314,62.42203325,2.608277201,4.178456012,1.483486113,-303.8155125,57.70998423,4.33634206,-0.007822166,0,0,1,0,52843.33158,-,0,0,0,#DIV/0!,-1,RECT-366-20220725-10_47_18,10437.9,779.06048,1126.79,0.308601887,0.5,1261.337101,38.25139396,194.6255045,0.031118877,9.91687094,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.308601887,#DIV/0!,#DIV/0!,#DIV/0!,1500.15,1261.337101,0.84080732,0.161158127,6,0.5,0: Broadleaf,2,1658764045,997.882,1042.99,25.8457,19.1372,962.757,22.0748,600.24,100.817,0.100259,29.6621,30.0314,999.9,0,0,10000.6,0,1540.58,,
28,1658764158,4035,20220725 10:49:18,10:49:18 AM,7 25 10,26.4,1.7525,none,Carlos,7,53,33,35,34,JO,30,LC-102 8-9D,8-9D,small,10,LCOR-097,1658764158,0.007207047,7.207046871,38.12729074,A_1200,1197.66,1041.146419,105.0681956,120.8628997,0.510961151,2.945916487,0.46634587,0.295149353,241.7310401,29.14554475,29.14554475,4.055768844,61.20994471,2.547207358,4.161427314,1.508561486,-317.830767,70.77907854,5.308905606,-0.011742811,0,0,1,0,52912.46044,-,0,0,0,#DIV/0!,-1,RECT-367-20220725-10_49_11,10437.2,769.2451154,1116.77,0.311187518,0.5,1261.177501,38.12729074,196.2313482,0.031024412,10.03040825,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.311187518,#DIV/0!,#DIV/0!,#DIV/0!,1499.96,1261.177501,0.840807422,0.161158324,6,0.5,0: Broadleaf,2,1658764158,1197.66,1244.41,25.2409,18.2171,1160.7,21.5123,600.114,100.816,0.099869,29.5912,29.979,999.9,0,0,10011.9,0,1548.86,,
29,1658764274,4151,20220725 10:51:14,10:51:14 AM,7 25 10,26.4,1.7525,none,Carlos,7,53,33,35,34,JO,30,LC-102 8-9D,8-9D,small,10,LCOR-097,1658764274,0.006980421,6.98042095,37.21058397,A_1500,1497.203,1335.194258,134.7370466,151.0856635,0.502698237,2.941995388,0.459396589,0.290701884,241.7086961,29.136744,29.136744,4.053706088,62.01241458,2.570701469,4.145462625,1.483004619,-307.8365639,61.50153543,4.617445412,-0.008886995,0,0,1,0,52810.99431,-,0,0,0,#DIV/0!,-1,RECT-368-20220725-10_51_07,10437.4,775.008,1092.48,0.29059754,0.5,1261.059901,37.21058397,183.2304522,0.030300372,9.590560142,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.29059754,#DIV/0!,#DIV/0!,#DIV/0!,1499.82,1261.059901,0.840807497,0.16115847,6,0.5,0: Broadleaf,2,1658764274,1497.203,1544.85,25.4747,18.6742,1458.4,21.7299,600.185,100.812,0.0999428,29.5245,29.8936,999.9,0,0,9990,0,1556.29,,
30,1658764435,4312.1,20220725 10:53:55,10:53:55 AM,7 25 10,26.4,1.7525,none,Carlos,7,53,33,35,34,JO,30,LC-102 8-9D,8-9D,small,10,LCOR-097,1658764435,0.006606162,6.606161679,33.9762374,A_2000,2002.919,1820.320921,183.7047179,202.1323084,0.437059197,2.943546142,0.403944435,0.255231097,241.7294441,29.37421639,29.37421639,4.109687675,60.14181456,2.513404469,4.179129758,1.596283206,-291.3317301,46.12929725,3.467988677,-0.005000058,0,0,1,0,52831.32186,-,0,0,0,#DIV/0!,-1,RECT-369-20220725-10_53_48,10436.9,810.12768,1081.92,0.251212955,0.5,1261.169101,33.9762374,158.4110081,0.027733186,9.058207557,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.251212955,#DIV/0!,#DIV/0!,#DIV/0!,1499.95,1261.169101,0.840807427,0.161158335,6,0.5,0: Broadleaf,2,1658764435,2002.919,2050.12,24.9052,18.4645,1959.29,21.6432,600.087,100.819,0.0998631,29.6649,30.0678,999.9,0,0,9998.12,0,1565.75,,
31,1658764949,4826.1,20220725 11:02:29,11:02:29 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658764949,0.006687681,6.687681257,27.39348059,A_410,408.125,300.2743011,30.29823081,41.18056525,0.475229456,2.945004335,0.436371066,0.275957924,241.7113091,29.36278799,29.36278799,4.106978195,62.4683369,2.612076317,4.181440465,1.494901879,-294.9267434,49.49085104,3.718833563,-0.005749743,0,0,1,0,52871.30313,-,0,0,0,#DIV/0!,-1,RECT-370-20220725-11_02_22,10410.6,866.4388077,1302.22,0.334644831,0.5,1261.076401,27.39348059,211.0063497,0.022515274,14.86301393,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.334644831,#DIV/0!,#DIV/0!,#DIV/0!,1499.84,1261.076401,0.840807286,0.161158063,6,0.5,0: Broadleaf,2,1658764949,408.125,438.237,25.8873,19.3751,381.781,22.1202,600.217,100.802,0.0998444,29.6745,29.9738,999.9,0,0,10008.1,0,1615.31,,
32,1658765246,5122.6,20220725 11:07:25,11:07:25 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658765246,0.006871188,6.871188051,27.14498953,A_400a,399.856,298.1251863,30.07844231,40.34226619,0.502143885,2.941755672,0.458930097,0.290403354,241.7240771,29.42791913,29.42791913,4.12244056,63.26600945,2.662660597,4.2086748,1.459779964,-303.0193931,56.99634439,4.291323927,-0.007647676,0,0,1,0,52757.83072,-,0,0,0,#DIV/0!,-1,RECT-371-20220725-11_07_19,10411.1,848.6986538,1276.14,0.334948631,0.5,1261.143601,27.14498953,211.2091613,0.022317038,15.00865083,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.334948631,#DIV/0!,#DIV/0!,#DIV/0!,1499.92,1261.143601,0.840807243,0.16115798,6,0.5,0: Broadleaf,2,1658765246,399.856,429.742,26.3912,19.7028,373.684,22.558,600.13,100.792,0.0999866,29.7873,29.9996,999.9,0,0,9990.62,0,1637.89,,
33,1658765326,5203.1,20220725 11:08:46,11:08:46 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658765326,0.006758741,6.758740841,18.88050181,A_300,301.051,226.8904051,22.89035016,30.37220901,0.480277363,2.940019086,0.440564662,0.278646786,241.7575931,29.40559721,29.40559721,4.117135551,62.46300877,2.621101329,4.196245714,1.496034223,-298.0604711,52.35375496,3.942664684,-0.006458391,0,0,1,0,52716.68912,-,0,0,0,#DIV/0!,-1,RECT-372-20220725-11_08_39,10409.8,786.7134615,1115.69,0.294863751,0.5,1261.320001,18.88050181,185.9587733,0.015761664,18.70765365,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.294863751,#DIV/0!,#DIV/0!,#DIV/0!,1500.13,1261.320001,0.84080713,0.161157762,6,0.5,0: Broadleaf,2,1658765326,301.051,321.961,25.9805,19.399,276.822,22.1765,600.15,100.787,0.100255,29.7359,29.9746,999.9,0,0,9981.25,0,1646.59,,
34,1658765426,5303.1,20220725 11:10:26,11:10:26 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658765426,0.006915823,6.915823344,11.18597611,A_200,200.434,156.009647,15.73945704,20.22132857,0.481843095,2.947833924,0.441979128,0.279543222,241.7272691,29.42541019,29.42541019,4.12184399,61.64722425,2.595770324,4.210684837,1.526073666,-304.9878095,58.83190631,4.420519188,-0.008114877,0,0,1,0,52931.40045,-,0,0,0,#DIV/0!,-1,RECT-373-20220725-11_10_19,10410.2,747.73676,996.29,0.249478806,0.5,1261.160401,11.18597611,157.3163957,0.009662511,25.81925195,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.249478806,#DIV/0!,#DIV/0!,#DIV/0!,1499.94,1261.160401,0.840807233,0.161157959,6,0.5,0: Broadleaf,2,1658765426,200.434,213.003,25.7293,18.9931,179.16,21.943,600.15,100.788,0.0997165,29.7956,29.9544,999.9,0,0,10025.6,0,1652.11,,
35,1658765569,5446.1,20220725 11:12:49,11:12:49 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658765569,0.006908197,6.908196773,3.160451006,A_100,100.826,87.23722034,8.800628012,10.17148548,0.483521856,2.938153044,0.44327157,0.280381312,241.7176931,29.46220333,29.46220333,4.130600122,61.87913616,2.610936167,4.21941276,1.519663955,-304.6514777,58.51306268,4.412639851,-0.008082078,0,0,1,0,52646.22319,-,0,0,0,#DIV/0!,-1,RECT-374-20220725-11_12_42,10409.3,738.8238462,925.67,0.201849637,0.5,1261.110001,3.160451006,127.2772982,0.003299039,61.1843743,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.201849637,#DIV/0!,#DIV/0!,#DIV/0!,1499.88,1261.110001,0.840807265,0.161158021,6,0.5,0: Broadleaf,2,1658765569,100.826,104.682,25.8812,19.1535,81.229,22.0842,600.152,100.781,0.100573,29.8316,30.0358,999.9,0,0,9971.25,0,1666.35,,
36,1658765668,5544.6,20220725 11:14:27,11:14:27 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658765668,0.006937215,6.93721455,-1.136888489,A_50,51.5687,54.2389791,5.471905102,5.202513714,0.498168441,2.947570876,0.455681461,0.288315631,241.6953491,29.28193597,29.28193597,4.087853996,62.30904657,2.602926506,4.17744557,1.48492749,-305.9311617,59.74423412,4.483216197,-0.008362283,0,0,1,0,52947.83097,-,0,0,0,#DIV/0!,-1,RECT-375-20220725-11_14_21,10409.3,743.4229231,901.95,0.175760382,0.5,1260.992401,-1.136888489,110.8162533,-0.000108556,-1619.075703,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.175760382,#DIV/0!,#DIV/0!,#DIV/0!,1499.74,1260.992401,0.84080734,0.161158167,6,0.5,0: Broadleaf,2,1658765668,51.5687,50.7898,25.8009,19.0448,32.2377,22.0096,600.189,100.785,0.100105,29.6579,29.8362,999.9,0,0,10024.4,0,1664.51,,
37,1658765804,5680.5,20220725 11:16:43,11:16:43 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658765804,0.006900884,6.900883593,-4.53740291,A_0,10.19525,25.94275047,2.617138237,1.028510013,0.483189265,2.940243704,0.443017908,0.280216587,241.7575931,29.4870791,29.4870791,4.136529309,61.95941243,2.617708169,4.224875716,1.518821139,-304.3289665,58.17810418,4.385289528,-0.00797968,0,0,1,0,52702.4502,-,0,0,0,#DIV/0!,-1,RECT-376-20220725-11_16_37,10409.4,762.06672,886.5,0.14036467,0.5,1261.320001,-4.53740291,88.52238285,-0.002804525,-50.04935595,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14036467,#DIV/0!,#DIV/0!,#DIV/0!,1500.13,1261.320001,0.84080713,0.161157762,6,0.5,0: Broadleaf,2,1658765804,10.19525,5.72961,25.9484,19.2287,-9.52375,22.1467,600.189,100.781,0.100294,29.8541,30.0121,999.9,0,0,9983.12,0,1672.2,,
38,1658765949,5825.5,20220725 11:19:08,11:19:08 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658765949,0.006443946,6.443946064,24.08788779,A_400b,397.664,291.5643358,29.41297937,40.11630229,0.423726656,2.947588898,0.392563573,0.24796085,241.7282861,29.65279044,29.65279044,4.176216592,60.7999081,2.575685637,4.236331465,1.600530954,-284.1780214,39.4748657,2.971212093,-0.00365754,0,0,1,0,52905.71203,-,0,0,0,#DIV/0!,-1,RECT-377-20220725-11_19_02,10409.9,752.9280385,1055.15,0.28642559,0.5,1261.168501,24.08788779,180.6154661,0.019892574,14.3986188,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28642559,#DIV/0!,#DIV/0!,#DIV/0!,1499.95,1261.168501,0.840807027,0.161157563,6,0.5,0: Broadleaf,2,1658765949,397.664,424.305,25.5322,19.255,371.015,22.1842,600.212,100.78,0.0998943,29.9012,30.0807,999.9,0,0,10025,0,1690.41,,
39,1658766066,5943,20220725 11:21:06,11:21:06 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658766066,0.007115827,7.11582683,26.2496739,A_400c,399.689,301.7710621,30.44073305,40.31806783,0.507993617,2.946272565,0.463875956,0.293566314,241.7139221,29.28018282,29.28018282,4.087440179,61.87167576,2.591271268,4.188138168,1.496168911,-313.8079632,67.04885909,5.034638615,-0.010543423,0,0,1,0,52902.39548,-,0,0,0,#DIV/0!,-1,RECT-378-20220725-11_20_59,10409.2,782.0691538,1120.75,0.302191252,0.5,1261.092901,26.2496739,190.5456215,0.021607983,13.98516706,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.302191252,#DIV/0!,#DIV/0!,#DIV/0!,1499.86,1261.092901,0.840807076,0.161157656,6,0.5,0: Broadleaf,2,1658766066,399.689,428.773,25.6883,18.7576,373.457,21.9062,600.202,100.774,0.0995988,29.7023,29.9405,999.9,0,0,10018.1,0,1695.83,,
40,1658766215,6092,20220725 11:23:35,11:23:35 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658766215,0.0069698,6.969799709,35.94343443,A_600,600.575,458.219822,46.22232244,60.58221397,0.479960369,2.930402898,0.440179151,0.278410866,241.7416331,29.47685939,29.47685939,4.134092523,61.27442173,2.590093286,4.227038319,1.543999237,-307.3681671,61.00399284,4.613708358,-0.008832876,0,0,1,0,52417.92034,-,0,0,0,#DIV/0!,-1,RECT-379-20220725-11_23_28,10410.1,838.1588846,1266.83,0.338380931,0.5,1261.236001,35.94343443,213.3891063,0.029291453,11.55220709,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.338380931,#DIV/0!,#DIV/0!,#DIV/0!,1500.03,1261.236001,0.840807184,0.161157866,6,0.5,0: Broadleaf,2,1658766215,600.575,640.684,25.6766,18.8892,570.416,21.8954,600.304,100.773,0.100686,29.863,30.0535,999.9,0,0,9928.12,0,1709.55,,
41,1658766369,6246,20220725 11:26:09,11:26:09 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658766369,0.007042961,7.042960604,41.04104984,A_800,800.313,637.5895935,64.31311589,80.72688644,0.489005109,2.938273299,0.447879839,0.283331062,241.7155181,29.44372698,29.44372698,4.126201046,61.39259998,2.592851408,4.223394039,1.533349639,-310.5945626,64.04015693,4.82920707,-0.009680556,0,0,1,0,52646.57864,-,0,0,0,#DIV/0!,-1,RECT-380-20220725-11_26_02,10409.9,847.8809231,1302.22,0.348895791,0.5,1261.101301,41.04104984,219.9964679,0.033336775,10.46579314,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.348895791,#DIV/0!,#DIV/0!,#DIV/0!,1499.87,1261.101301,0.84080707,0.161157646,6,0.5,0: Broadleaf,2,1658766369,800.313,846.983,25.7051,18.8443,766.923,21.9218,600.098,100.769,0.100143,29.848,30.0174,999.9,0,0,9973.12,0,1719.26,,
42,1658766528,6405,20220725 11:28:48,11:28:48 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658766528,0.007140978,7.140978001,42.72919737,A_1000,999.806,829.7068728,83.68745197,100.8443094,0.500685496,2.939288703,0.45767811,0.289604384,241.7219021,29.39032349,29.39032349,4.113509043,61.47396511,2.592080602,4.216550206,1.521428441,-314.9171298,68.05610648,5.128198711,-0.010922564,0,0,1,0,52680.58368,-,0,0,0,#DIV/0!,-1,RECT-381-20220725-11_28_41,10409.2,851.4014,1286.74,0.338326779,0.5,1261.134901,42.72919737,213.3378546,0.03467448,9.757227188,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.338326779,#DIV/0!,#DIV/0!,#DIV/0!,1499.91,1261.134901,0.840807049,0.161157604,6,0.5,0: Broadleaf,2,1658766528,999.806,1049.66,25.6988,18.7434,964.635,21.916,600.178,100.764,0.099877,29.8198,30.0438,999.9,0,0,9979.38,0,1732.54,,
43,1658766680,6556.5,20220725 11:31:19,11:31:19 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658766680,0.00661998,6.619980222,43.17042267,A_1200,1200.694,1001.373653,101.0026503,121.1069173,0.433254649,2.944130212,0.400696829,0.253156518,241.7219021,29.42056543,29.42056543,4.120692229,59.86575004,2.509065043,4.191152772,1.611627187,-291.9411278,46.70207232,3.512028779,-0.005124614,0,0,1,0,52838.25977,-,0,0,0,#DIV/0!,-1,RECT-382-20220725-11_31_13,10408.8,851.75688,1279.54,0.334325711,0.5,1261.134901,43.17042267,210.814911,0.035024344,9.54552385,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.334325711,#DIV/0!,#DIV/0!,#DIV/0!,1499.91,1261.134901,0.840807049,0.161157604,6,0.5,0: Broadleaf,2,1658766680,1200.694,1251.79,24.8757,18.4233,1162.58,21.5837,600.27,100.764,0.100098,29.7148,29.9377,999.9,0,0,10006.9,0,1743.51,,
44,1658766801,6678,20220725 11:33:21,11:33:21 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658766801,0.007017044,7.017044222,43.48334526,A_1500,1494.968,1310.335927,132.1597059,150.7815875,0.499238157,2.938320896,0.456454895,0.288822063,241.7394581,29.41787255,29.41787255,4.120052163,62.18459893,2.621366272,4.215458999,1.498685891,-309.4516502,62.95678231,4.746056218,-0.009353609,0,0,1,0,52653.42246,-,0,0,0,#DIV/0!,-1,RECT-383-20220725-11_33_14,10407.9,852.6995769,1266.95,0.32696667,0.5,1261.227301,43.48334526,206.1896455,0.035269888,9.270419855,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.32696667,#DIV/0!,#DIV/0!,#DIV/0!,1500.02,1261.227301,0.84080699,0.16115749,6,0.5,0: Broadleaf,2,1658766801,1494.968,1548.93,25.9903,19.1571,1456.21,22.1852,600.129,100.759,0.100408,29.8153,30.0271,999.9,0,0,9974.38,0,1749.14,,
45,1658766954,6831,20220725 11:35:54,11:35:54 AM,7 25 11,28.05,2.0775,none,Carlos,13,49,35.7,36.4,36,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-615,1658766954,0.007256449,7.25644857,39.75756994,A_2000,2000.056,1817.569911,183.3162796,201.7214428,0.508375146,2.946116128,0.464192146,0.293769094,241.7619431,29.30735158,29.30735158,4.093857251,61.12396389,2.569284336,4.203399407,1.524572915,-320.0093819,72.76817766,5.466836805,-0.012424385,0,0,1,0,52886.49734,-,0,0,0,#DIV/0!,-1,RECT-384-20220725-11_35_47,10408,875.52936,1231.12,0.288835077,0.5,1261.337401,39.75756994,182.1592426,0.03231298,8.938670373,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.288835077,#DIV/0!,#DIV/0!,#DIV/0!,1500.15,1261.337401,0.84080752,0.161158513,6,0.5,0: Broadleaf,2,1658766954,2000.056,2054.32,25.4743,18.4036,1958.14,21.7055,600.076,100.758,0.0998974,29.7655,29.9765,999.9,0,0,10018.8,0,1755.24,,
1,1658845265,0,20220726 09:21:04,9:21:04 AM,7 26 9,22.675,0.6775,none,Carlos,15,50,40.2,39.3,39.7,fg,30,LC-102 7,7,small,10,LCOR-390,1658845265,0.005958214,5.958214116,31.37161293,A_410,410.482,269.3853998,27.16210468,41.38886168,0.403295136,2.941004744,0.374898526,0.23669607,241.730007,30.14152682,30.14152682,4.295206682,63.54382987,2.748703915,4.325681849,1.546502767,-262.7572425,19.54563449,1.480697892,-0.000903132,0,0,1,0,52651.86326,-,0,0,0,#DIV/0!,-1,RECT-385-20220726-09_21_06,10371.2,2.338419231,1.35,-0.732162393,0.5,1261.1391,31.37161293,-461.6793108,0.025668551,-28.52371343,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.732162393,#DIV/0!,#DIV/0!,#DIV/0!,1499.91,1261.1391,0.840809849,0.161163008,6,0.5,0: Broadleaf,2,1658845265,410.482,444.286,27.2608,21.4673,383.3,23.7118,600.237,100.73,0.0999065,30.2648,29.9743,999.9,0,0,9992.5,0,1018.37,,
2,1658845526,261,20220726 09:25:25,9:25:25 AM,7 26 9,22.675,0.6775,none,Carlos,15,50,40.2,39.3,39.7,fg,30,LC-102 7,7,small,10,LCOR-390,1658845526,0.005955043,5.955042608,31.34188428,A_400a,400.013,265.1634971,26.73746639,40.33486608,0.422231809,2.941405252,0.391219662,0.247108523,241.730586,30.14146559,30.14146559,4.295191593,65.06674467,2.814435151,4.325458674,1.480756442,-262.617379,19.41528618,1.470615968,-0.00089088,0,0,1,0,52663.61337,-,0,0,0,#DIV/0!,-1,RECT-386-20220726-09_25_27,10375.6,2.348161538,1.59,-0.476831156,0.5,1261.1394,31.34188428,-300.6752792,0.025644972,-18.59355339,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.476831156,#DIV/0!,#DIV/0!,#DIV/0!,1499.91,1261.1394,0.840810049,0.161163394,6,0.5,0: Broadleaf,2,1658845526,400.013,433.724,27.9116,22.125,373.384,24.1871,600.231,100.734,0.0998881,30.2639,30.0077,999.9,0,0,9994.38,0,1042.08,,
3,1658845646,381.5,20220726 09:27:26,9:27:26 AM,7 26 9,22.675,0.6775,none,Carlos,15,50,40.2,39.3,39.7,fg,30,LC-102 7,7,small,10,LCOR-390,1658845646,0.006058088,6.058088185,21.97442759,A_300,301.095,206.1615919,20.78853296,30.36124854,0.423212022,2.943518407,0.39208201,0.247657075,241.73697,30.40999521,30.40999521,4.361818012,65.0030297,2.859580993,4.399150326,1.502237019,-267.161689,23.62984394,1.793554805,-0.001320229,0,0,1,0,52673.15816,-,0,0,0,#DIV/0!,-1,RECT-387-20220726-09_27_27,10374.7,2.404536,1.78,-0.350862921,0.5,1261.173,21.97442759,-221.2494216,0.018216714,-19.26049457,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.350862921,#DIV/0!,#DIV/0!,#DIV/0!,1499.95,1261.173,0.840810027,0.161163352,6,0.5,0: Broadleaf,2,1658845646,301.095,324.881,28.3587,22.4755,276.872,24.6306,600.315,100.736,0.10011,30.5589,30.4055,999.9,0,0,10006.2,0,1053.61,,
