SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
56,11:29:59,8/15/22,Auto gsw+F,LI-COR Default,,56,LCOR-336,12,0.514875,2.916675,0.437622,9.226626,2.037575,1.778865,4.104368,2.066794,17.595146,20.154102,40.597214,0.441786,PSF-00336_20220815112959,0,0,0,145.300629,293.800079,0.505444,0.5,0.8,369.479218,50.67,44.24,29,29.35,101.1,156.1,154.7,0.9,1827,3.994,11:27:41,8/15/22,-0.46,0,0,0.017,-3.397,-4.557,-0.47,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,259.829529,25,-25.020596,253.172989,258.055939,-4.88295,2.456506,2.453536,1.656559,0.926096,0.232696,0.003512,0.430544,1.771263,145.300629,0.0021,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815112959,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
57,11:31:04,8/15/22,Auto gsw+F,LI-COR Default,,57,LCOR-412,11,0.594874,2.916469,0.494093,11.076135,2.147547,1.837252,4.341324,2.193777,18.171497,21.240498,42.93824,0.441786,PSF-00336_20220815113104,0,0,0,172.487854,271.858307,0.365523,0.5,0.8,299.902679,53.04,45.37,29.12,30.33,101.11,156.1,155.1,0.6,2051,3.992,11:27:41,8/15/22,-0.46,-0.003,-0.003,0.016,-1.062,-0.736,-4.832,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,254.303818,25,-12.71371,252.679108,253.695648,-1.016541,2.458032,2.456719,1.656341,0.926979,0.231584,0.014076,0.432591,1.975001,172.487854,0.002068,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815113104,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
58,11:32:14,8/15/22,Auto gsw+F,LI-COR Default,,58,LCOR-509,11,0.237058,2.916952,0.219241,5.440513,1.920977,1.76826,4.352298,2.431322,17.487871,18.998219,43.043694,0.441786,PSF-00336_20220815113214,0,0,0,157.526489,241.462311,0.347615,0.5,0.8,259.728088,47.08,43.34,29.25,30.37,101.11,156.1,154.8,0.8,1868,3.991,11:27:41,8/15/22,-0.46,-0.001,-0.001,0.013,-5.436,-3.247,3.75,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,211.468582,25,-26.180864,194.402939,204.060623,-9.657684,2.455209,2.448545,1.656852,0.926341,0.230391,0.01301,0.434528,1.808089,157.526489,0.002021,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815113214,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
59,11:33:14,8/15/22,Auto gsw+F,LI-COR Default,,59,LCOR-549,11,0.658523,2.91657,0.537225,11.767214,2.107165,1.777395,4.252164,2.144999,17.579126,20.840685,42.055561,0.441786,PSF-00336_20220815113314,0,0,0,145.942215,226.693039,0.356212,0.5,0.8,293.596497,51.33,43.3,29.35,29.97,101.11,156.1,154.5,1,2061,3.99,11:27:41,8/15/22,-0.46,-0.003,-0.001,0.008,-0.807,-2.177,-6.197,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,210.692886,25,-11.723102,208.306427,209.945541,-1.639114,2.455129,2.45434,1.656448,0.925446,0.229434,0.006678,0.436393,1.983522,145.942215,0.002072,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815113314,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
60,11:34:07,8/15/22,Auto gsw+F,LI-COR Default,,60,LCOR-466,10,0.624979,2.917676,0.514723,11.466295,2.097496,1.776337,4.2793,2.181804,17.564934,20.740643,42.314945,0.441786,PSF-00336_20220815113407,0,0,0,159.999496,233.651321,0.315221,0.5,0.8,253.893219,50.95,43.15,29.4,30.08,101.13,156.2,155.5,0.4,2014,3.989,11:27:41,8/15/22,-0.46,0,-0.001,0.003,-1.673,-3.921,-11.081,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,220.791931,25,-9.530265,218.640442,220.036499,-1.396057,2.45491,2.453805,1.657618,0.928097,0.228981,0.007431,0.438029,1.940775,159.999496,0.002117,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815113407,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
61,11:34:58,8/15/22,Auto gsw+F,LI-COR Default,,61,LCOR-547,10,0.510988,2.915138,0.434777,9.996983,2.029555,1.7488,4.282285,2.25273,17.292767,20.06897,42.34478,0.441786,PSF-00336_20220815113458,0,0,0,133.391266,174.029495,0.233513,0.5,0.8,186.432129,49.1,42.31,29.47,30.09,101.13,155.9,155.4,0.3,1996,3.988,11:27:41,8/15/22,-0.46,-0.005,-0.003,0.007,-1.346,-3.544,-10.628,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,168.559677,25,-4.170403,167.994263,168.071701,-0.077438,2.453732,2.451257,1.654937,0.927786,0.228344,0.006709,0.439621,1.924685,133.391266,0.002596,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815113458,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
62,11:35:48,8/15/22,Auto gsw+F,LI-COR Default,,62,LCOR-598,11,0.636356,2.917539,0.522411,10.937414,2.073248,1.766845,4.12532,2.052072,17.473831,20.50412,40.798809,0.441786,PSF-00336_20220815113548,0,0,0,126.845955,235.37175,0.461082,0.5,0.8,329.840851,49.98,42.59,29.54,29.44,101.11,156.2,154.8,0.9,1788,3.951,11:27:41,8/15/22,-0.46,0.001,-0.001,0.016,-2.728,-3.692,-3.892,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,208.330032,25,-20.162422,201.384903,206.567947,-5.183044,2.454108,2.45244,1.657473,0.926275,0.22778,-0.002067,0.441052,1.735656,126.845955,0.002145,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815113548,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
63,12:08:11,8/15/22,Auto gsw+F,LI-COR Default,,63,LCOR-599,10,0.659256,2.916139,0.537698,15.874149,2.0957,1.650728,4.975651,2.879951,16.329777,20.731647,49.221474,0.441786,PSF-00336_20220815120811,0,0,0,117.65313,191.188736,0.384623,0.5,0.8,313.222931,39.1,30.8,34.06,32.73,101.09,156,154.7,0.9,2036,3.949,12:06:38,8/15/22,-0.37,0.001,0.002,0.012,-1.001,-2.709,-7.896,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,171.580917,25,-14.743269,166.033752,170.126663,-4.092911,2.436582,2.436204,1.655993,0.925985,0.190762,-0.017935,0.486671,1.961082,117.65313,0.002314,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815120811,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
64,12:09:06,8/15/22,Auto gsw+F,LI-COR Default,,64,LCOR-316,11,0.382923,2.918401,0.338508,10.621314,1.980925,1.683396,5.042387,3.061462,16.653725,19.59716,49.884003,0.441786,PSF-00336_20220815120906,0,0,0,115.17012,174.394547,0.3396,0.5,0.8,276.023895,37.37,31.76,33.86,32.97,101.08,156.3,153.2,2,2032,3.948,12:06:38,8/15/22,-0.37,0.002,0.004,0.021,-0.513,-1.93,-6.282,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,160.719391,25,-10.360332,157.150986,159.593887,-2.442902,2.437998,2.433819,1.658387,0.922204,0.192245,-0.01239,0.487727,1.957502,115.17012,0.002283,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815120906,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
65,12:09:45,8/15/22,Auto gsw+F,LI-COR Default,,65,LCOR-100,10,0.461355,2.916241,0.398337,8.591516,1.867479,1.626139,3.984417,2.116939,16.088322,18.47603,39.420113,0.441786,PSF-00336_20220815120945,0,0,0,96.172569,326.402191,0.705356,0.5,0.8,40.921757,35.53,30.94,33.71,28.84,101.08,156,153.1,1.9,145,3.947,12:06:38,8/15/22,-0.37,0.003,0.001,0.012,-0.12,0.031,0.588,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,302.573914,25,-15.975599,306.635498,303.57962,3.055878,2.436844,2.431245,1.6561,0.921954,0.193384,-0.061679,0.488694,0.238879,96.172569,0.002326,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815120945,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
66,12:10:28,8/15/22,Auto gsw+F,LI-COR Default,,66,LCOR-304,11,0.890634,2.916896,0.682302,12.731265,2.109422,1.752797,3.939271,1.829849,17.33885,20.866619,38.967667,0.441786,PSF-00336_20220815121028,0,0,0,100.955841,324.777924,0.689154,0.5,0.8,510.564758,40.53,33.68,33.53,28.64,101.09,156.1,155,0.7,1852,3.946,12:06:38,8/15/22,-0.37,0.004,0.001,0.015,-0.001,0.525,0.67,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,285.929565,25,-26.802959,287.388672,286.487518,0.901154,2.440803,2.438316,1.656792,0.926837,0.194723,-0.061809,0.489487,1.793709,100.955841,0.002272,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815121028,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
67,12:11:09,8/15/22,Auto gsw+F,LI-COR Default,,67,LCOR-494,11,0.697209,2.920018,0.562824,15.284532,2.111472,1.684402,4.76334,2.651868,16.662806,20.887569,47.120964,0.441786,PSF-00336_20220815121109,0,0,0,171.534424,275.368744,0.377074,0.5,0.8,311.219971,40.89,32.62,33.39,31.96,101.09,156.5,154.5,1.3,2063,3.945,12:06:38,8/15/22,-0.37,0.002,0.004,-9999,-1.785,-3.728,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,256.087646,25,-13.543777,254.754776,256.020264,-1.265488,2.439321,2.438852,1.660107,0.925549,0.195802,-0.019126,0.490302,1.986112,171.534424,0.002223,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815121109,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
68,12:11:47,8/15/22,Auto gsw+F,LI-COR Default,,68,LCOR-439,11,0.814261,2.917454,0.636589,16.234167,2.146578,1.692241,4.637844,2.491266,16.74127,21.236004,45.881996,0.441786,PSF-00336_20220815121147,0,0,0,133.742813,251.905502,0.469075,0.5,0.8,377.004517,41.89,33.02,33.25,31.49,101.08,156.2,155.5,0.4,2009,3.945,12:06:38,8/15/22,-0.37,0.001,0.001,-0.004,-0.627,-2.244,-6.671,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,222.786789,25,-20.738909,218.076111,222.278137,-4.202026,2.439921,2.440268,1.657383,0.928011,0.196844,-0.023291,0.491375,1.936844,133.742813,0.002231,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815121147,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
69,12:12:26,8/15/22,Auto gsw+F,LI-COR Default,,69,LCOR-378,12,0.793459,2.919353,0.62389,13.736393,1.989735,1.605297,4.147568,2.157833,15.882276,19.685778,41.034657,0.441786,PSF-00336_20220815121226,0,0,0,119.789597,238.676422,0.498109,0.5,0.8,341.31781,39.11,31.55,33.13,29.53,101.07,156.4,155.1,0.8,1713,3.943,12:06:38,8/15/22,-0.37,0,0.001,0.016,0.908,2.443,0.679,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,208.869339,25,-21.342758,203.269241,208.186401,-4.91716,2.437833,2.436419,1.659399,0.927055,0.197829,-0.045804,0.492161,1.66704,119.789597,0.002241,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815121226,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
70,12:13:31,8/15/22,Auto gsw+F,LI-COR Default,,70,LCOR-1239,10,0.660417,2.916644,0.538487,14.390417,2.084271,1.681002,4.695121,2.61085,16.629225,20.618538,46.446224,0.441786,PSF-00336_20220815121331,0,0,0,223.617905,323.64798,0.309071,0.5,0.8,243.02507,41.43,33.42,32.92,31.7,101.09,156.1,155.3,0.5,1966,3.942,12:06:38,8/15/22,-0.37,-0.001,0.001,0.01,-2.483,-4.228,-10.18,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,313.592804,25,-6.875875,315.903778,313.825195,2.078583,2.440543,2.43971,1.656526,0.927451,0.199397,-0.016397,0.493308,1.897204,223.617905,0.00223,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815121331,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
71,12:14:34,8/15/22,Auto gsw+F,LI-COR Default,,71,LCOR-371,12,0.578846,2.916665,0.482991,13.683456,2.005223,1.621447,4.773214,2.767991,16.03928,19.835581,47.216423,0.441786,PSF-00336_20220815121434,0,0,0,120.579956,210.147781,0.426214,0.5,0.8,350.260681,40.23,32.53,32.76,31.99,101.09,156.1,155.3,0.5,2054,3.941,12:06:38,8/15/22,-0.37,-0.001,0,0.004,-0.837,-2.988,-11.293,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,185.702209,25,-18.077221,179.52597,184.322876,-4.796906,2.439301,2.438066,1.656548,0.927653,0.200667,-0.010686,0.494752,1.978008,120.579956,0.002269,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815121434,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
72,12:15:22,8/15/22,Auto gsw+F,LI-COR Default,,72,-,-,0.641604,2.919132,0.525994,14.052622,1.987672,1.594268,4.600281,2.612608,15.771594,19.663424,45.509148,0.441786,PSF-00336_20220815121522,0,0,0,196.429962,289.624329,0.321777,0.5,0.8,253.214188,40.22,32.26,32.61,31.34,101.08,156.4,155.3,0.7,1967,3.94,12:06:38,8/15/22,-0.37,0,0.002,0.007,-3.544,-4.914,-10.05,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,278.138641,25,-7.89932,279.78479,278.339447,1.445343,2.438936,2.438082,1.659164,0.927606,0.201852,-0.016925,0.495832,1.898606,196.429962,0.002215,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815121522,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
73,12:16:21,8/15/22,Auto gsw+F,LI-COR Default,,73,LCOR-234,13,0.789694,2.917763,0.621488,11.25289,2.039781,1.724587,3.817,1.777219,17.061138,20.179316,37.761135,0.441786,PSF-00336_20220815121621,0,0,0,102.612015,346.54953,0.703904,0.5,0.8,529.933838,41.67,35.23,32.44,28.1,101.08,156.2,154.8,0.9,1882,3.939,12:06:38,8/15/22,-0.37,0.001,-0.004,0.026,0.152,0.601,-4.843,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,307.69516,25,-26.728161,309.690002,308.365997,1.324005,2.443207,2.440143,1.65771,0.926229,0.203197,-0.054557,0.497114,1.821016,102.612015,0.002252,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815121621,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
74,12:17:34,8/15/22,Auto gsw+F,LI-COR Default,,74,-,-,0.402358,2.915498,0.353564,8.103991,1.930951,1.703309,4.17779,2.246839,16.851055,19.103148,41.331413,0.441786,PSF-00336_20220815121734,0,0,0,105.803131,324.645966,0.674097,0.5,0.8,29.686716,39.7,35.02,32.33,29.66,101.08,155.9,154.9,0.6,110,3.938,12:06:38,8/15/22,-0.37,0.003,-0.002,0.004,-0.158,0.869,15.439,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,297.862183,25,-18.429314,298.842773,298.318054,0.524719,2.44293,2.437418,1.655317,0.926675,0.204102,-0.034171,0.498822,0.207054,105.803131,0.002354,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815121734,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
75,12:18:14,8/15/22,Auto gsw+F,LI-COR Default,,75,-,-,0.73218,2.916586,0.585257,14.406167,2.056211,1.652397,4.464056,2.407846,16.347418,20.342405,44.163597,0.441786,PSF-00336_20220815121814,0,0,0,151.863815,271.750397,0.441164,0.5,0.8,363.546478,42.43,34.1,32.26,30.82,101.08,156.1,154.4,1.1,2060,3.936,12:17:55,8/15/22,-0.51,0,0.001,0.006,-0.408,-1.359,-9.041,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,242.982391,25,-21.249718,237.488144,241.393295,-3.905151,2.441639,2.441443,1.656464,0.925184,0.204642,-0.019063,0.499551,1.983165,151.863815,0.002324,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815121814,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
76,12:18:54,8/15/22,Auto gsw+F,LI-COR Default,,76,LCOR-461,10,0.45433,2.917624,0.393115,11.17333,1.977724,1.664557,4.754814,2.77709,16.468781,19.567184,47.043129,0.441786,PSF-00336_20220815121854,0,0,0,126.075981,227.816345,0.446589,0.5,0.8,361.030823,40.98,34.49,32.19,31.92,101.07,156.2,154.4,1.1,2021,3.936,12:17:55,8/15/22,-0.51,0.005,0.003,-0.009,-6.071,-4.875,4.387,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,201.616638,25,-22.804043,189.320679,195.238754,-5.918076,2.442209,2.439438,1.657564,0.925424,0.205219,-0.004296,0.500013,1.947545,126.075981,0.0023,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815121854,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
77,12:19:38,8/15/22,Auto gsw+F,LI-COR Default,,77,LCOR-519,10,0.592275,2.917233,0.492321,9.530151,1.908238,1.640867,3.809372,1.901134,16.234951,18.880362,37.69043,0.441786,PSF-00336_20220815121938,0,0,0,106.655716,333.848053,0.680526,0.5,0.8,210.066238,39.77,34.19,32.09,28.07,101.07,156.1,155.1,0.7,772,3.934,12:17:55,8/15/22,-0.51,0,0.001,0.006,-2.264,2.73,3.018,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,291.194916,25,-29.690863,289.869904,291.432037,-1.562134,2.441806,2.437763,1.65715,0.92706,0.206032,-0.05052,0.500978,0.809646,106.655716,0.002368,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815121938,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
78,12:21:15,8/15/22,Auto gsw+F,LI-COR Default,,78,LCOR-490,12,0.706012,2.918048,0.568472,13.830084,2.117763,1.730826,4.496175,2.378413,17.125149,20.953579,44.486084,0.441786,PSF-00336_20220815122115,0,0,0,169.43013,304.219727,0.443067,0.5,0.8,344.13559,44.42,36.31,31.97,30.94,101.07,156.2,155.5,0.5,1942,3.933,12:17:55,8/15/22,-0.51,0.002,0.003,0.018,-0.082,-1.975,0.479,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,278.938293,25,-17.95499,276.683441,278.569427,-1.885986,2.444823,2.444264,1.658013,0.928121,0.206974,-0.013861,0.503159,1.875353,169.43013,0.002757,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815122115,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
79,12:22:30,8/15/22,Auto gsw+F,LI-COR Default,,79,-,-,0.527025,2.917067,0.446378,11.200293,1.936266,1.622089,4.392836,2.45657,16.049324,19.157866,43.463734,0.441786,PSF-00336_20220815122230,0,0,0,127.026558,210.913528,0.397732,0.5,0.8,326.487274,40.9,34.27,31.85,30.53,101.07,156.1,149.9,4,2052,3.932,12:17:55,8/15/22,-0.51,0,0,-0.001,-1.51,-3.162,-10.745,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,191.711075,25,-13.658709,189.172623,191.400848,-2.228226,2.441954,2.439408,1.656973,0.91413,0.207984,-0.01735,0.505922,1.975906,127.026558,0.002742,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815122230,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
80,12:23:23,8/15/22,Auto gsw+F,LI-COR Default,,80,-,-,0.323316,2.916474,0.291051,8.585925,1.83589,1.594689,4.720712,2.884822,15.77811,18.164583,46.707466,0.441786,PSF-00336_20220815122323,0,0,0,133.034698,192.002686,0.307121,0.5,0.8,255.004471,39.18,34.03,31.67,31.8,101.07,156.1,154.2,1.2,2076,3.931,12:17:55,8/15/22,-0.51,0,0,0.006,-1.98,-3.689,-10.477,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,180.464752,25,-8.238645,179.253464,180.233047,-0.979584,2.441651,2.437029,1.656347,0.924857,0.209447,0.000661,0.506813,1.997387,133.034698,0.002463,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815122323,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
81,12:23:56,8/15/22,Auto gsw+F,LI-COR Default,,81,-,-,0.468004,2.916841,0.403295,8.333109,1.853039,1.619069,3.881972,2.028933,16.02067,18.3358,38.412071,0.441786,PSF-00336_20220815122356,0,0,0,113.4814,403.583435,0.718816,0.5,0.8,521.961243,39.81,34.78,31.55,28.39,101.06,156.1,154,1.3,1815,3.93,12:17:55,8/15/22,-0.51,0.002,0.003,0.003,-1.535,-2.407,-13.297,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,380.903015,25,-16.999044,388.014435,379.298798,8.715637,2.442742,2.437938,1.656735,0.924361,0.21041,-0.039886,0.506982,1.7602,113.4814,0.002523,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815122356,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
82,12:24:45,8/15/22,Auto gsw+F,LI-COR Default,,82,LCOR-155,11,0.523993,2.917927,0.444221,11.599817,1.90539,1.580161,4.461158,2.555768,15.636223,18.854465,44.144638,0.441786,PSF-00336_20220815122445,0,0,0,178.595428,274.128876,0.348498,0.5,0.8,287.627808,41.35,34.29,31.37,30.8,101.06,156.2,155.3,0.6,2063,3.929,12:17:55,8/15/22,-0.51,-0.001,0,-0.006,-2.295,-3.631,-11.945,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,259.222992,25,-10.453373,259.701141,259.195312,0.505829,2.442078,2.440138,1.657884,0.927613,0.211891,-0.008052,0.507493,1.986065,178.595428,0.002538,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815122445,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
83,12:25:59,8/15/22,Auto gsw+F,LI-COR Default,,83,-,-,0.538717,2.917387,0.454745,11.612777,1.928402,1.602773,4.427747,2.499345,15.861187,19.083643,43.81739,0.441786,PSF-00336_20220815122559,0,0,0,155.096771,266.775818,0.418625,0.5,0.8,289.290985,42.33,35.18,31.17,30.67,101.05,156.2,155.1,0.7,1728,3.927,12:17:55,8/15/22,-0.51,0.001,0.002,0,-2.53,-3.572,-13.561,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,249.182938,25,-12.181007,248.657578,249.374176,-0.716599,2.443382,2.441547,1.657312,0.927062,0.21356,-0.007187,0.508725,1.680299,155.096771,0.002693,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815122559,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
84,12:27:06,8/15/22,Auto gsw+F,LI-COR Default,,84,LCOR-102,12,0.794412,2.917298,0.624385,10.930416,1.936116,1.629646,3.656003,1.719887,16.128366,19.161444,36.182907,0.441786,PSF-00336_20220815122706,0,0,0,98.607658,347.613129,0.716329,0.5,0.8,585.360596,42.68,35.92,31.1,27.36,101.04,156.2,155.3,0.5,2043,3.926,12:17:55,8/15/22,-0.51,0.009,0.003,0.014,0.335,0.188,-2.486,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,302.875397,25,-30.747147,301.027191,303.68811,-2.660919,2.444454,2.442057,1.657218,0.927635,0.214199,-0.046587,0.509492,1.967466,98.607658,0.002987,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815122706,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
