obs,time,elapsed,date,hhmmss,averaging,SPAD,Midday_WP,ID,Leaf,Response_curve,A,Ca,Qin,TIME,E,Emm,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
82,1692987730,9206.6,20230825 11:22:10,11:22:10,5,,,LCOR-303,3,CO2,21.10486544,1177.41429,1500.017419,1692987722,0.001294171,1.294170857,814.0128815,82.18235926,118.8711953,0.100188951,2.944338757,0.098332812,0.06162191,241.7402028,30.21311644,29.48764839,4.136665085,70.42713703,2.853925668,4.052309647,1.282739417,-57.07293478,-56.64695716,-4.248683022,123.7716278,21.10486544,1.294170857,21.36077472,1233.298642,1211.475515,-0.029009215,67.14801739,1.306062612,26.97672297,28.24635818,-9.21E-05,78.55,0,0,1,0,52948.46989,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.225732,21.10486544,#DIV/0!,0.016733615,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.225732,0.840807391,0.161158264,6,0.5,0: Broadleaf,2,FALSE,1692987722,1177.41429,1200.042581,28.26801613,27.01044839,1175.66129,27.94901613,600.0092903,100.8595161,0.100015497,29.13078387,29.48764839,999.9,0,0,9998.60871,0,928.6708387,1500.017419,0.972995839,0.027004455,0,634.1230968,5.00022,10602.93226,14099.36129,35.36887097,38.562,35.69106452,37.058,37.437,1454.647419,40.37,0,1692987732,0,634.1096538,-1.800102561,-25.27521367,10602.60385,15,1692987753,11:22:33,1692987753,1692987751,83,-0.027,0.008,1.753,0.319,1200,27,0.33,0.17,100,100,1.753,0.319,-0.959127271,0.000439478,2.00E-06,-3.80E-10,0.31127,0,0,0,23,2006,0,18,1.3,1.3,2.59155,2.64038,1.39771,2.26685,1.39526,2.51709,42.5904,14.3509,18,614.339,334.708,26.9994,32.6305,29.9997,32.3161,32.6602,51.8884,2.29136,87.8903,27,1200,26.9494,97.8211,92.2806
83,1692987829,9305.6,20230825 11:23:49,11:23:49,5,,,LCOR-303,3,CO2,22.14802739,1475.942355,1499.984516,1692987821,0.001306579,1.306578731,1084.267987,109.4650632,149.0075564,0.098859729,2.944763519,0.097052291,0.06081732,241.7349514,30.25108033,29.54875161,4.151261076,69.89543833,2.83916173,4.062012913,1.312099346,-57.62012206,-59.78676064,-4.485810798,119.8422579,22.14802739,1.306578731,22.6182463,1541.327066,1518.308788,-0.049880303,67.14361145,1.271648312,26.84406661,28.09954121,-0.003724329,78.55,0,0,1,0,52953.44216,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.198093,22.14802739,#DIV/0!,0.017561101,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.198093,0.840807408,0.161158298,6,0.5,0: Broadleaf,2,FALSE,1692987821,1475.942355,1500.01871,28.12232581,26.85249677,1472.729355,27.79832581,600.0026774,100.8576129,0.099959019,29.17216129,29.54875161,999.9,0,0,10001.21226,0,933.1706774,1499.984516,0.972996935,0.027003355,0,633.1316774,5.00022,10583.63226,14099.06452,35.36680645,38.562,35.687,37.09045161,37.411,1454.614516,40.37,0,1692987831,0,633.1824,3.774769254,35.14615389,10584.112,15,1692987859,11:24:18,1692987850,1692987859,84,0.345,0.005,3.213,0.324,1500,27,0.57,0.23,100,100,3.213,0.324,-0.986268413,0.000439478,2.00E-06,-3.80E-10,0.31899,0,0,0,23,2006,0,18,1.3,1.3,3.10303,2.63916,1.39771,2.26562,1.39526,2.66968,42.6974,14.3334,18,614.452,334.738,26.9999,32.5954,29.9999,32.299,32.6437,62.1391,2.96177,85.6311,27,1500,26.8036,97.8305,92.2975
84,1692987935,9411.1,20230825 11:25:34,11:25:34,5,,,LCOR-303,3,CO2,22.99982478,1974.498,1500.00129,1692987927,0.001267801,1.267800588,1551.38986,156.6225526,199.3379774,0.096918995,2.944539952,0.095181024,0.059641694,241.7381304,30.18775258,29.46626452,4.131567607,70.04630425,2.833226359,4.044790641,1.298341248,-55.91000595,-58.35555562,-4.375371984,123.0971968,22.99982478,1.267800588,23.22139232,2055.229823,2031.025758,0.076405577,67.14148682,1.279865279,26.81139981,28.0563503,-0.000196264,78.55,0,0,1,0,52959.83944,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.212444,22.99982478,#DIV/0!,0.018236281,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.212444,0.840807573,0.161158615,6,0.5,0: Broadleaf,2,FALSE,1692987927,1974.498,2000.000323,28.06389355,26.83170968,1968.95,27.74389355,600.0181613,100.8562258,0.100056465,29.09866129,29.46626452,999.9,0,0,10000.07871,0,941.9631935,1500.00129,0.972993258,0.027006929,0,628.1315484,5.00022,10503.07742,14099.20323,35.24593548,38.437,35.562,36.98983871,37.278,1454.624194,40.37870968,0,1692987936,0,628.1786538,10.7848547,160.3384615,10503.58846,15,1692987968,11:26:07,1692987968,1692987958,85,0.391,-0.004,5.548,0.32,2001,27,0.41,0.25,100,100,5.548,0.32,-0.641000148,0.000439478,2.00E-06,-3.80E-10,0.323942857,0,0,0,23,2006,0,18,1.4,1.3,3.89893,2.61841,1.39771,2.26562,1.39526,2.57935,42.6974,14.2984,18,615.294,334.888,27,32.5277,29.9998,32.2511,32.5954,78.0587,3.2858,83.7559,27,2000,26.7514,97.847,92.3123
85,1692988315,9791.6,20230825 11:31:55,11:31:55,5,,,LCOR-502,9,Q,1.163131682,409.7855333,1500.000333,1692988307,-0.000593566,-0.593565722,442.1771873,44.63988531,41.36979413,-0.044639401,2.944383112,-0.045018839,-0.028102416,241.7376496,30.74629544,29.68686333,4.184417942,71.3780614,2.900050578,4.062943881,1.284367364,26.17624836,-81.07310369,-6.088005659,180.7527886,1.163131682,-0.593565722,0.438748266,422.9939403,422.7444727,-0.045108782,67.13682533,-0.43014672,29.49402054,28.89038667,0.03539181,78.55,0,0,1,0,52941.70201,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.21147,1.163131682,#DIV/0!,0.000922234,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.21147,0.84080746,0.161158397,6,0.5,0: Broadleaf,2,FALSE,1692988307,409.7855333,410.7054333,28.72624333,29.30276,410.5025333,28.32624333,599.9980667,100.8547,0.100045263,29.17612667,29.68686333,999.9,0,0,9999.338333,0,1379.424667,1500.000333,0.972995833,0.027003943,0,513.9198333,5.00022,8751.957667,14099.2,35.49993333,38.812,35.7872,37.3288,37.562,1454.627333,40.373,0,1692988317,0,513.9382308,-7.23275213,-114.5131623,8752.087308,15,1692988334,11:32:14,1692988334,1692988334,86,-0.957,0.08,-0.717,0.4,410,30,0.73,0.51,100,100,-0.717,0.4,-0.250830752,0.000439478,2.00E-06,-3.80E-10,0.32002381,0,0,0,23,2006,0,18,5.8,6,1.09375,2.64282,1.39771,2.27539,1.39526,2.62329,42.271,14.1933,18,612.628,334.649,27.0009,32.6561,30.0002,32.3704,32.7206,21.9267,0,100,27,410.615,34.1076,97.834,92.2662
86,1692988404,9880.6,20230825 11:33:24,11:33:24,5,,,LCOR-502,9,Q,0.321588738,411.0183636,1000.013273,1692988401,0.000135972,0.135972101,358.0900338,36.14921898,41.49233832,0.011322823,2.943927739,0.011298685,0.007063842,161.906537,29.97440525,29.31606364,4.095916837,72.43272801,2.923285917,4.035863342,1.17263092,-5.996369656,-40.56849389,-3.039525454,112.302148,0.321588738,0.135972101,1.881119503,423.5656111,422.6963939,-0.237960257,67.04273078,-0.170715293,28.82368824,29.08299091,-0.08115366,78.31769841,12,2,1,0,52948.78647,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,841.2051484,0.321588738,#DIV/0!,0.000382295,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,841.2051484,0.841193983,0.161904388,6,0.5,0: Broadleaf,2,FALSE,1692988401,411.0183636,411.3956364,28.95773636,28.82577273,411.6880909,28.54264545,600.3229091,100.8529091,0.097174864,29.06045455,29.31606364,999.9,0,0,9996.927273,0,1383.826364,1000.013273,0.960001,0.039999055,0,491.3092727,5.00022,5833.864545,9346.357273,35.17572727,38.937,35.812,37.312,37.437,955.2136364,39.8,0,1692988406,0,491.4184,-1.287692298,-30.05384615,5835.7664,15,1692988399,11:33:18,1692988396,1692988399,87,0.046,-0.041,-0.669,0.359,411,29,0.82,0.26,100,100,-0.671,0.3591,-1.162300541,0.000439478,2.00E-06,-3.80E-10,0.35908,0,0,0,23,2006,0,18,0.1,0.1,1.09497,2.6355,1.39771,2.27417,1.39526,2.67822,42.218,14.1846,18,594.64,330.151,27.0002,32.6678,30.0002,32.4117,32.7656,21.9329,3.81136,98.8771,27,411.147,28.2733,97.8356,92.2694
87,1692988497,9973.1,20230825 11:34:56,11:34:56,5,,,LCOR-502,9,Q,1.259276226,409.9795,499.9872667,1692988489,0.000115776,0.11577646,167.0542761,16.86500417,41.38957792,0.008525817,2.944538813,0.008512126,0.005321307,82.09132602,29.51953252,29.14252333,4.055060569,67.56472311,2.728062241,4.037702095,1.326998329,-5.105741866,-11.77789315,-0.881530048,64.32616095,1.259276226,0.11577646,1.060209914,422.5886212,421.4764485,0.005039019,67.10992976,0.19088952,26.89842286,27.07806606,0.001157165,78.55,0,0,1,0,52965.10375,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,421.1775725,1.259276226,#DIV/0!,0.002989894,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,421.1775725,0.842376598,0.164186833,6,0.5,0: Broadleaf,2,FALSE,1692988489,409.9795,411.2862667,27.02249333,26.90984333,410.4678333,26.73655,599.9887667,100.8552667,0.09997114,29.06833,29.14252333,999.9,0,0,10000.16733,0,1391.988667,499.9872667,0.919981933,0.080017997,0,508.6292667,5.00022,3332.945,4592.061667,34.5893,39.01653333,35.687,37.4958,37.0746,455.3786667,39.609,0,1692988498,0,508.66288,2.149000009,-27.20615395,3332.7616,15,1692988471,11:34:30,1692988471,1692988470,88,0.184,-0.073,-0.486,0.286,411,27,1.41,0.12,100,100,-0.488,0.286,-0.978519271,0.000439478,2.00E-06,-3.80E-10,0.28595,0,0,0,23,2006,0,18,0.4,0.5,1.09253,2.63428,1.39771,2.26685,1.39526,2.68188,42.2445,14.1758,18,611.629,330.551,27.001,32.6852,30.0001,32.4,32.7492,21.8989,5.82567,95.8033,27,411.336,27.0387,97.8412,92.3019
88,1692988568,10044.6,20230825 11:36:08,11:36:08,5,,,LCOR-502,9,Q,0.136517387,410.973,249.9673636,1692988565,0.000103222,0.103222235,374.1459034,37.7702734,41.48799286,0.007701217,2.945434302,0.007690048,0.004807282,41.31220828,29.16655726,28.9231,4.003911143,67.1704972,2.693818627,4.010419365,1.310092516,-4.552100568,4.454900619,0.332774044,41.54778237,0.136517387,0.103222235,1.7945671,422.3359486,421.6883636,-0.266466087,67.04258857,0.060090379,26.58225122,26.82200788,-0.034617556,78.31766887,13,2,1,0,53011.49179,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,210.7069984,0.136517387,#DIV/0!,0.000647902,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,210.7069984,0.842938035,0.165270408,6,0.5,0: Broadleaf,2,FALSE,1692988565,410.973,411.1518182,26.68450909,26.58410909,411.3466364,26.36226364,600.4051818,100.8533636,0.097289718,28.95115455,28.9231,999.9,0,0,10005.44818,0,1400.761818,249.9673636,0.900055182,0.099944736,0,639.1706364,5.00022,2350.010909,2258.433636,33.96563636,38.937,35.375,37.36354545,36.67572727,220.4827273,24.48,0,1692988570,0,638.9648846,1.610017095,-0.371623904,2350.745,15,1692988563,11:36:02,1692988560,1692988563,89,0.113,0.005,-0.373,0.291,411,27,0.99,0.42,100,100,-0.375,0.291,-0.865382379,0.000439478,2.00E-06,-3.80E-10,0.291057143,0,0,0,23,2006,0,18,0.1,0.1,1.09009,2.63794,1.39771,2.26685,1.39526,2.47437,42.271,14.1583,18,594.002,326.708,26.9992,32.6822,29.9999,32.4274,32.7821,21.8578,7.4492,93.4864,27,410.973,26.5017,97.8476,92.3151
89,1692988659,10135.1,20230825 11:37:38,11:37:38,5,,,LCOR-502,9,Q,0.25478039,410.1701818,99.96193636,1692988656,7.37E-05,0.073688072,328.5967415,33.17011712,41.40452796,0.005536147,2.946066354,0.005530374,0.003457002,16.50351575,28.89289168,28.73243636,3.9599236,66.8264424,2.659006863,3.978974141,1.300916737,-3.249643996,13.15098566,0.980554525,27.38541194,0.25478039,0.073688072,0.853960186,421.5260349,420.9737333,-0.072260192,67.0419478,0.478198574,26.26825795,26.47249212,0.04981178,78.31516914,10,2,1,0,53053.51551,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,84.25278857,0.25478039,#DIV/0!,0.003023999,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,84.25278857,0.842848705,0.165098,6,0.5,0: Broadleaf,2,FALSE,1692988656,410.1701818,410.455,26.34120909,26.26950909,410.6472727,26.06436364,600.3936364,100.8476364,0.0971173,28.81523636,28.73243636,999.9,0,0,10009.61182,0,1410.013636,99.96193636,0.900017273,0.099982727,0,691.838,5.00022,1431.440909,875.4737273,33.30072727,38.687,34.90881818,37.07345455,36.11354545,85.46727273,9.491818182,0,1692988660,0,691.02972,12.35738463,10.60692311,1431.5108,15,1692988653,11:37:33,1692988653,1692988643,90,-0.141,-0.014,-0.515,0.277,410,26,1.16,0.4,100,100,-0.516,0.2768,-1.006459175,0.000439478,2.00E-06,-3.80E-10,0.27686,0,0,0,23,2006,0,18,0.1,0.3,1.09009,2.6355,1.39771,2.26685,1.39526,2.52808,42.2975,14.1495,18,597.099,326.892,27.0002,32.6491,29.9999,32.4041,32.7585,21.8533,9.14942,90.8169,27,410.712,26.1645,97.8573,92.334
90,1692988734,10210.1,20230825 11:38:53,11:38:53,5,,,LCOR-502,9,Q,0.019801737,410.4983636,49.97497273,1692988731,0.000103328,0.1033275,397.5373368,40.12847278,41.43679319,0.007607236,2.945704383,0.007596339,0.004748689,8.236570948,28.80491784,28.70754545,3.954212297,66.11681379,2.625914791,3.971629363,1.328297507,-4.556742755,12.03915187,0.897511738,16.6164918,0.019801737,0.1033275,0.372388794,421.4482384,421.3624848,-0.066051403,67.04218767,0.080183114,25.91184157,26.15322182,-0.031167602,78.31627599,14,2,1,0,53048.60429,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,42.11398502,0.019801737,#DIV/0!,0.000470194,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,42.11398502,0.842701511,0.164813916,6,0.5,0: Broadleaf,2,FALSE,1692988731,410.4983636,410.5605455,26.01392727,25.91334545,410.9050909,25.71461818,600.3443636,100.8453636,0.0972877,28.78335455,28.70754545,999.9,0,0,10007.77818,0,1414.953636,49.97497273,0.899877545,0.100122436,0,686.7497273,5.00022,1079.970909,414.6144545,32.92572727,38.5,34.57918182,36.99427273,35.75,40.47181818,4.5,0,1692988735,0,686.3858462,5.034256412,7.443076914,1079.637308,15,1692988728,11:38:48,1692988728,1692988728,91,0.15,-0.008,-0.366,0.269,411,26,0.9,0.29,100,100,-0.366,0.2685,-0.856857088,0.000439478,2.00E-06,-3.80E-10,0.268525,0,0,0,23,2006,0,18,0.1,0.1,1.08887,2.64282,1.39771,2.26685,1.39526,2.65503,42.3241,14.132,18,592.728,325.212,27.0001,32.6156,29.9998,32.3787,32.7348,21.8112,10.5695,87.7429,27,409.885,26.0116,97.8669,92.3463
91,1692988810,10286.6,20230825 11:40:10,11:40:10,5,,,LCOR-502,9,Q,-0.428210752,409.8030833,0.00500022,1692988807,0.00010155,0.101550456,488.4669684,49.30631667,41.36590989,0.007791786,2.943609446,0.007780346,0.004863743,3.99E-05,28.65141326,28.5657,3.921802295,67.0617217,2.647172879,3.947367905,1.274629415,-4.478375105,17.76997032,1.324053194,14.61568831,-0.428210752,0.101550456,-2.075867333,420.4019546,421.4396667,0.243493372,67.04251094,0.054115631,26.12663927,26.31976667,-0.026789914,78.31682348,8,1,1,0,53006.56712,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.000210018,-0.428210752,#DIV/0!,-2038.919392,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1692988807,409.8030833,409.4166667,26.22496667,26.126125,410.1770833,25.91133333,600.277,100.8435833,0.097360192,28.677675,28.5657,999.9,0,0,9996.0425,0,1421.469167,0.00500022,0,0,0,632.2583333,0.00500022,751.0583333,-0.216666667,32.625,38.375,34.375,36.937,35.35925,0,0,0,1692988812,0,631.1,8.451282107,28.96410218,747.2076923,15,1692988804,11:40:04,1692988804,1692988804,92,-0.009,0.006,-0.377,0.275,409,26,0.99,0.32,100,100,-0.375,0.275,-0.866085016,0.000439478,2.00E-06,-3.80E-10,0.27501,0,0,0,23,2006,0,18,0.1,0.1,1.08643,2.64282,1.39771,2.26562,1.39526,2.54517,42.3506,14.1145,18,598.903,326.144,27.0003,32.5983,30,32.3616,32.7161,21.7684,10.3087,84.7353,27,409.044,25.8374,97.8703,92.3513
92,1692988923,10399.1,20230825 11:42:02,11:42:02,5,,,LCOR-502,9,CO2,0.866436056,399.3026,1499.970667,1692988915,-0.000378117,-0.378116939,439.3631168,44.35173571,40.30780624,-0.028143782,2.944079508,-0.028294111,-0.017670246,241.7324135,30.4457924,29.61618,4.167420073,71.53247764,2.86539663,4.005728201,1.302023443,16.674957,-108.762654,-8.155348113,141.4893683,0.866436056,-0.378116939,1.256513944,411.7989279,410.8707818,-0.081377918,67.11295342,-0.179989366,28.67817598,28.43234485,0.013502165,78.55,0,0,1,0,52975.72115,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.18629,0.866436056,#DIV/0!,0.000687001,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.18629,0.840807303,0.161158094,6,0.5,0: Broadleaf,2,FALSE,1692988915,399.3026,400.018,28.38557667,28.75293333,399.6796,28.03557667,600.0444333,100.8453,0.100214103,28.93093667,29.61618,999.9,0,0,9998.544333,0,1427.722,1499.970667,0.9729995,0.02700044,0,560.8866,5.00022,9388.48,14098.93,33.5372,38.20393333,34.42046667,36.1498,35.7206,1454.606,40.36433333,0,1692988925,0,560.6724615,-46.2298119,-678.0358966,9385.568846,15,1692988963,11:42:43,1692988804,1692988941,93,-0.009,0.075,-0.377,0.35,409,29,0.99,0.32,100,100,-0.377,0.35,-0.866085016,0.000439478,2.00E-06,-3.80E-10,0.27501,0,0,0,23,2006,0,18,2,2,1.06934,2.64648,1.39771,2.26562,1.39526,2.4646,42.3772,14.0357,18,614.452,328.22,27.0003,32.6301,30.0004,32.3704,32.7214,21.4189,2.43903,80.5218,27,400,28.4849,97.8511,92.3019
93,1692989039,10515.6,20230825 11:43:59,11:43:59,5,,,LCOR-502,9,CO2,0.692465027,299.2874839,1499.987097,1692989031,3.80E-06,0.003804834,-3562.945551,-359.6701025,30.21229442,0.000284307,2.944143459,0.000284292,0.000177684,241.7347843,30.47930682,29.65472903,4.176682835,71.17049657,2.872822105,4.036535143,1.30386073,-0.167793172,-93.86925318,-7.044413665,140.6533243,0.692465027,0.003804834,0.304284099,308.8128942,308.2237697,0.061440596,67.12653189,0.044326321,28.51813279,28.51170727,0.009418009,78.55,0,0,1,0,52954.40152,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.199961,0.692465027,#DIV/0!,0.000549053,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.199961,0.840807207,0.161157909,6,0.5,0: Broadleaf,2,FALSE,1692989031,299.2874839,299.981129,28.45860323,28.45490645,299.9644839,28.10760323,599.9641935,100.8477742,0.099629387,29.06333226,29.65472903,999.9,0,0,9998.662581,0,1440.72,1499.987097,0.973003226,0.026996413,0,522.8346129,5.00022,8847.496452,14099.1129,34.75580645,38.26,35.05209677,36.95732258,36.75993548,1454.627097,40.36,0,1692989041,0,522.7687692,-8.115008548,-109.391111,8846.688077,15,1692989063,11:44:23,1692989063,1692989052,94,-0.113,0.001,-0.677,0.351,300,29,1.25,0.43,100,100,-0.677,0.351,-0.866085016,0.000439478,2.00E-06,-3.80E-10,0.349785,0,0,0,23,2006,0,18,3.9,1.6,0.852051,2.63916,1.39771,2.26685,1.39526,2.6709,42.3506,14.0182,18,614.37,327.342,26.9991,32.7325,30.0005,32.447,32.7982,17.0716,2.44387,77.863,27,300,28.523,97.8218,92.2771
94,1692989139,10615.6,20230825 11:45:39,11:45:39,5,,,LCOR-502,9,CO2,0.251029142,199.6889355,1499.982581,1692989131,0.000242462,0.242462255,173.2940002,17.49397904,20.15854009,0.018010008,2.944207501,0.017949027,0.011223603,241.7346854,30.46563176,29.66999677,4.180356406,70.76157472,2.864270214,4.047776248,1.316086192,-10.69258545,-88.6614287,-6.65553883,135.7251324,0.251029142,0.242462255,0.103784321,205.7864974,205.6701394,0.002130368,67.13982702,0.245150341,28.13828417,28.37860606,-0.000404314,78.55,0,0,1,0,52947.86492,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.19649,0.251029142,#DIV/0!,0.00019904,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.19649,0.840807424,0.161158328,6,0.5,0: Broadleaf,2,FALSE,1692989131,199.6889355,199.9883871,28.37323871,28.13765161,200.6299355,28.03623871,599.9890968,100.8498065,0.099903355,29.11142258,29.66999677,999.9,0,0,9998.825161,0,1441.457097,1499.982581,0.972993097,0.027006632,0,512.6152581,5.00022,8703.948065,14099.02581,35.38693548,38.62693548,35.687,37.163,37.35467742,1454.608387,40.37064516,0,1692989141,0,512.54284,-4.53623078,-48.70000012,8702.7168,15,1692989161,11:46:00,1692989156,1692989161,95,-0.128,-0.014,-0.941,0.337,200,28,0.83,0.29,100,100,-0.941,0.337,-0.978767766,0.000439478,2.00E-06,-3.80E-10,0.35107,0,0,0,23,2006,0,18,1.3,1.4,0.625,2.65625,1.39771,2.26562,1.39526,2.61597,42.3241,13.9919,18,614.286,326.179,26.9999,32.8265,30.0006,32.5275,32.8782,12.516,4.22944,75.5915,27,200,28.2874,97.7983,92.2588
95,1692989237,10713,20230825 11:47:16,11:47:16,5,,,LCOR-502,9,CO2,-0.05017141,100.0382258,1499.994516,1692989229,-1.30E-05,-0.012978438,16.09436663,1.624642651,10.09833889,-0.000970497,2.944195136,-0.000970675,-0.000606656,241.7365474,30.69971987,29.84475806,4.222606764,71.45715679,2.92067568,4.087310231,1.301931084,0.572349112,-89.70097715,-6.745065277,145.8628541,-0.05017141,-0.012978438,-0.107604359,102.9615649,103.1810424,-0.024223965,67.10547899,0.055018453,28.97321929,28.98327152,0.00826026,78.55,0,0,1,0,52917.93769,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.206493,-0.05017141,#DIV/0!,-3.98E-05,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.206493,0.840807403,0.161158287,6,0.5,0: Broadleaf,2,FALSE,1692989229,100.0382258,99.98675484,28.93339355,28.94599677,101.2292258,28.57439355,599.9858065,100.8448387,0.09996319,29.27963226,29.84475806,999.9,0,0,9999.247419,0,1450.935161,1499.994516,0.97299771,0.027002139,0,506.5415161,5.00022,8606.792581,14099.14516,35.669,38.97764516,35.929,37.667,37.71545161,1454.624516,40.37,0,1692989238,0,506.48836,-2.974461528,-46.44153851,8606.5336,15,1692989260,11:47:39,1692989260,1692989254,96,-0.149,0.022,-1.191,0.359,100,29,0.79,0.34,100,100,-1.191,0.359,-1.10642504,0.000439478,2.00E-06,-3.80E-10,0.337366667,0,0,0,23,2006,0,18,1.3,1.3,0.388184,2.66602,1.39771,2.26562,1.39526,2.51953,42.3241,13.9657,18,614.42,325.992,27.0005,32.9067,30.0003,32.5975,32.9471,7.80584,1.93699,73.3122,27,100,28.8888,97.7845,92.2429
