obs,time,elapsed,date,hhmmss,averaging,SPAD,Midday_WP,ID,Leaf number,Response_curve,A,Ca,Qin,TIME,E,Emm,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
51,1693340591,6417.6,20230829 13:23:11,13:23:11,5,,,LCOR-092,,CO2,10.01870561,289.1369091,1500.013636,1693340588,0.002785218,2.785218159,201.4157785,20.47675036,29.39483863,0.201508065,2.957632824,0.194179796,0.121998584,241.73902,28.41195678,27.56563636,3.699801974,61.20173522,2.284500995,3.732738928,1.415300978,-122.8281208,24.17725685,1.775499582,144.8636556,10.01870561,2.785218159,10.07947415,306.010203,295.7529879,-0.005527018,67.20800596,2.783430248,19.74915191,22.47463939,-0.000877304,78.55,0,0,1,0,53599.2013,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1203-20230829-13_23_14,8159.17,705.2531154,818.6,0.138464311,0.5,1261.222254,10.01870561,87.31713495,0.008997281,2.224639629,414.0712871,DARK-1204-20230829-13_23_20,523.87,523.87,0.360041534,0.384578715,0.860701761,0.620806685,0.90887721,0.285669424,0.714330576,1261.222254,0.840807193,0.161157882,6,0.5,0: Broadleaf,2,FALSE,1693340588,289.1369091,299.9607273,22.47107273,19.74849091,289.6299091,22.35307273,600.0109091,101.5641818,0.099900855,27.71726364,27.56563636,999.9,0,0,10004.48182,0,502.3589091,1500.013636,0.973002091,0.026998155,0,704.8647273,5.00022,11239.74545,14099.37273,39.14190909,40.56772727,39.04536364,36.267,40.05636364,1454.653636,40.36,0,101.5999999,0,705.2531154,-6.748136754,-124.817094,11247.16538,15,1693340612,13:23:32,1693340610,1693340612,93,0.028,-0.009,-0.493,0.118,300,20,0.55,0.04,100,100,-0.493,0.118,-0.734319902,-1.58E-05,2.57E-06,-5.48E-10,0.126571,0,0,0,21,1995,1,16,1.3,1.3,0.845947,2.6062,1.39771,2.27051,1.39526,2.55249,34.9904,14.2546,18,607.689,378.468,26.9979,27.503,30.0006,27.2667,27.615,16.9504,0,100,27,300,28.4655,98.6449,93.2052
52,1693340688,6514.6,20230829 13:24:48,13:24:48,5,,,LCOR-092,,CO2,5.648083787,193.8077273,1499.969091,1693340685,0.002752352,2.752351626,145.0709433,14.75012373,19.70544819,0.207413269,2.957275489,0.199657187,0.12545843,241.7325948,28.18713267,27.31624545,3.646179964,62.06812863,2.285432129,3.682134744,1.360747835,-121.3787067,26.71656166,1.957491775,149.0279416,5.648083787,2.752351626,5.590256355,203.9969314,198.4135333,-0.026330932,67.13962757,2.744003878,19.78734568,22.46982424,-2.20E-05,78.55,0,0,1,0,53630.65345,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1205-20230829-13_24_51,8162.21,688.6467308,778.9,0.11587273,0.5,1261.185191,5.648083787,73.06848541,0.005532058,2.388997304,403.6641247,DARK-1206-20230829-13_24_57,519.8,519.8,0.332648607,0.348333729,0.877776677,0.631671817,0.928690852,0.262927078,0.737072922,1261.185191,0.840807453,0.161158384,6,0.5,0: Broadleaf,2,FALSE,1693340685,193.8077273,199.9892727,22.47776364,19.78726364,194.6077273,22.35376364,599.9966364,101.5751818,0.100063373,27.48381818,27.31624545,999.9,0,0,10001.37091,0,604.6822727,1499.969091,0.972993727,0.027006491,0,688.1961818,5.00022,10978.41818,14098.88182,39,39.687,39.57345455,32.23272727,38.86927273,1454.597273,40.37181818,0,94.5999999,0,688.6467308,-4.807965817,-84.5504274,10985.48846,15,1693340712,13:25:12,1693340709,1693340712,94,-0.19,0.006,-0.8,0.124,200,20,0.43,0.05,100,100,-0.8,0.124,-0.705763016,-1.58E-05,2.57E-06,-5.48E-10,0.11775,0,0,0,21,1995,1,16,1.3,1.3,0.621338,2.64526,1.39771,2.27051,1.39526,2.47559,35.0594,14.2283,18,608.086,378.352,26.9991,27.5602,30.0001,27.3203,27.6663,12.4424,0,100,27,200,28.4655,98.6317,93.195
53,1693340788,6614.6,20230829 13:26:28,13:26:28,5,,,LCOR-092,,CO2,1.681907259,98.03841818,1499.974545,1693340785,0.002904444,2.9044435,83.06867617,8.446676793,9.968845898,0.215049643,2.956771948,0.206722904,0.129923075,241.7327811,28.39952065,27.53952727,3.694156145,61.75716316,2.307678452,3.736697631,1.386477693,-128.0859584,31.22463707,2.293612991,147.1650728,1.681907259,2.9044435,1.619438671,102.0268391,100.480703,-0.023312212,67.14079758,2.905579372,19.8560981,22.69505091,6.71E-05,78.55,0,0,1,0,53571.27171,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1207-20230829-13_26_31,8156.43,686.7700769,757.18,0.092989676,0.5,1261.189418,1.681907259,58.63879785,0.002387249,2.486211997,397.7510888,DARK-1208-20230829-13_26_37,517.27,517.27,0.316846721,0.293484736,0.886963937,0.581131752,0.939530961,0.221050472,0.778949528,1261.189418,0.840807214,0.161157922,6,0.5,0: Broadleaf,2,FALSE,1693340785,98.03841818,100.0048455,22.69481818,19.85661818,99.11641818,22.56981818,600.0692727,101.5828182,0.100237127,27.73540909,27.53952727,999.9,0,0,9997.762727,0,612.0123636,1499.974545,0.973003,0.026997318,0,686.1088182,5.00022,10973.61818,14098.98182,39.83490909,40.24427273,39.81218182,35.49981818,40.28381818,1454.614545,40.36,0,98,0,686.7700769,-10.34570941,-142.4547009,10983.48462,15,1693340818,13:26:57,1693340816,1693340818,95,-0.206,0.001,-1.078,0.125,100,20,0.67,0.06,100,100,-1.078,0.125,-0.895992502,-1.58E-05,2.57E-06,-5.48E-10,0.12358,0,0,0,21,1995,1,16,1.3,1.3,0.386963,2.63916,1.39771,2.27051,1.39526,2.49634,35.0594,14.2021,18,608.442,378.213,27.0016,27.5998,30.0002,27.3597,27.706,7.76515,0,100,27,100,28.4655,98.6233,93.1868
54,1693340894,6720.5,20230829 13:28:14,13:28:14,5,,,LCOR-092,,CO2,-0.315982287,50.17044,1500.005,1693340891,0.002906919,2.906919061,51.46631576,5.23291718,5.10115701,0.214904722,2.958305826,0.206593101,0.12984067,241.7382786,28.48686524,27.58172,3.703283645,61.63336849,2.31495938,3.756016321,1.388324265,-128.1951306,38.59614045,2.835464126,154.9747525,-0.315982287,2.906919061,-0.258812355,51.02269641,51.29469333,-0.001744417,67.13893979,2.912736162,19.92791452,22.76895333,0.001009101,78.55,0,0,1,0,53600.12018,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1209-20230829-13_28_17,8153.3,674.63952,735.71,0.083008903,0.5,1261.21533,-0.315982287,52.34605047,0.000803101,2.587949056,391.74569,DARK-1210-20230829-13_28_23,508.47,508.47,0.308871702,0.268748812,0.893375625,0.612603872,0.950246298,0.202553667,0.797446333,1261.21533,0.840807417,0.161158315,6,0.5,0: Broadleaf,2,FALSE,1693340891,50.17044,50.0003,22.76788,19.92716,51.24044,22.64588,600.0031,101.5766,0.09994519,27.82372,27.58172,999.9,0,0,10007.078,0,606.4993,1500.005,0.9729944,0.0270059,0,674.2614,5.00022,10817.12,14099.23,40.437,40.75,40.4433,35.5373,40.7059,1454.634,40.371,0,103.5999999,0,674.63952,-4.318076924,-39.36923082,10820.124,15,1693340915,13:28:35,1693340910,1693340915,96,0.026,-0.003,-1.07,0.122,50,20,0.69,0.08,100,100,-1.07,0.122,-1.102034882,-1.58E-05,2.57E-06,-5.48E-10,0.124880952,0,0,0,21,1995,1,16,1.3,1.3,0.269775,2.66235,1.39771,2.27051,1.39526,2.51099,35.1055,14.1758,18,608.263,378.059,27.0008,27.6661,30.0002,27.4222,27.7683,5.44791,0,100,27,50,28.4655,98.61,93.1779
55,1693340991,6817.5,20230829 13:29:51,13:29:51,5,,,LCOR-092,,CO2,-2.632138674,1.522768182,1499.980909,1693340988,0.002994623,2.994623046,21.20065224,2.155712773,0.154837256,0.218658106,2.958606986,0.210060704,0.132032216,241.7347997,28.58502183,27.69721818,3.728369968,61.3844026,2.32192703,3.782601005,1.406442938,-132.0628763,39.45849338,2.901940876,152.0323576,-2.632138674,2.994623046,-2.517330078,-1.121828024,1.452826121,-0.001370605,67.13648442,2.993211825,19.90930091,22.83400667,2.24E-05,78.55,0,0,1,0,53587.47232,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1211-20230829-13_29_54,8164.14,667.82912,718.03,0.069914739,0.5,1261.195283,-2.632138674,44.08806948,-0.001033363,2.676294862,386.6759648,DARK-1212-20230829-13_30_00,493.6,493.6,0.312563542,0.223681682,0.895423771,0.612131204,0.959070106,0.165325643,0.834674357,1261.195283,0.840807557,0.161158584,6,0.5,0: Broadleaf,2,FALSE,1693340988,1.522768182,-1.104774545,22.83530909,19.90910909,2.488768182,22.70830909,600.0081818,101.5814545,0.0999819,27.9446,27.69721818,999.9,0,0,10008.30909,0,570.1477273,1499.980909,0.972992364,0.0270075,0,667.6567273,5.00022,10740.41818,14098.99091,41.41445455,41.42572727,41.28945455,37.69854545,41.76690909,1454.601818,40.37727273,0,95,0,667.82912,-3.049076916,-21.23076915,10742.176,15,1693341025,13:30:24,1693341015,1693341025,97,0.11,0.005,-0.966,0.127,-1,20,0.7,0.05,100,100,-0.966,0.127,-1.076115089,-1.58E-05,2.57E-06,-5.48E-10,0.121825,0,0,0,21,1995,1,16,1.4,1.3,0.0317383,4.99756,1.39771,2.26929,1.39526,2.45605,35.1286,14.132,18,608.517,377.668,27.0008,27.7216,30.0002,27.471,27.8167,0,0,100,27,0,28.4655,98.608,93.1707
56,1693341101,6927,20230829 13:31:40,13:31:40,5,,,LCOR-092,,CO2,12.66400212,386.353,1500.057273,1693341098,0.003174399,3.174399,283.9534427,28.87360177,39.28602718,0.222140424,2.958223751,0.213271872,0.134062222,241.7465634,28.8849166,28.10062727,3.817158109,60.8748266,2.349553982,3.859647926,1.467604127,-139.9909959,30.32801152,2.239084634,134.3226637,12.66400212,3.174399,13.32873538,408.3832953,394.9771576,-0.042760113,67.15831757,3.169073239,20.00548026,23.10148242,-5.62E-05,78.55,0,0,1,0,53514.80433,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1213-20230829-13_31_43,8170.68,649.49904,749.38,0.133284795,0.5,1261.259209,12.66400212,84.05333782,0.011094363,2.522498599,395.5881312,DARK-1214-20230829-13_31_49,481.47,481.47,0.357508874,0.372815348,0.875865296,0.881095272,0.943423817,0.276365929,0.723634071,1261.259209,0.840807369,0.161158222,6,0.5,0: Broadleaf,2,FALSE,1693341098,386.353,400.2427273,23.10636364,20.00547273,386.536,22.97836364,600.0308182,101.5842727,0.100008682,28.29079091,28.10062727,999.9,0,0,10005.85636,0,585.4585455,1500.057273,0.972997727,0.027002264,0,649.2723636,5.00022,10361.93636,14099.75455,38.63036364,40.19281818,38.96572727,36.87463636,40.193,1454.687273,40.37,0,107.2,0,649.49904,-3.875846151,-136.3769229,10371.836,15,1693341129,13:32:08,1693341125,1693341129,98,0.411,0.002,-0.183,0.128,401,20,0.5,0.04,100,100,-0.183,0.128,-0.965895434,-1.58E-05,2.57E-06,-5.48E-10,0.126766667,0,0,0,21,1995,1,16,1.4,1.3,1.06812,2.66968,1.39771,2.27051,1.39526,2.42554,35.1978,14.1145,18,608.819,378.499,27.0012,27.7897,30.0005,27.5347,27.8826,21.3989,0,100,27,400,28.4655,98.6008,93.1646
57,1693341205,7031,20230829 13:33:24,13:33:24,5,,,LCOR-092,,CO2,13.12423677,385.8332727,1500.05,1693341202,0.002887006,2.887005602,279.5923044,28.43030063,39.23339722,0.219588125,2.958060552,0.210917458,0.132573909,241.7448237,28.28476785,27.45952727,3.676903734,62.68604028,2.326141631,3.710780934,1.350762103,-127.3169471,25.00277426,1.833961433,141.2646123,13.12423677,2.887005602,13.34568765,408.2608428,394.7731091,-0.028611813,67.19608005,2.887570894,20.05487913,22.8762497,-8.70E-06,78.55,0,0,1,0,53630.12248,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1215-20230829-13_33_27,8186.36,666.4435385,775.99,0.14116994,0.5,1261.2528,13.12423677,89.02549087,0.011459323,2.401706208,402.8811418,DARK-1216-20230829-13_33_33,488.53,488.53,0.370442918,0.381084191,0.866369773,0.782642434,0.930143187,0.279350086,0.720649914,1261.2528,0.840807173,0.161157844,6,0.5,0: Broadleaf,2,FALSE,1693341202,385.8332727,400.0704545,22.87599091,20.05521818,386.0032727,22.74799091,600.0403636,101.5847273,0.100119509,27.61630909,27.45952727,999.9,0,0,10004.88545,0,556.7949091,1500.05,0.973002818,0.026997327,0,667.1933636,5.00022,10523.71818,14099.7,35.80645455,38.27818182,36.59063636,33.57918182,37.57918182,1454.69,40.36,0,101.5999999,0,666.4435385,9.663521374,80.84444444,10517.42692,15,1693341231,13:33:50,1693341223,1693341231,99,0.014,0,-0.17,0.128,400,20,0.44,0.07,100,100,-0.17,0.128,-0.554673698,-1.58E-05,2.57E-06,-5.48E-10,0.12833,0,0,0,21,1995,1,16,1.3,1.3,1.06323,2.63794,1.39771,2.27051,1.39526,2.51953,35.3133,14.097,18,608.696,377.695,26.9985,27.861,30.0003,27.6064,27.9517,21.3196,0,100,27,400,28.4655,98.5887,93.1491
58,1693341307,7133,20230829 13:35:06,13:35:06,5,,,LCOR-092,,CO2,18.3715925,580.0271818,1500.011818,1693341304,0.002808774,2.808773537,431.2530359,43.85134087,58.9792246,0.220377278,2.957102972,0.211642804,0.133032665,241.7392064,28.0839646,27.25259091,3.632602628,63.40738576,2.322647395,3.663054969,1.309955233,-123.866913,22.71492669,1.66312738,142.2503475,18.3715925,2.808773537,18.77682084,612.3381252,593.3543152,-0.039291299,67.21576898,2.80531025,20.09849449,22.83928667,0.000106574,78.55,0,0,1,0,53641.64673,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1217-20230829-13_35_09,8187.84,682.48148,812.97,0.160508407,0.5,1261.220974,18.3715925,101.218285,0.015620148,2.246970983,412.6258683,DARK-1218-20230829-13_35_15,492.6,492.6,0.394073582,0.407305678,0.850788742,0.737431591,0.911687054,0.293984207,0.706015793,1261.220974,0.840807358,0.161158201,6,0.5,0: Broadleaf,2,FALSE,1693341304,580.0271818,600.0288182,22.84191818,20.09718182,579.6311818,22.70991818,599.9736364,101.5837273,0.099825582,27.39507273,27.25259091,999.9,0,0,9999.550909,0,543.8079091,1500.011818,0.972999636,0.027000136,0,683.0946364,5.00022,10805.03636,14099.32727,36.59636364,38.687,37.23854545,32.30645455,37.38627273,1454.641818,40.36818182,0,99.79999995,0,682.48148,10.63653843,183.4769227,10793.324,15,1693341332,13:35:31,1693341328,1693341332,100,0.138,0.004,0.396,0.132,600,20,0.18,0.05,100,100,0.396,0.132,-0.540989794,-1.58E-05,2.57E-06,-5.48E-10,0.128305,0,0,0,21,1995,1,16,1.4,1.3,1.46851,2.63672,1.39771,2.27173,1.39526,2.61108,35.3133,14.0795,18,608.605,378.136,26.9982,27.8705,30.0001,27.6289,27.9727,29.4102,0,100,27,600,28.4655,98.5874,93.1495
59,1693341408,7234,20230829 13:36:47,13:36:47,5,,,LCOR-092,,CO2,20.00594954,777.838,1500.077273,1693341405,0.002826343,2.826343165,615.0157847,62.53466765,79.09039413,0.223684396,2.95629934,0.214689218,0.134958801,241.7494396,28.09039166,27.23660909,3.629200689,63.56353621,2.329830319,3.665356678,1.29937037,-124.6417336,26.96564879,1.974839027,146.0481938,20.00594954,2.826343165,20.1701588,816.5061119,795.8651879,0.012417876,67.2165329,2.821182892,20.15270556,22.90923091,-1.04E-05,78.55,0,0,1,0,53616.19074,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1219-20230829-13_36_50,8172.95,698.0028,828.51,0.157520368,0.5,1261.275845,20.00594954,99.33831758,0.016915265,2.186068967,416.5918062,DARK-1220-20230829-13_36_56,492.8,492.8,0.405197282,0.388749814,0.843629622,0.677994701,0.903931286,0.274462951,0.725537049,1261.275845,0.840807249,0.161157991,6,0.5,0: Broadleaf,2,FALSE,1693341405,777.838,800.0417273,22.91340909,20.15190909,776.722,22.77640909,600.0178182,101.5796364,0.100140318,27.4058,27.23660909,999.9,0,0,9995.395455,0,603.8574545,1500.077273,0.973001364,0.026998764,0,698.1011818,5.00022,11077.48182,14099.96364,37.44272727,39.125,37.63045455,32.60218182,38.25,1454.712727,40.36454545,0,98.5999999,0,698.0028,0.915307693,27.86923081,11075.68,15,1693341434,13:37:13,1693341431,1693341434,101,0.167,0.005,1.116,0.137,800,20,0.17,0.05,100,100,1.116,0.137,-0.402471521,-1.58E-05,2.57E-06,-5.48E-10,0.132175,0,0,0,21,1995,1,16,1.3,1.3,1.85059,2.64404,1.39771,2.27051,1.39526,2.66479,35.3133,14.0532,18,609.188,378.006,26.9993,27.8728,30.0002,27.6432,27.9891,37.0845,0,99.6277,27,800,22.9413,98.5852,93.1493
60,1693341510,7336,20230829 13:38:29,13:38:29,5,,,LCOR-092,,CO2,20.82755771,976.5090909,1499.981818,1693341507,0.002831478,2.831478343,802.5710259,81.6059299,99.29206245,0.222415509,2.957719283,0.213523999,0.134221748,241.7345208,28.15322675,27.31025455,3.644900235,63.49681121,2.336200357,3.679240441,1.308699877,-124.8681949,25.53334439,1.870336639,144.270007,20.82755771,2.831478343,20.73515908,1020.707917,999.6028545,-0.012304517,67.21508821,2.82708547,20.21020902,22.97234848,-4.33E-05,78.55,0,0,1,0,53646.12025,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1221-20230829-13_38_32,8179.72,698.5374,826.91,0.155243739,0.5,1261.195827,20.82755771,97.89637774,0.01756779,2.192233738,416.1868919,DARK-1222-20230829-13_38_38,487.07,487.07,0.410975801,0.377744233,0.842127268,0.672495154,0.904729821,0.263390168,0.736609832,1261.195827,0.84080741,0.161158301,6,0.5,0: Broadleaf,2,FALSE,1693341507,976.5090909,1000.099636,22.97586364,20.20967273,974.8900909,22.83986364,600.0502727,101.5806364,0.099996591,27.47038182,27.31025455,999.9,0,0,10003.35182,0,833.9206364,1499.981818,0.972996818,0.027003136,0,698.609,5.00022,11143.65455,14099.01818,38.11354545,39.05072727,38.60781818,31.602,38.17572727,1454.611818,40.37,0,99.79999995,0,698.5374,0.723615376,30.14615385,11141.48,15,1693341550,13:39:09,1693341550,1693341532,102,-0.152,0,1.619,0.136,1000,20,0.33,0.04,100,100,1.619,0.136,-0.235670355,-1.58E-05,2.57E-06,-5.48E-10,0.13685,0,0,0,21,1995,1,16,1.3,1.3,2.21924,2.63428,1.39771,2.27051,1.39526,2.63672,35.3133,14.027,18,609.447,378.477,27.0001,27.8895,30.0001,27.6664,28.0125,44.4532,0,99.628,27,1000,22.9319,98.5793,93.1428
61,1693341626,7452,20230829 13:40:25,13:40:25,5,,,LCOR-092,,CO2,21.46582541,1175.081,1499.941818,1693341623,0.00294964,2.949639688,989.6277506,100.626548,119.4836589,0.220258326,2.956766018,0.211532126,0.132962787,241.7270855,28.50726986,27.72089091,3.733529979,62.66893194,2.35814165,3.762855975,1.37538833,-130.0791103,21.36029272,1.571384687,134.5796527,21.46582541,2.949639688,20.94374656,1224.906776,1202.913273,0.135547714,67.23090258,2.948790775,20.31063178,23.19035152,0.000106065,78.55,0,0,1,0,53549.78638,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1223-20230829-13_40_28,8175.65,694.0128846,822.71,0.156430717,0.5,1261.161682,21.46582541,98.64221327,0.018074361,2.208530345,415.1202796,DARK-1224-20230829-13_40_34,492.4,492.4,0.401490197,0.389625247,0.846173549,0.689362662,0.906825974,0.276437911,0.723562089,1261.161682,0.840807068,0.161157641,6,0.5,0: Broadleaf,2,FALSE,1693341623,1175.081,1200.011818,23.19151818,20.31040909,1172.49,23.05151818,600.0258182,101.5810909,0.100119927,27.85489091,27.72089091,999.9,0,0,9997.899091,0,772.1445455,1499.941818,0.973006455,0.026993473,0,693.6655455,5.00022,11115.91818,14098.7,39.28945455,39.76690909,39.437,34.22118182,39.52818182,1454.589091,40.35181818,0,113.5999999,0,694.0128846,-3.520923093,-58.40000012,11120.86154,15,1693341661,13:41:00,1693341661,1693341658,103,0.245,0.003,2.591,0.14,1200,20,0.37,0.05,100,100,2.591,0.14,-0.386641339,-1.58E-05,2.57E-06,-5.48E-10,0.13644,0,0,0,21,1995,1,16,1.3,1.6,2.57568,2.64282,1.39771,2.27051,1.39526,2.6001,35.3827,14.0007,18,610.028,378.223,27.0015,27.9648,30.0004,27.7294,28.0775,51.5576,0,100,27,1200,23.987,98.566,93.1315
62,1693341737,7563,20230829 13:42:16,13:42:16,5,,,LCOR-092,,CO2,21.11915078,1474.881364,1500.027273,1693341734,0.002731159,2.731159363,1279.972252,130.1502968,149.9690692,0.211164732,2.958397001,0.203134311,0.127655001,241.7417754,28.30150825,27.42680909,3.669868175,63.23099404,2.343165631,3.705723225,1.326702543,-120.4441279,26.50340326,1.943268291,149.744319,21.11915078,2.731159363,21.49381181,1531.230474,1509.334424,-0.009756318,67.23732643,2.732597083,20.37545636,23.04426848,0.000143741,78.55,0,0,1,0,53644.04327,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1225-20230829-13_42_19,8173.98,692.1025385,814.43,0.150200093,0.5,1261.234009,21.11915078,94.71873256,0.017798455,2.241150252,413.0016475,DARK-1226-20230829-13_42_25,494.93,494.93,0.392298908,0.382871554,0.851032283,0.685653615,0.910958391,0.273795583,0.726204417,1261.234009,0.840807385,0.161158253,6,0.5,0: Broadleaf,2,FALSE,1693341734,1474.881364,1500.028182,23.04402727,20.37585455,1470.916364,22.90002727,600.0111818,101.5820909,0.100032782,27.59298182,27.42680909,999.9,0,0,10007.05455,0,877.278,1500.027273,0.972994636,0.027005636,0,692.2271818,5.00022,11108.86364,14099.44545,39.13627273,39.312,39.5,31.22690909,38.687,1454.657273,40.37,0,108.8,0,692.1025385,1.257709404,116.8923075,11099.14231,15,1693341773,13:42:53,1693341773,1693341761,104,0.203,0.004,3.965,0.144,1500,20,0.47,0.03,100,100,3.965,0.144,-0.14108801,-1.58E-05,2.57E-06,-5.48E-10,0.13956,0,0,0,21,1995,1,16,1.3,1.3,3.08594,2.64038,1.39771,2.27051,1.39526,2.58911,35.4291,13.9832,18,610.259,378.31,26.9995,28.037,30.0002,27.797,28.1426,61.8064,0,100,27,1500,23.987,98.5543,93.1191
63,1693341849,7675.5,20230829 13:44:09,13:44:09,5,,,LCOR-092,,CO2,21.39401818,1973.376455,1500.077273,1693341846,0.002683618,2.683617939,1763.002153,179.2560552,200.6461978,0.207527157,2.958210824,0.199765084,0.12552638,241.7499133,28.28811183,27.43379091,3.671368524,63.39951247,2.345875921,3.700148202,1.325492603,-118.3475511,21.28228969,1.560400619,146.2450525,21.39401818,2.683617939,22.48547816,2041.796425,2019.546485,-0.154435346,67.13334439,2.609268049,20.44962413,23.04255576,-0.008297108,78.55,0,0,1,0,53643.07791,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1227-20230829-13_44_12,8177.71,689.62392,807.66,0.146145754,0.5,1261.276091,21.39401818,92.16507289,0.018015789,2.268318352,411.2535415,DARK-1228-20230829-13_44_18,485.87,485.87,0.398422604,0.366810902,0.850595686,0.687695642,0.914337191,0.25843421,0.74156579,1261.276091,0.840807413,0.161158307,6,0.5,0: Broadleaf,2,FALSE,1693341846,1973.376455,2000.062727,23.07193636,20.45058182,1967.445455,22.92193636,600.0794545,101.5761818,0.100412818,27.56723636,27.43379091,999.9,0,0,10006.58,0,779.4842727,1500.077273,0.972996455,0.0270039,0,689.5974545,5.00022,11037.59091,14099.95455,39.10209091,38.98272727,39.25,30.63036364,38.64181818,1454.704545,40.37272727,0,110.5999999,0,689.62392,0.115153853,-11.26153833,11038.86,15,1693341883,13:44:42,1693341880,1693341883,105,0.007,0.006,5.931,0.15,2000,20,0.22,0.04,100,100,5.931,0.15,0.062329531,-1.58E-05,2.57E-06,-5.48E-10,0.14351,0,0,0,21,1995,1,16,1.3,1.5,3.88062,2.61597,1.39771,2.27173,1.39526,2.6709,35.4986,13.9657,18,611.113,378.722,26.9975,28.0759,30.0001,27.8408,28.1865,77.6975,0,100,27,2000,23.987,98.5465,93.1129
