obs,time,elapsed,date,hhmmss,averaging,SPAD,Midday_WP,ID,Response_curve,A,Ca,Qin,TIME,E,Emm,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
37,1694110544,4279.9,20230907 11:15:44,11:15:44,5,,,LCOR-242,CO2,16.16857475,382.8014516,1499.995484,1694110536,0.002825585,2.82558497,257.1679865,26.03176897,38.74898694,0.225309117,2.948892095,0.216163741,0.135893082,241.7363283,26.14785925,25.81739677,3.33797037,62.72920125,2.050025163,3.268055582,1.287945207,-124.6082972,-56.71763635,-4.09458839,56.31580643,16.16857475,2.82558497,15.9054973,407.1906454,390.6623879,0.074509129,67.21437089,2.855228647,17.48539703,20.28133576,0.000250746,78.55,17,3,1,0,53738.53936,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1480-20230907-11_15_44,8157.49,736.1048,891.06,0.17389985,0.5,1261.207113,16.16857475,109.6618636,0.013778182,1.55778511,496.4323333,DARK-1481-20230907-11_15_51,534.87,534.87,0.399737391,0.435035234,0.795794229,1.109395191,0.908574772,0.316106206,0.683893794,1261.207113,0.840807273,0.161158037,6,0.5,0: Broadleaf,2,FALSE,1694110536,382.8014516,400.0513871,20.25220968,17.48389355,381.8554516,20.16420968,600.0096452,101.1247742,0.09999069,25.46063871,25.81739677,999.9,0,0,9998.220968,0,872.4980645,1499.995484,0.973000903,0.026999065,0,736.0560968,5.00022,11378.19355,14099.16774,35.17722581,38.14690323,35.56229032,35.09454839,36.95735484,1454.631935,40.36354839,0,99.79999995,0,736.1048,4.239769229,85.07692295,11379.348,15,1694110571,11:16:11,1694110562,1694110571,37,0.057,-0.013,0.946,0.088,400,17,0.47,0.04,100,100,0.946,0.088,-0.114649691,0.001863201,1.75E-06,-3.11E-10,0.101405,0,0,0,-6,2030,-1,-1,1.3,1.3,1.0791,2.6123,1.39771,2.27295,1.39526,2.65015,33.6479,15.0952,18,584.549,377.416,24.612,26.7647,30.0005,26.508,26.8514,21.6086,10.4127,80.3088,24.6513,400,17.5285,98.7498,93.264
38,1694110647,4382.9,20230907 11:17:27,11:17:27,5,,,LCOR-242,CO2,23.41696646,575.1203871,1499.985161,1694110639,0.002552684,2.552684196,373.0001454,37.75626664,58.21552338,0.201263299,2.948907743,0.193931692,0.121843772,241.734962,26.50777569,26.07872581,3.390009318,62.97499086,2.093719188,3.324683591,1.296290131,-112.573373,-52.24491549,-3.782115258,73.13455825,23.41696646,2.552684196,23.70824334,611.1732521,587.027697,-0.000454003,67.20226285,2.566776278,18.26163016,20.73096727,0.008307342,78.55,17,3,1,0,53686.89458,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1482-20230907-11_17_27,8146.85,743.44968,938.69,0.20799233,0.5,1261.198587,23.41696646,131.1598162,0.0195255,1.428000724,510.8742733,DARK-1483-20230907-11_17_34,522.6,522.6,0.44326668,0.469226177,0.763119542,1.042363627,0.877398315,0.329837522,0.670162478,1261.198587,0.840807376,0.161158236,6,0.5,0: Broadleaf,2,FALSE,1694110639,575.1203871,600.0057419,20.68418387,18.18427097,573.2673871,20.57818387,599.9930645,101.1231935,0.100001945,25.75010323,26.07872581,999.9,0,0,9998.466129,0,837.9989677,1499.985161,0.972997806,0.027001832,0,743.2342258,5.00022,11572.90968,14099.05484,37.14090323,39.68122581,37.4633871,37.74567742,38.46548387,1454.616129,40.3683871,0,101,0,743.44968,12.66407691,242.5538461,11576.768,15,1694110671,11:17:51,1694110669,1694110671,38,0.235,0.018,1.853,0.106,600,18,0.17,0.04,100,100,1.853,0.106,-0.057596693,0.001863201,1.75E-06,-3.11E-10,0.088475,0,0,0,-6,2030,-1,-1,1.4,1.3,1.48315,2.58423,1.39771,2.27295,1.39526,2.43408,33.8509,15.0777,18,584.784,378.096,23.5399,26.7749,29.9998,26.5294,26.8722,29.7089,6.18385,78.8176,23.4836,600,18.1429,98.7541,93.2713
39,1694110747,4482.9,20230907 11:19:07,11:19:07,5,,,LCOR-242,CO2,26.57635878,771.2514516,1499.954839,1694110739,0.002862576,2.862575823,563.1213623,56.999734,78.0668796,0.226983097,2.948996195,0.217704644,0.13686743,241.7300468,26.30512011,25.96138065,3.366555158,62.75681685,2.071361389,3.300615762,1.29519377,-126.2395938,-53.06551835,-3.836783651,58.58815103,26.57635878,2.862575823,26.3224261,814.4282148,787.4278121,0.04511383,67.22454637,2.856360331,17.64996754,20.4487897,-0.000182762,78.55,17,3,1,0,53711.45862,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1484-20230907-11_19_07,8142.53,770.09288,972.99,0.208529502,0.5,1261.173077,26.57635878,131.4958968,0.022031017,1.342408452,520.867479,DARK-1485-20230907-11_19_14,523.53,523.53,0.461936916,0.451424198,0.743986421,0.915578475,0.854947077,0.306890398,0.693109602,1261.173077,0.840807366,0.161158217,6,0.5,0: Broadleaf,2,FALSE,1694110739,771.2514516,800.0345161,20.46374194,17.65984839,768.5744516,20.36374194,600.0220968,101.1210323,0.100014955,25.62760645,25.96138065,999.9,0,0,9999.182258,0,896.5061613,1499.954839,0.972996742,0.027002942,0,770.0218065,5.00022,12058.82903,14098.78065,38.69319355,40.79412903,38.70122581,38.44529032,39.89683871,1454.587742,40.36709677,0,97.70000005,0,770.09288,9.215692327,144.1846155,12060.164,15,1694110784,11:19:44,1694110784,1694110780,39,0.057,-0.006,2.677,0.1,800,18,0.27,0.04,100,100,2.677,0.1,0.177503871,0.001863201,1.75E-06,-3.11E-10,0.106485,0,0,0,-6,2030,-1,-1,1.3,1.3,1.86401,2.57568,1.39771,2.27295,1.39526,2.42188,33.9187,15.0689,18,585.434,378,23.7502,26.7772,30,26.542,26.8869,37.3485,10.1487,76.9348,23.7722,800,17.5993,98.7604,93.2787
40,1694110860,4595.9,20230907 11:21:00,11:21:00,5,,,LCOR-242,CO2,26.97286337,970.3517742,1499.979677,1694110852,0.00278461,2.784610069,750.8976481,76.00446113,98.21719897,0.22176549,2.948888879,0.21289943,0.133829188,241.7336749,26.41400328,25.98741613,3.371746685,62.79461157,2.083544008,3.318029934,1.288202676,-122.8013041,-43.0996128,-3.118129688,72.71462833,26.97286337,2.784610069,26.38651055,1018.318064,991.3089333,0.031529725,67.23211154,2.800182663,17.86030202,20.5983303,0.000822494,78.55,17,3,1,0,53692.30385,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1486-20230907-11_21_00,8143.74,781.48416,975.98,0.199282608,0.5,1261.193768,26.97286337,125.6669918,0.022345044,1.335232279,521.7231153,DARK-1487-20230907-11_21_07,533.73,533.73,0.453134286,0.439787089,0.746621138,0.865983245,0.852989957,0.300361255,0.699638745,1261.193768,0.840807237,0.161157967,6,0.5,0: Broadleaf,2,FALSE,1694110852,970.3517742,1000.025677,20.58469032,17.85749355,967.0397742,20.47969032,600.0204516,101.1180645,0.100072642,25.71631613,25.98741613,999.9,0,0,9998.866129,0,1070.963806,1499.979677,0.973002806,0.02699731,0,781.4870968,5.00022,12307.6,14099.01935,40.038,41.80222581,39.74377419,39.45341935,40.9776129,1454.618387,40.36129032,0,110.5999999,0,781.48416,-0.542769218,28.08461543,12307.656,15,1694110898,11:21:38,1694110898,1694110893,40,-0.213,0.004,3.312,0.105,1000,18,0.33,0.04,100,100,3.312,0.105,0.234127775,0.001863201,1.75E-06,-3.11E-10,0.100419048,0,0,0,-6,2030,-1,-1,1.3,1.3,2.23022,2.62329,1.39771,2.27295,1.39526,2.42554,33.9413,15.0514,18,585.486,378.092,23.9106,26.7956,29.9999,26.5643,26.9102,44.6953,9.28291,75.4256,23.8973,1000,17.7685,98.7584,93.2759
41,1694110974,4709.9,20230907 11:22:54,11:22:54,5,,,LCOR-242,CO2,26.69243868,1170.013065,1500.020645,1694110966,0.002832331,2.832331335,948.0027367,95.95785767,118.4299821,0.221613826,2.949062063,0.212760126,0.133741075,241.7411099,26.47762531,26.07964839,3.390194282,62.37934671,2.079111281,3.333012271,1.311083001,-124.9058119,-45.68342086,-3.307657901,67.84421922,26.69243868,2.832331335,28.34460813,1221.679275,1193.618424,-0.174586196,67.22260334,2.816794466,17.77267605,20.5314897,1.64E-05,78.55,16,3,1,0,53683.77803,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1488-20230907-11_22_54,8160.77,785.532,978.79,0.197445826,0.5,1261.228645,26.69243868,124.5121658,0.022122083,1.328528081,522.5250206,DARK-1489-20230907-11_23_01,532.73,532.73,0.455725947,0.433255616,0.744584605,0.849839155,0.851150657,0.29382414,0.70617586,1261.228645,0.840807524,0.161158522,6,0.5,0: Broadleaf,2,FALSE,1694110966,1170.013065,1200.01871,20.5403,17.76620645,1165.398065,20.4363,600.0131613,101.1210645,0.100012126,25.7923129,26.07964839,999.9,0,0,9999.553226,0,1151.188065,1500.020645,0.972992774,0.027007084,0,785.4481613,5.00022,12250.05484,14099.36129,37.47154839,40.21548387,37.87274194,37.19522581,39.18929032,1454.643871,40.37677419,0,111.8,0,785.532,5.185846153,-0.669230754,12249.712,15,1694111003,11:23:23,1694110996,1694111003,41,0.394,0,4.615,0.104,1200,18,0.29,0.04,100,100,4.615,0.104,0.021139027,0.001863201,1.75E-06,-3.11E-10,0.10455,0,0,0,-6,2030,-1,-1,1.3,1.4,2.58545,2.62329,1.39771,2.27295,1.39526,2.39258,34.0998,15.0251,18,585.716,377.901,23.3964,26.8867,30.0006,26.6369,26.9841,51.7648,10.2021,73.1994,23.3268,1200,17.7598,98.7334,93.2542
42,1694111079,4814.9,20230907 11:24:39,11:24:39,5,,,LCOR-242,CO2,26.08643361,1469.623548,1500.025484,1694111071,0.002962485,2.962485096,1258.726413,127.4137588,148.7616836,0.237290803,2.949199183,0.227171377,0.142855338,241.7416777,26.22430402,25.98357742,3.370980799,63.42298315,2.086524397,3.289855338,1.284456402,-130.6455927,-65.34632135,-4.7236168,41.02614679,26.08643361,2.962485096,26.26243507,1526.922757,1500.397758,-0.046106101,67.20004381,2.918755012,17.64392931,20.54808182,-0.008526355,78.55,16,3,1,0,53727.37032,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1490-20230907-11_24_39,8164.35,791.25596,971.72,0.185716091,0.5,1261.232604,26.08643361,117.1155945,0.021641528,1.345469888,520.5033083,DARK-1491-20230907-11_24_46,532.07,532.07,0.452445149,0.410472057,0.748350095,0.819042481,0.855778362,0.276016711,0.723983289,1261.232604,0.840807451,0.16115838,6,0.5,0: Broadleaf,2,FALSE,1694111071,1469.623548,1500.062903,20.61287097,17.71152903,1463.693548,20.50987097,600.0160968,101.1243548,0.099991842,25.5725871,25.98357742,999.9,0,0,10000.00677,0,1147.24,1500.025484,0.972994452,0.027005371,0,791.3834516,5.00022,12231.14839,14099.44194,35.11670968,38.35254839,35.72964516,35.21948387,36.98764516,1454.651613,40.37322581,0,102.8000002,0,791.25596,-12.45584612,-206.3153843,12228.252,15,1694111120,11:25:19,1694111100,1694111120,42,-0.143,-0.001,5.93,0.103,1500,18,0.16,0.08,100,100,5.93,0.103,0.414793134,0.001863201,1.75E-06,-3.11E-10,0.10414,0,0,0,-6,2030,-1,-1,1.4,1.3,3.09326,2.62451,1.39771,2.27417,1.39526,2.56348,34.2133,15.0251,18,586.027,377.514,23.3812,27.0517,30.0009,26.7727,27.1195,61.952,11.3419,71.3444,23.3825,1500,17.6449,98.7003,93.2244
43,1694111196,4931.4,20230907 11:26:35,11:26:35,5,,,LCOR-242,CO2,26.05964583,1968.397774,1500.002903,1694111188,0.002821746,2.821745874,1737.380415,175.8460884,199.2281288,0.224524316,2.948666669,0.215440495,0.135435831,241.7375685,26.18299632,25.94008387,3.362313732,63.28108934,2.072255145,3.274683111,1.290058587,-124.438993,-70.79534725,-5.115311703,41.3879165,26.05964583,2.821745874,27.77056282,2036.153151,2008.864303,-0.215331983,67.23007699,2.852921284,17.71391186,20.50672909,0.000303372,78.55,16,3,1,0,53725.55278,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1492-20230907-11_26_36,8150.01,787.12172,958.63,0.178909777,0.5,1261.213374,26.05964583,112.8217021,0.021620618,1.377497053,516.7238506,DARK-1493-20230907-11_26_42,527.4,527.4,0.449839876,0.397718804,0.753827623,0.827561397,0.864346487,0.266485973,0.733514027,1261.213374,0.840807289,0.161158067,6,0.5,0: Broadleaf,2,FALSE,1694111188,1968.397774,2000.011935,20.47412903,17.71013871,1960.016774,20.38412903,599.9962581,101.1133871,0.099960823,25.49474194,25.94008387,999.9,0,0,9998.066452,0,1262.790323,1500.002903,0.973000677,0.026999523,0,787.4071613,5.00022,12227.77097,14099.24839,36.29403226,39.44535484,36.89090323,36.59851613,37.79616129,1454.638387,40.36451613,0,114.2,0,787.12172,-19.36223075,-269.4384611,12224.4,15,1694111234,11:27:13,1694111234,1694111222,43,-0.099,-0.013,8.381,0.09,2001,18,0.47,0.04,100,100,8.381,0.09,0.270548486,0.001863201,1.75E-06,-3.11E-10,0.102914286,0,0,0,-6,2030,-1,-1,1.6,1.3,3.88306,2.6062,1.39771,2.27539,1.39526,2.53052,34.3269,15.0076,18,586.5,377.735,23.3629,27.2382,29.9999,26.937,27.2824,77.7358,12.0423,69.4753,23.4059,2000,17.5092,98.673,93.2027
44,1694111784,5519.4,20230907 11:36:23,11:36:23,5,,,LCOR-040,CO2,15.50389627,383.7535161,1500.033226,1694111776,0.001881352,1.881352375,206.5897581,20.90941552,38.84055917,0.148501511,2.949031686,0.144468763,0.090646181,241.7427068,27.13433602,26.10128387,3.394534389,61.85396389,2.112349086,3.415058556,1.282185303,-82.96763973,16.21474456,1.176572879,176.1663845,15.50389627,1.881352375,15.83638332,407.7759834,391.9528909,-0.070388932,67.23421027,1.805470133,19.01616576,20.81298242,-0.005438823,78.55,15,2,1,0,53608.96552,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1494-20230907-11_36_24,8164.58,993.379,1203.36,0.174495579,0.5,1261.239,15.50389627,110.0403148,0.013250829,0.893980189,580.3423457,DARK-1495-20230907-11_36_30,605.33,605.33,0.496966826,0.351121181,0.642713331,0.464585035,0.70415723,0.213960819,0.786039181,1261.239,0.840807376,0.161158235,6,0.5,0: Broadleaf,2,FALSE,1694111776,383.7535161,399.9793548,20.8704871,19.02840323,382.6775161,20.7584871,600.0012258,101.1122903,0.099965816,26.20327097,26.10128387,999.9,0,0,10000.24839,0,1541.734516,1500.033226,0.972997935,0.027002132,0,995.0632258,5.00022,15384.00323,14099.51935,35.96345161,40.14077419,36.26987097,38.32022581,37.94735484,1454.663548,40.36967742,0,585.8,0,993.379,-132.5323844,-1983.730766,15358.708,15,1694111810,11:36:49,1694111802,1694111810,44,-0.098,0.022,1.076,0.112,400,19,0.41,0.15,100,100,1.076,0.112,0.171723542,0.001863201,1.75E-06,-3.11E-10,0.089705,0,0,0,-6,2030,-1,-1,9.2,9.4,1.073,2.62207,1.39771,2.27783,1.39526,2.37793,35.3133,14.9113,18,587.208,373.364,23.7479,27.8024,30.0002,27.5376,27.8844,21.5108,1.99003,55.8779,23.7289,400,18.9305,98.5966,93.1279
45,1694111886,5621.4,20230907 11:38:05,11:38:05,5,,,LCOR-040,CO2,11.28224835,288.0943226,1499.917097,1694111878,0.002073745,2.073744798,168.2631456,17.02963125,29.15754404,0.161028805,2.948902993,0.156298437,0.098099953,241.7237435,26.85295848,25.95477742,3.365239573,61.10577553,2.058402353,3.368588869,1.30683722,-91.45214561,2.671910822,0.193519974,153.1370287,11.28224835,2.073744798,11.04669527,305.5484158,294.1896909,0.023410102,67.11638341,2.066219822,18.30391344,20.33038606,-0.000439211,78.55,13,2,1,0,53646.661,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1496-20230907-11_38_06,8156.59,817.99576,976.37,0.162207196,0.5,1261.141229,11.28224835,102.2830913,0.009904374,1.334299497,521.8345402,DARK-1497-20230907-11_38_12,563.47,563.47,0.422892961,0.383565609,0.759336003,0.703931237,0.852734681,0.264216179,0.735783821,1261.141229,0.84080729,0.161158069,6,0.5,0: Broadleaf,2,FALSE,1694111878,288.0943226,299.9735484,20.33827097,18.30678065,287.3963226,20.24427097,600.0230645,101.1082903,0.1000354,25.97158387,25.95477742,999.9,0,0,9999.912903,0,1548.635484,1499.917097,0.973001032,0.026998726,0,818.8691613,5.00022,12776.33871,14098.44194,37.42722581,40.84248387,37.887,36.26993548,38.51780645,1454.554516,40.36225806,0,99.79999995,0,817.99576,-71.18838451,-1045.323075,12763.144,15,1694111913,11:38:32,1694111913,1694111912,45,-0.082,-0.018,0.698,0.094,300,18,0.35,0.06,100,100,0.698,0.094,0.074065635,0.001863201,1.75E-06,-3.11E-10,0.11176,0,0,0,-6,2030,-1,-1,1.4,1.3,0.858154,2.63062,1.39771,2.27661,1.39526,2.53174,35.4986,14.9113,18,589.353,372.762,24.3092,27.8443,30.0002,27.5795,27.9264,17.1989,7.34709,54.3632,24.313,300,18.2896,98.5977,93.1331
46,1694111989,5724.4,20230907 11:39:48,11:39:48,5,,,LCOR-040,CO2,6.566679202,193.0870968,1499.950323,1694111981,0.001662348,1.662348314,106.7722992,10.80649561,19.54247382,0.128969922,2.948398235,0.125915837,0.078965772,241.72927,27.01587254,26.08177097,3.39061986,61.85536262,2.090612432,3.379840233,1.300007428,-73.30956064,-8.557367961,-0.620465788,159.2418756,6.566679202,1.662348314,6.386190325,203.8682115,197.1597636,0.043598093,67.20983295,1.606535219,19.08478839,20.65659818,0.000283306,78.55,13,2,1,0,53621.85154,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1498-20230907-11_39_49,8150.45,729.77192,853.56,0.145025634,0.5,1261.169255,6.566679202,91.45093525,0.006165109,1.670157927,484.5716869,DARK-1499-20230907-11_39_55,536,536,0.372041801,0.389810052,0.817823009,1.211525461,0.933120586,0.286306148,0.713693852,1261.169255,0.840807349,0.161158184,6,0.5,0: Broadleaf,2,FALSE,1694111981,193.0870968,199.9746129,20.65604839,19.02807097,192.6450968,20.54004839,600.0122903,101.1106452,0.10002169,26.02793548,26.08177097,999.9,0,0,9996.812903,0,1522.495484,1499.950323,0.972998677,0.027001506,0,730.2676129,5.00022,11468.46129,14098.73226,38.52396774,41.40496774,38.85670968,37.13893548,39.50977419,1454.584194,40.36612903,0,101.1000001,0,729.77192,-32.79299999,-453.8538462,11461.192,15,1694112020,11:40:20,1694112020,1694112020,46,0.011,0.022,0.442,0.116,200,19,0.75,0.1,100,100,0.442,0.116,-0.008022271,0.001863201,1.75E-06,-3.11E-10,0.093804762,0,0,0,-6,2030,-1,-1,1.3,1.3,0.633545,2.6416,1.39771,2.27783,1.39526,2.38525,35.638,14.885,18,589.64,372.558,23.0199,27.8817,29.9999,27.6258,27.9754,12.7012,1.69866,53.2437,23.0344,200,19.0869,98.5909,93.1246
47,1694112096,5831.9,20230907 11:41:36,11:41:36,5,,,LCOR-040,CO2,2.210816472,97.59883548,1500.040968,1694112088,0.001946055,1.946054909,71.93722677,7.280866629,9.878113686,0.151749556,2.9483339,0.147540194,0.09258109,241.7434755,26.79220875,25.99499677,3.373259594,61.91904288,2.074207593,3.349870244,1.299052001,-85.82102147,-18.68130752,-1.352936762,135.8882097,2.210816472,1.946054909,1.776230446,101.8942007,99.96769636,0.025610972,67.18885581,1.896111529,18.56525396,20.45609576,-0.006296537,78.55,12,2,1,0,53646.9829,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1500-20230907-11_41_36,8155.44,691.3332692,790.34,0.125271062,0.5,1261.245261,2.210816472,78.99876635,0.002711117,1.883746236,463.5224998,DARK-1501-20230907-11_41_43,519.13,519.13,0.34315611,0.365055606,0.845904285,2.541541606,0.974501556,0.274124398,0.725875602,1261.245261,0.84080721,0.161157915,6,0.5,0: Broadleaf,2,FALSE,1694112088,97.59883548,99.99957419,20.49381613,18.58765161,97.63183548,20.39181613,600.0026129,101.1114194,0.099969461,25.87746774,25.99499677,999.9,0,0,9996.370968,0,1497.940968,1500.040968,0.973003613,0.026996629,0,691.3953226,5.00022,10857.47742,14099.61613,38.24974194,41.17719355,38.57032258,38.23967742,39.81425806,1454.679355,40.3616129,0,105.2,0,691.3332692,-11.02211966,-247.4017094,10856.07308,15,1694112125,11:42:05,1694112122,1694112125,47,-0.24,-0.014,-0.033,0.102,100,19,0.66,0.08,100,100,-0.033,0.102,0.003087565,0.001863201,1.75E-06,-3.11E-10,0.115895238,0,0,0,-6,2030,-1,-1,1.3,1.3,0.400391,2.64404,1.39771,2.27783,1.39526,2.55249,35.7544,14.8675,18,590.255,371.602,23.11,27.8965,30,27.6429,27.9914,8.01607,6.18905,51.7528,23.1096,100,18.5536,98.5991,93.134
48,1694112201,5936.9,20230907 11:43:21,11:43:21,5,,,LCOR-040,CO2,-0.009481992,49.91750645,1500.024194,1694112193,0.001696309,1.696308692,48.99005018,4.958172635,5.052038395,0.131072233,2.949165135,0.127919878,0.080226836,241.7405545,26.83273826,26.02349032,3.378951505,61.97078265,2.073013156,3.345145998,1.305938349,-74.80721334,-27.00511067,-1.955257474,137.972973,-0.009481992,1.696308692,0.08021665,50.97145171,50.87684727,0.002821275,67.18576395,1.729426871,18.85649419,20.51971939,0.005768468,78.55,12,2,1,0,53675.48715,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1502-20230907-11_43_21,8160.26,680.8861538,766.49,0.111682926,0.5,1261.231044,-0.009481992,70.42898687,0.000950726,1.973476497,455.2152823,DARK-1503-20230907-11_43_28,514.07,514.07,0.329319365,0.339132581,0.856991507,5.66710801,0.990112694,0.256045574,0.743954426,1261.231044,0.840807135,0.16115777,6,0.5,0: Broadleaf,2,FALSE,1694112193,49.91750645,49.9927,20.48275161,18.8211871,49.94650645,20.37775161,599.9996774,101.1077742,0.099973435,25.85364194,26.02349032,999.9,0,0,10001.45323,0,1496.154839,1500.024194,0.973005742,0.026994655,0,680.9321613,5.00022,10593.47097,14099.45161,35.62077419,38.97151613,36.03603226,36.51383871,37.63277419,1454.667419,40.35741935,0,102.9000001,0,680.8861538,-4.073094015,-109.1829058,10592.63846,15,1694112224,11:43:44,1694112216,1694112224,48,0.11,0.002,-0.029,0.105,50,19,0.51,0.08,100,100,-0.029,0.105,-0.236823657,0.001863201,1.75E-06,-3.11E-10,0.102355,0,0,0,-6,2030,-1,-1,1.3,1.3,0.283203,2.67456,1.39771,2.27783,1.39526,2.42065,35.9645,14.85,18,590.502,371.052,23.2396,27.8799,30.0001,27.6359,27.9845,5.69849,3.76424,50.6337,23.2311,50,18.9425,98.6126,93.1476
49,1694112300,6036,20230907 11:45:00,11:45:00,5,,,LCOR-040,CO2,-2.673409325,-4.266276774,1499.929677,1694112292,0.0017931,1.793099972,26.99164158,2.731709363,-0.431771746,0.138837166,2.948781967,0.13530522,0.08487561,241.7258085,26.72053012,26.04440645,3.383135077,62.44541389,2.078117107,3.32789388,1.30501797,-79.07570879,-44.19856563,-3.199470258,115.2520638,-2.673409325,1.793099972,-2.508044797,-7.084149057,-4.536556909,0.001846573,67.20590739,1.770269081,18.78486555,20.51965091,-0.0001623,78.55,12,2,1,0,53679.9115,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1504-20230907-11_45_01,8161.89,678.8440385,750.77,0.095802924,0.5,1261.151826,-2.673409325,60.41101653,-0.001161512,2.035736644,449.6240758,DARK-1505-20230907-11_45_07,509.93,509.93,0.320790655,0.298646245,0.863871445,-117.02597,1.0004023,0.224335298,0.775664702,1261.151826,0.840807303,0.161158094,6,0.5,0: Broadleaf,2,FALSE,1694112292,-4.266276774,-6.947300645,20.5335871,18.77732903,-4.291276774,20.4265871,600.0079032,101.1057419,0.100009281,25.76638387,26.04440645,999.9,0,0,9999.477419,0,1508.947419,1499.929677,0.972999097,0.027000935,0,678.870129,5.00022,10539.24839,14098.55484,34.91309677,38.41303226,35.64280645,36.69132258,36.81622581,1454.565484,40.36322581,0,96.9000001,0,678.8440385,-2.384512819,19.56239311,10539.37692,15,1694112331,11:45:31,1694112321,1694112331,49,0.165,0.002,0.025,0.107,-7,19,0.79,0.07,100,100,0.025,0.107,-0.126839248,0.001863201,1.75E-06,-3.11E-10,0.104525,0,0,0,-6,2030,-1,-1,1.4,1.3,0.0317383,4.99756,1.39771,2.27783,1.39526,2.65015,36.152,14.8238,18,590.661,370.309,22.9694,27.8681,30.0002,27.6289,27.9798,0,5.5119,49.1328,22.9279,0,18.7394,98.6199,93.1521
