Obs#,Time,Date,configName,configAuthor,remark,Observation,ID,Timepoint,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
139,14:30:44,6/27/23,Auto gsw+F,LI-COR Default,,139,LCOR-092,14,0.075076,2.919326,0.073194,2.426285,1.320908,1.252799,4.561571,3.240663,12.440594,13.11693,45.297493,0.441786,PSF-00281_20230627143044,0,0,0,81.347466,117.259354,0.30626,0.5,0.8,193.993637,33.47,31.74,28.67,31.19,100.7,156.4,156.9,-0.3,1584,4.115,-45,-169,121,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:28:38,6/27/23,-0.7,0,0,-9999,-0.074,-0.472,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,110.731598,25,-4.664559,109.528542,110.577362,-1.04882,2.464789,2.492418,1.658186,0.933022,0.235682,0.030151,0.968404,1.579063,81.347466,0.001057,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627143044,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
140,14:31:37,6/27/23,Auto gsw+F,LI-COR Default,,140,LCOR-563,14,0.022691,2.921977,0.022516,0.727386,1.251353,1.23096,4.413412,3.162059,12.222273,12.424752,43.821014,0.441786,PSF-00281_20230627143137,0,0,0,57.748318,76.413963,0.24427,0.5,0.8,127.853966,31.48,30.97,28.8,30.62,100.71,156.7,156.6,0.1,1309,4.113,-24,145,141,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:28:38,6/27/23,-0.7,0,0.001,-9999,-0.034,0.57,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,73.072311,25,-2.526447,72.186829,72.794823,-0.607994,2.463706,2.489595,1.661018,0.932251,0.234535,0.021811,0.96986,1.323308,57.748318,0.001054,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627143137,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
141,14:32:19,6/27/23,Auto gsw+F,LI-COR Default,,141,LCOR-062,14,0.099545,2.919403,0.096263,2.32511,1.313497,1.248221,3.685714,2.372217,12.393902,13.042045,36.59639,0.441786,PSF-00281_20230627143219,0,0,0,91.475128,279.279663,0.67246,0.5,0.8,152.709946,32.87,31.24,28.89,27.5,100.71,156.4,156.5,-0.1,568,4.111,-4,125,127,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:28:38,6/27/23,-0.7,-0.001,0.001,-9999,2.451,2.937,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,259.510864,25,-13.802232,257.079376,259.507935,-2.428558,2.464066,2.49155,1.658268,0.931956,0.233699,-0.015566,0.97036,0.634442,91.475128,0.001051,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627143219,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
142,14:33:14,6/27/23,Auto gsw+F,LI-COR Default,,142,LCOR-003,14,0.259729,2.920711,0.238518,5.063793,1.44345,1.30161,3.528956,2.085506,12.923186,14.331459,35.03764,0.441786,PSF-00281_20230627143314,0,0,0,93.447807,373.412659,0.749747,0.5,0.8,28.439957,35.89,32.36,29,26.76,100.72,156.6,156.7,-0.1,95,4.111,-5,131,121,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:28:38,6/27/23,-0.7,0,-0.001,-9999,0.211,0.057,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,357.917908,25,-10.586671,361.27533,358.247223,3.028107,2.465587,2.495748,1.659663,0.932373,0.232652,-0.02534,0.971205,0.194699,93.447807,0.001094,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627143314,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
143,14:33:58,6/27/23,Auto gsw+F,LI-COR Default,,143,LCOR-251,14,0.153073,2.92168,0.145453,3.883672,1.34438,1.235571,3.962793,2.618413,12.267475,13.347797,39.34494,0.441786,PSF-00281_20230627143358,0,0,0,78.377007,160.74234,0.512406,0.5,0.8,235.564819,33.18,30.49,29.13,28.74,100.72,156.7,156.9,-0.2,1149,4.108,-19,155,123,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:28:38,6/27/23,-0.7,-0.001,-0.003,-9999,-12.021,-0.652,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,152.012222,25,-13.35492,138.597961,141.611374,-3.013412,2.463005,2.491947,1.6607,0.933062,0.231476,-0.004032,0.971992,1.175247,78.377007,0.001063,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627143358,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
144,14:35:20,6/27/23,Auto gsw+F,LI-COR Default,,144,LCOR-001,14,0.517466,2.921304,0.439598,10.024337,1.534007,1.253603,3.7703,2.236294,12.446353,15.230334,37.433296,0.441786,PSF-00281_20230627143520,0,0,0,99.490997,244.570145,0.593201,0.5,0.8,255.282516,37.27,30.46,29.4,27.89,100.72,156.7,157,-0.2,1076,4.107,-70,-121,0,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:28:38,6/27/23,-0.7,-0.002,-0.004,0.006,0.894,3.359,5.428,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,221.851944,25,-15.880006,220.427521,221.821991,-1.39447,2.462916,2.497599,1.660297,0.933303,0.229002,-0.017105,0.9725,1.106958,99.490997,0.001056,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627143520,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
145,14:36:06,6/27/23,Auto gsw+F,LI-COR Default,,145,LCOR-163,14,0.478176,2.91995,0.410888,7.864974,1.530477,1.31024,3.411043,1.880566,13.009154,15.195849,33.867683,0.441786,PSF-00281_20230627143606,0,0,0,96.948265,358.613251,0.729658,0.5,0.8,148.490585,36.97,31.65,29.5,26.18,100.72,156.5,156.6,-0.1,509,4.105,-69,166,59,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:28:38,6/27/23,-0.7,0,-0.001,0.012,-0.88,-0.548,-1.017,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,338.682892,25,-13.637098,343.18042,339.078064,4.102356,2.464548,2.497178,1.65885,0.932119,0.228119,-0.037676,0.97268,0.579615,96.948265,0.001078,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627143606,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
146,14:36:51,6/27/23,Auto gsw+F,LI-COR Default,,146,LCOR-504,14,0.033178,2.919151,0.032805,0.91155,1.30369,1.278089,4.028261,2.724571,12.68956,12.943737,39.994751,0.441786,PSF-00281_20230627143651,0,0,0,61.480881,141.105316,0.564291,0.5,0.8,134.279953,31.28,30.66,29.62,29.03,100.72,156.4,156.3,0.1,595,4.103,21,-115,239,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:28:38,6/27/23,-0.7,-0.002,-0.001,-9999,-1.039,-0.958,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,133.538956,25,-5.197159,133.454559,133.66037,-0.205811,2.463171,2.489199,1.658,0.931409,0.227036,-0.006489,0.97304,0.659714,61.480881,0.00108,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627143651,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
147,14:37:54,6/27/23,Auto gsw+F,LI-COR Default,,147,LCOR-164,14,0.215119,2.920617,0.200361,6.904384,1.526724,1.333489,4.886727,3.360003,13.240622,15.159304,48.521793,0.441786,PSF-00281_20230627143754,0,0,0,79.983475,119.725777,0.331944,0.5,0.8,253.676178,36.35,31.75,29.75,32.41,100.71,156.6,155.2,0.9,1911,4.102,-18,-155,181,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:28:38,6/27/23,-0.7,0,0.002,-9999,0.059,-0.052,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,108.355164,25,-8.521599,105.119347,107.518562,-2.399216,2.464646,2.496284,1.659562,0.928606,0.225863,0.032068,0.973256,1.883104,79.983475,0.001065,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627143754,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
148,14:39:13,6/27/23,Auto gsw+F,LI-COR Default,,148,LCOR-289,14,0.058858,2.919602,0.057695,1.643915,1.359262,1.313139,4.150356,2.791094,13.038588,13.496559,41.210247,0.441786,PSF-00281_20230627143913,0,0,0,120.588898,296.988953,0.593962,0.5,0.8,179.887436,31.99,30.9,29.95,29.54,100.71,156.4,155.9,0.4,757,4.101,-36,141,107,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,-0.001,-0.003,0.006,-3.281,-3.834,6.299,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,278.274536,25,-13.760494,275.654907,277.277008,-1.622101,2.463459,2.490151,1.65848,0.930326,0.224069,-0.004376,0.973824,0.810584,120.588898,0.001064,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627143913,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
149,14:39:40,6/27/23,Auto gsw+F,LI-COR Default,,149,LCOR-040,14,0.086365,2.92067,0.083884,2.210051,1.317837,1.255859,3.902369,2.584532,12.470301,13.085726,38.749344,0.441786,PSF-00281_20230627143940,0,0,0,90.843559,305.440704,0.702582,0.5,0.8,42.995136,30.88,29.43,30.03,28.48,100.71,156.6,156.5,0,153,4.1,-81,173,85,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,-0.002,0.002,-9999,-1.007,-0.517,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,287.30072,25,-12.183563,290.893433,287.987701,2.905731,2.461407,2.488567,1.65962,0.931979,0.223389,-0.017666,0.973749,0.24878,90.843559,0.001051,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627143940,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
150,14:40:34,6/27/23,Auto gsw+F,LI-COR Default,,150,LCOR-277,14,0.2764,2.920582,0.252503,5.827703,1.386863,1.223521,3.653197,2.266334,12.148226,13.770035,36.272259,0.441786,PSF-00281_20230627144034,0,0,0,101.889252,314.175262,0.675693,0.5,0.8,44.711777,32.37,28.56,30.1,27.35,100.72,156.6,156.5,0,165,4.097,-51,170,64,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,0.001,0.002,0.012,0.646,-0.005,1.786,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,290.417419,25,-16.409883,291.02005,290.66806,0.35199,2.460197,2.490675,1.659525,0.931893,0.222818,-0.031425,0.973423,0.260347,101.889252,0.001061,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627144034,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
151,14:41:16,6/27/23,Auto gsw+F,LI-COR Default,,151,LCOR-111,14,0.077928,2.919674,0.075902,2.150724,1.341703,1.281354,4.118028,2.776325,12.723176,13.322409,40.889858,0.441786,PSF-00281_20230627144116,0,0,0,108.035805,210.004013,0.485554,0.5,0.8,176.932739,31.24,29.84,30.14,29.41,100.71,156.5,156.5,0,911,4.098,-52,177,74,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,0.001,-0.001,-9999,-0.384,-1.303,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,197.215683,25,-9.289196,194.729797,196.697205,-1.967407,2.461965,2.489072,1.658557,0.931817,0.222445,-0.008136,0.973316,0.953633,108.035805,0.001073,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627144116,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
152,14:41:54,6/27/23,Auto gsw+F,LI-COR Default,,152,LCOR-588,14,0.172806,2.919129,0.163148,5.354828,1.493122,1.343034,4.696997,3.203874,13.33582,14.826145,46.639412,0.441786,PSF-00281_20230627144154,0,0,0,83.617691,136.777069,0.388657,0.5,0.8,261.833191,34.65,31.17,30.2,31.71,100.71,156.4,156.9,-0.3,1684,4.097,-25,-157,213,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,-0.001,-0.003,-9999,-1.268,-3.081,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,121.367813,25,-10.61752,119.957687,121.567436,-1.609749,2.463783,2.493845,1.657976,0.932832,0.221909,0.018339,0.97436,1.672656,83.617691,0.001069,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627144154,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
153,14:42:31,6/27/23,Auto gsw+F,LI-COR Default,,153,LCOR-035,14,0.043954,2.921974,0.043303,1.236065,1.284934,1.250294,4.083022,2.798088,12.415015,12.758977,40.543076,0.441786,PSF-00281_20230627144231,0,0,0,73.294762,171.663223,0.573032,0.5,0.8,125.952515,29.74,28.94,30.24,29.26,100.71,156.7,156.5,0.2,550,4.095,-54,-141,27,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,0.001,0,-9999,3.544,2.179,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,160.176163,25,-7.90371,160.979385,160.341141,0.638245,2.460705,2.486922,1.661015,0.931811,0.221523,-0.011104,0.974852,0.617492,73.294762,0.001074,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627144231,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
154,14:43:14,6/27/23,Auto gsw+F,LI-COR Default,,154,LCOR-218,14,0.04605,2.919274,0.045335,1.463874,1.408234,1.36717,4.563881,3.155647,13.574713,13.982432,45.315033,0.441786,PSF-00281_20230627144314,0,0,0,61.89394,96.485809,0.358518,0.5,0.8,133.803772,32.43,31.49,30.33,31.2,100.71,156.4,156.5,0,933,4.094,-49,171,76,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,0,0.001,-9999,0.727,1.154,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,89.538216,25,-5.097353,87.894562,89.183838,-1.289276,2.464204,2.490726,1.658131,0.931868,0.220759,0.010734,0.975331,0.974137,61.89394,0.001049,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627144314,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
155,14:44:05,6/27/23,Auto gsw+F,LI-COR Default,,155,LCOR-066,14,0.1446,2.92049,0.137779,3.818868,1.407206,1.300186,4.122098,2.714892,12.909748,13.972371,40.928955,0.441786,PSF-00281_20230627144405,0,0,0,98.541855,228.946152,0.569585,0.5,0.8,195.048782,32.22,29.77,30.44,29.43,100.71,156.6,156.6,-0.1,856,4.093,-53,146,114,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,0,-0.002,0.001,0.064,-0.372,-9.059,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,209.812759,25,-13.455633,207.40271,209.670914,-2.268204,2.461824,2.490407,1.659427,0.932283,0.219853,-0.011447,0.975234,0.902597,98.541855,0.001066,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627144405,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
156,14:44:46,6/27/23,Auto gsw+F,LI-COR Default,,156,LCOR-338,14,0.256407,2.921139,0.235717,5.833603,1.412378,1.249006,3.839624,2.427246,12.402867,14.025183,38.128201,0.441786,PSF-00281_20230627144446,0,0,0,150.711899,334.722534,0.549741,0.5,0.8,199.178009,32.25,28.52,30.48,28.2,100.7,156.6,156.8,-0.1,906,4.093,-42,-176,55,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,0.001,0.002,0.003,2.262,1.779,24.229,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,311.969147,25,-16.37722,309.545532,311.262115,-1.716583,2.460083,2.490442,1.660121,0.93272,0.219438,-0.026219,0.975429,0.948795,150.711899,0.001063,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627144446,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
157,14:45:13,6/27/23,Auto gsw+F,LI-COR Default,,157,LCOR-077,14,0.134305,2.919325,0.128398,3.142684,1.383326,1.295157,3.785006,2.40168,12.860555,13.73604,37.584061,0.441786,PSF-00281_20230627144513,0,0,0,97.335938,349.591309,0.721572,0.5,0.8,287.884735,31.55,29.54,30.5,27.96,100.71,156.4,156.2,0.1,997,4.091,-37,171,87,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,-0.001,-0.001,0.011,0.79,0.499,-0.011,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,330.301178,25,-13.268724,332.341797,330.583832,1.757965,2.461508,2.489465,1.658185,0.931268,0.219305,-0.02923,0.975205,1.03401,97.335938,0.001083,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627144513,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
158,14:45:50,6/27/23,Auto gsw+F,LI-COR Default,,158,LCOR-604,14,0.106696,2.919188,0.102934,2.423533,1.375045,1.307039,3.686613,2.311567,12.978374,13.65365,36.606586,0.441786,PSF-00281_20230627144550,0,0,0,93.846558,318.340668,0.705201,0.5,0.8,132.84288,31.33,29.78,30.52,27.5,100.71,156.4,156.6,-0.1,471,4.09,-57,160,77,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,0.001,0.002,-9999,-1.029,0.887,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,304.421417,25,-9.521471,308.334229,304.701141,3.633087,2.461833,2.489145,1.658039,0.932133,0.219134,-0.034632,0.975038,0.544439,93.846558,0.001078,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627144550,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
159,14:47:01,6/27/23,Auto gsw+F,LI-COR Default,,159,LCOR-614,14,0.036551,2.921095,0.036099,1.325399,1.318625,1.281465,4.902328,3.583703,12.723296,13.092249,48.673801,0.441786,PSF-00281_20230627144701,0,0,0,62.98399,77.673355,0.189117,0.5,0.8,125.587975,29.96,29.12,30.57,32.47,100.72,156.6,156,0.4,1660,4.088,-8,164,160,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,0,0,-9999,2.638,-2.605,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,73.91703,25,-3.098969,72.233322,73.23407,-1.000748,2.460909,2.487196,1.660074,0.930557,0.218721,0.023077,0.975795,1.65031,62.98399,0.001076,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627144701,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
160,14:48:15,6/27/23,Auto gsw+F,LI-COR Default,,160,LCOR-079,14,0.075352,2.919417,0.073456,2.355047,1.354546,1.288454,4.48991,3.135364,12.792818,13.449028,44.579464,0.441786,PSF-00281_20230627144815,0,0,0,97.361687,180.372513,0.460219,0.5,0.8,223.332275,30.52,29.03,30.71,30.92,100.72,156.4,156,0.2,1213,4.087,-36,179,139,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,0.001,0,0.001,-0.448,-3.72,-14.712,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,167.507172,25,-8.991593,165.801651,167.492035,-1.690384,2.460773,2.487977,1.658283,0.930725,0.217469,0.002805,0.976595,1.234647,97.361687,0.001074,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627144815,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
161,14:48:59,6/27/23,Auto gsw+F,LI-COR Default,,161,LCOR-502,14,0.146806,2.921133,0.139781,3.497682,1.443623,1.345697,3.896719,2.453096,13.362699,14.335096,38.694202,0.441786,PSF-00281_20230627144859,0,0,0,90.721252,285.93576,0.682722,0.5,0.8,127.736595,32.4,30.2,30.78,28.46,100.71,156.6,129.3,17.4,468,4.085,-62,167,68,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:39:03,6/27/23,-0.69,0.001,0,-9999,-1.188,-3.641,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,279.452911,25,-6.10267,283.633575,277.193665,6.439911,2.462376,2.490617,1.660115,0.865015,0.216858,-0.026844,0.977039,0.541471,90.721252,0.001088,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627144859,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
162,14:50:19,6/27/23,Auto gsw+F,LI-COR Default,,162,LCOR-058,14,0.008688,2.91975,0.008662,0.301041,1.335802,1.327354,4.730433,3.394631,13.179999,13.263876,46.970947,0.441786,PSF-00281_20230627145019,0,0,0,27.808784,56.381161,0.506772,0.5,0.8,363.797241,29.83,29.64,30.87,31.83,100.71,156.5,156.1,0.2,1795,4.084,-33,-160,245,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:50:00,6/27/23,-0.72,0.001,-0.001,-9999,0.738,-1.22,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,55.050014,25,-9.250181,49.97599,43.130249,6.845741,2.461599,2.487012,1.658637,0.930822,0.216138,0.01189,0.97764,1.775374,27.808784,0.001058,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627145019,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
163,14:51:21,6/27/23,Auto gsw+F,LI-COR Default,,163,LCOR-585,14,0.045266,2.920503,0.044576,1.274519,1.39596,1.360238,4.195678,2.799718,13.505919,13.860599,41.659229,0.441786,PSF-00281_20230627145121,0,0,0,126.701477,341.972473,0.629498,0.5,0.8,63.827099,31.14,30.34,30.89,29.73,100.71,156.6,156.2,0.2,253,4.082,-37,158,87,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:50:00,6/27/23,-0.72,-0.001,-0.002,-9999,-1.002,-4.541,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,316.066132,25,-18.033997,310.624847,316.138702,-5.513855,2.462554,2.48886,1.659441,0.931095,0.215945,-0.013254,0.9779,0.342229,126.701477,0.001069,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627145121,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
164,14:52:20,6/27/23,Auto gsw+F,LI-COR Default,,164,LCOR-059,14,0.080276,2.92073,0.078128,2.941277,1.395999,1.313585,5.065607,3.669608,13.043793,13.862157,50.301067,0.441786,PSF-00281_20230627145220,0,0,0,116.24086,163.318314,0.288256,0.5,0.8,218.124924,31.08,29.24,30.92,33.05,100.71,156.6,155.2,0.9,1892,4.082,-31,-166,191,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:50:00,6/27/23,-0.72,-0.001,-0.002,0,-2.086,-3.162,-3.241,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,156.454681,25,-4.768901,156.833771,156.486847,0.346924,2.461039,2.488776,1.659684,0.928508,0.215668,0.02587,0.978879,1.865653,116.24086,0.001057,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627145220,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
165,14:52:59,6/27/23,Auto gsw+F,LI-COR Default,,165,LCOR-230,14,0.077315,2.920475,0.075321,1.975676,1.36485,1.309459,3.937033,2.572183,13.001786,13.551771,39.091316,0.441786,PSF-00281_20230627145259,0,0,0,107.522606,366.309692,0.706471,0.5,0.8,51.114105,30.34,29.11,30.95,28.63,100.71,156.5,155.9,0.4,181,4.081,-56,152,74,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:50:00,6/27/23,-0.72,-0.003,-0.003,-9999,-0.109,0.606,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,352.162231,25,-9.750117,351.992737,352.342621,-0.349884,2.460848,2.487725,1.659411,0.930428,0.215448,-0.02676,0.979248,0.274713,107.522606,0.001083,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627145259,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
