obs,time,elapsed,date,hhmmss,averaging,Group name,Control v transgenic,obs,ID,Leaf number,Plant age,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
172,1693274029,37619.5,20230828 18:53:48,18:53:48,5,232,Transgenic,172,LCOR-014,,,1693274021,0.000929501,0.929500708,2.477858944,407.1597667,348.9373993,35.39273016,41.2982265,0.078735854,2.951897806,0.077587486,0.04859396,16.51261523,21.06725193,20.51634667,2.422705607,48.62351859,1.229446892,2.528502519,1.193258715,-40.99098124,110.5718276,7.597890166,93.69135172,2.477858944,0.929500708,2.605424112,414.6700449,412.0219576,0.002861401,67.25958789,0.84151038,11.2049644,12.07431455,-0.007026799,78.45990791,59,10,1,0,54608.57524,-,0,0,0,#DIV/0!,0.5,RECT-1022-20230828-18_53_46,8172.16,1183.856538,2890.47,0.590427668,0.5,84.29501038,2.477858944,24.8850532,0.023463535,-1,#DIV/0!,DARK-1023-20230828-18_53_53,-10.47,-10.47,1.003622248,0.588296711,-276.0716332,0.590427668,#DIV/0!,-0.005202883,1.005202883,100.0114633,84.29501038,0.842853485,0.165107226,6,0.5,0: Broadleaf,2,FALSE,1693274021,407.1597667,410.0159333,12.12113333,11.20294667,406.8527667,12.11613333,600.031,101.3299667,0.100061247,21.21114333,20.51634667,999.9,0,0,9995.022333,0,27.86893333,100.0114633,0.899900567,0.10009943,0,1183.288667,5.00022,1128.713667,875.8976,28.854,34.00413333,30.98293333,29.9914,31.17046667,85.50133333,9.513,0,125,0,1183.856538,105.5080343,78.70837612,1129.215385,15,1693274059,18:54:18,1693274059,1693274052,173,-0.009,0.003,0.307,0.005,410,11,0.53,0.22,100,100,0.307,0.005,-0.173710613,0.000439478,2.00E-06,-3.80E-10,-0.048167864,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.8,1.8,1.07178,2.59399,1.39771,2.27051,1.39526,2.55249,29.0918,13.3002,18,533.824,401.649,20.9487,23.14,30,23.0151,23.3701,21.4619,0,36.5491,-999.9,410,15.6446,99.3123,93.987
173,1693274148,37739,20230828 18:55:48,18:55:48,5,232,Transgenic,173,LCOR-091,,,1693274140,0.000317396,0.317396402,1.587530678,408.2906,298.178532,30.24316238,41.41142835,0.024795571,2.953229442,0.024680492,0.015435602,16.50923392,21.18123083,20.87321667,2.476551565,47.42266086,1.195800527,2.521580411,1.280751039,-13.99718132,46.6901845,3.211956405,52.4141935,1.587530678,0.317396402,1.334890651,414.7695685,413.4209879,-0.000391481,67.26,0.295732672,11.48202073,11.77658364,-0.000426764,78.45541856,10,2,1,0,54656.40912,-,0,0,0,#DIV/0!,0.5,RECT-1024-20230828-18_55_46,8228.75,923.0503077,1516.35,0.391268304,0.5,84.28075529,1.587530678,16.48819408,0.012903666,-1,#DIV/0!,DARK-1025-20230828-18_55_52,-395.33,-395.33,1.260711577,0.310355129,-3.835656287,0.391268304,#DIV/0!,-0.132920917,1.132920917,99.99495333,84.28075529,0.842850089,0.165100671,6,0.5,0: Broadleaf,2,FALSE,1693274140,408.2906,410.0077333,11.78984,11.47618333,408.1616,11.78084,599.9955667,101.3264333,0.09992415,21.16647,20.87321667,999.9,0,0,10002.93033,0,25.84110667,99.99495333,0.90001,0.0999903,0,924.4329,5.00022,901.0554333,875.776,28.4664,34.05793333,30.6498,30.1872,30.8998,85.49666667,9.5,0,117.1999998,0,923.0503077,-482.6079317,-465.2731625,899.7001538,15,1693274170,18:56:09,1693274170,1693274165,174,-0.178,0,0.129,0.009,410,11,1.05,0.13,100,100,0.129,0.009,-0.182058341,0.000439478,2.00E-06,-3.80E-10,-0.045552337,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.5,1.6,1.07056,2.59033,1.39771,2.27051,1.39526,2.51343,29.0918,13.2477,18,589.036,401.538,20.9355,23.1478,30,23.023,23.3779,21.4596,0,42.5301,-999.9,410,15.731,99.3083,93.9798
174,1693274274,37865,20230828 18:57:54,18:57:54,5,232,Transgenic,174,LCOR-269,,,1693274266,0.000468069,0.468069445,1.375872006,408.4464,342.1783589,34.70733065,41.42893286,0.037688376,2.953033621,0.037423183,0.02341316,16.50867687,21.16963232,20.84898,2.472861749,48.59240566,1.227362437,2.525831805,1.245499312,-20.64186251,54.91581002,3.778134414,54.5607588,1.375872006,0.468069445,1.503377705,414.8372434,413.2888303,0.005906926,67.26,0.37567224,11.63821381,12.04424364,-0.006446483,78.45806588,19,3,1,0,54645.57213,-,0,0,0,#DIV/0!,0.5,RECT-1026-20230828-18_57_52,8212.59,1161.965385,2135.07,0.455771762,0.5,84.27667256,1.375872006,19.20546376,0.010392817,-1,#DIV/0!,DARK-1027-20230828-18_57_58,-587.47,-587.47,1.275152571,0.357425278,-3.634347286,0.455771762,#DIV/0!,-0.180708161,1.180708161,99.98994333,84.27667256,0.842851488,0.165103373,6,0.5,0: Broadleaf,2,FALSE,1693274266,408.4464,410.0133667,12.10052333,11.63814333,408.2574,12.08852333,600.0331667,101.3304667,0.10005852,21.19392,20.84898,999.9,0,0,10001.42033,0,26.03860333,99.98994333,0.8999547,0.100045333,0,1163.027667,5.00022,1108.516,875.7143667,28.6145,34.0893,31.1374,29.81436667,30.7934,85.48566667,9.504,0,123.8,0,1161.965385,-351.3312821,-337.8902565,1107.458846,15,1693274302,18:58:22,1693274302,1693274294,175,0.06,0.001,0.189,0.012,410,12,0.91,0.23,100,100,0.189,0.012,-0.35971009,0.000439478,2.00E-06,-3.80E-10,-0.045206032,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.7,1.8,1.07056,2.60742,1.39771,2.26929,1.39526,2.53784,29.113,13.1952,18,579.625,401.699,20.9343,23.1537,30,23.0286,23.3817,21.456,0,45.4995,-999.9,410,14.5315,99.3058,93.9737
175,1693274416,38006.5,20230828 19:00:15,19:00:15,5,232,Transgenic,175,LCOR-507,,,1693274408,0.000329917,0.329916745,0.761947545,409.1041,354.4013426,35.94522859,41.49346693,0.026079077,2.952680201,0.025951785,0.016231251,16.50759238,21.25355486,20.87136667,2.476269749,47.77627723,1.210316768,2.533300704,1.265952982,-14.54932845,59.00665687,4.061526068,65.02644687,0.761947545,0.329916745,0.697220928,414.7994993,414.0517697,0.009122632,67.26,0.27966092,11.60262832,11.90048727,-0.003977734,78.45481185,26,4,1,0,54626.00595,-,0,0,0,#DIV/0!,0.5,RECT-1028-20230828-19_00_13,8221.98,971.42148,1464.98,0.336904613,0.5,84.2716173,0.761947545,14.19574831,0.003108372,-1,#DIV/0!,DARK-1029-20230828-19_00_20,-12.93,-12.93,1.008826059,0.333957088,-113.3008507,0.336904613,#DIV/0!,-0.0044451,1.0044451,99.98401,84.2716173,0.842850945,0.165102324,6,0.5,0: Broadleaf,2,FALSE,1693274408,409.1041,410.001,11.93309667,11.60712333,408.8851,11.92509667,600.0119333,101.3252333,0.099970987,21.24204667,20.87136667,999.9,0,0,9999.930333,0,23.74694667,99.98401,0.899942633,0.100057533,0,976.3408,5.00022,948.3898,875.6563,28.979,34.125,31.6082,28.8248,30.937,85.47933333,9.501333333,0,139.3999999,0,971.42148,-491.0731546,-466.6841546,943.7392,15,1693274449,19:00:49,1693274449,1693274435,176,0.03,-0.003,0.219,0.008,410,12,1.46,0.16,100,100,0.219,0.008,-0.299942429,0.000439478,2.00E-06,-3.80E-10,-0.044503504,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.9,2,1.07056,2.58911,1.39771,2.27051,1.39526,2.61353,29.113,13.1339,18,571.745,401.936,20.9527,23.1692,30.0002,23.0402,23.3932,21.4551,0,45.1245,-999.9,410,13.6416,99.2986,93.9666
176,1693274528,38118.5,20230828 19:02:07,19:02:07,5,232,Transgenic,176,LCOR-562,,,1693274520,0.000356364,0.356363547,0.819109946,409.0378,353.0525754,35.80896045,41.48735747,0.027410497,2.953829776,0.027269968,0.017056296,16.51030207,21.36342134,21.08653,2.509235161,47.34801592,1.208081347,2.551493074,1.301153814,-15.71563241,43.35071401,2.98779202,47.13317569,0.819109946,0.356363547,0.740677416,414.8015343,414.0212788,0.006672052,67.25968576,0.28292755,11.55654084,11.86574,-0.005477735,78.46008179,6,1,1,0,54638.56591,-,0,0,0,#DIV/0!,0.5,RECT-1030-20230828-19_02_05,8228.9,985.0105,1403.83,0.298340611,0.5,84.28158389,0.819109946,12.57230962,0.003786236,-1,#DIV/0!,DARK-1031-20230828-19_02_12,-10.07,-10.07,1.007173233,0.296215786,-139.40715,0.298340611,#DIV/0!,-0.003028285,1.003028285,99.99531667,84.28158389,0.842855313,0.165110753,6,0.5,0: Broadleaf,2,FALSE,1693274520,409.0378,410.0026333,11.91088,11.55877667,408.9088,11.90188,600.0266,101.3267333,0.099974593,21.35875333,21.08653,999.9,0,0,10006.31,0,19.55752,99.99531667,0.8997865,0.10021354,0,988.1025333,5.00022,965.3804,875.7175333,29.1374,34.37706667,31.27273333,30.40823333,31.4685,85.47533333,9.517,0,110.1000001,0,985.0105,-486.2312136,-464.5779145,962.423,15,1693274553,19:02:33,1693274553,1693274545,177,-0.09,0.001,0.129,0.009,410,12,0.63,0.21,100,100,0.129,0.009,-0.269952382,0.000439478,2.00E-06,-3.80E-10,-0.047917804,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.3,1.6,1.07056,2.59644,1.39771,2.27051,1.39526,2.35596,29.113,13.0726,18,593.893,402.683,20.9977,23.192,30.0001,23.0557,23.4087,21.4544,0,44.7203,-999.9,410,13.8282,99.2953,93.9614
177,1693274712,38303,20230828 19:05:12,19:05:12,5,232,Transgenic,177,LCOR-072,,,1693274704,0.000839805,0.8398049,3.563238349,406.1190645,312.3953835,31.68670822,41.19323453,0.06668845,2.952977455,0.06586293,0.04123765,16.51113413,21.43796927,21.16975161,2.52208833,48.50446755,1.252823347,2.582903,1.269264982,-37.03539611,61.89680437,4.273406879,45.64594926,3.563238349,0.8398049,3.646838285,414.8105885,411.1248121,-0.000748702,67.2596954,0.872912122,11.49907211,12.36140727,-4.38E-05,78.45273961,57,9,1,0,54576.27942,-,0,0,0,#DIV/0!,0.5,RECT-1032-20230828-19_05_10,8188.16,960.329,2509.03,0.61725089,0.5,84.28879371,3.563238349,26.01366646,0.036342178,-1,#DIV/0!,DARK-1033-20230828-19_05_16,-435,-435,1.173373774,0.526047968,-5.767885057,0.61725089,#DIV/0!,-0.238283824,1.238283824,100.0042677,84.28879371,0.842851966,0.165104295,6,0.5,0: Broadleaf,2,FALSE,1693274704,406.1190645,410.0232581,12.35143226,11.52202258,405.9380645,12.35143226,600.0162258,101.3314194,0.100003432,21.55854839,21.16975161,999.9,0,0,10001.00742,0,21.13827742,100.0042677,0.899941032,0.100059003,0,960.1860645,5.00022,925.1484194,875.8420968,29.375,35.06606452,31.51593548,33.78393548,32.185,85.4983871,9.507096774,0,182.2,0,960.329,10.40761538,5.6907693,925.17332,15,1693274736,19:05:36,1693274730,1693274736,178,0.052,-0.003,0.181,0,410,11,0.75,0.17,100,100,0.181,0,-0.360019843,0.000439478,2.00E-06,-3.80E-10,-0.046747003,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.6,2.8,1.07056,2.59888,1.39771,2.27051,1.39526,2.50977,29.1342,13.0025,18,536.598,400.656,21.1896,23.2714,30.0003,23.1136,23.4668,21.4469,1.9147,42.4694,-999.9,410,11.189,99.2942,93.9519
178,1693274849,38439.5,20230828 19:07:28,19:07:28,5,232,Transgenic,178,LCOR-247,,,1693274841,0.000552923,0.552922667,2.131991812,407.6443,317.214035,32.17748824,41.35053378,0.041543393,2.953000713,0.04122142,0.025792107,16.50879475,21.70420037,21.38867667,2.556175942,46.71607381,1.220874041,2.613391797,1.335301902,-24.38388961,57.59669335,3.984822728,53.70642122,2.131991812,0.552922667,2.076462781,414.713017,412.6072303,0.001162559,67.26,0.553274864,11.48779679,12.03496303,-0.000111255,78.45825719,12,2,1,0,54541.57452,-,0,0,0,#DIV/0!,0.5,RECT-1034-20230828-19_07_26,8183.67,856.97024,1786.48,0.52030236,0.5,84.27916712,2.131991812,21.92532477,0.019364119,-1,#DIV/0!,DARK-1035-20230828-19_07_33,-389.87,-389.87,1.218233621,0.427095715,-4.582245364,0.52030236,#DIV/0!,-0.194302904,1.194302904,99.99315667,84.27916712,0.84284935,0.165099246,6,0.5,0: Broadleaf,2,FALSE,1693274841,407.6443,410.0014667,12.03569333,11.48947667,407.4743,12.03169333,600.0562333,101.3377333,0.100049007,21.75046,21.38867667,999.9,0,0,10000.51633,0,20.27698333,99.99315667,0.900004867,0.099994993,0,857.7536667,5.00022,828.78,875.7575333,29.91633333,35.5248,32.3414,34.12486667,32.562,85.494,9.497,0,134.5999999,0,856.97024,-57.44861528,-55.33692295,828.00132,15,1693274878,19:07:57,1693274878,1693274867,179,-0.011,0,0.17,0.004,410,11,1.19,0.58,100,100,0.17,0.004,-0.307902227,0.000439478,2.00E-06,-3.80E-10,-0.050186157,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2,1.9,1.07056,2.59766,1.39771,2.27051,1.39526,2.35474,29.1766,12.9325,18,586.892,400.956,21.3371,23.3466,30.0003,23.1755,23.5281,21.4498,0,41.6654,-999.9,410,14.0038,99.2854,93.9445
179,1693274983,38574,20230828 19:09:43,19:09:43,5,232,Transgenic,179,LCOR-079,,,1693274975,0.000324885,0.32488544,0.258082277,409.5969667,384.2425445,38.97630934,41.54817915,0.024520477,2.952907881,0.024407918,0.015265019,16.5087362,21.85057623,21.44408,2.564866185,47.19553323,1.239999171,2.627365529,1.324867014,-14.32744792,62.67327242,4.339333881,69.19389458,0.258082277,0.32488544,0.308336319,414.9516933,414.6612667,-0.004665189,67.2597038,0.276552396,11.92537575,12.20346909,-0.000912579,78.45934576,7,1,1,0,54522.64646,-,0,0,0,#DIV/0!,0.5,RECT-1036-20230828-19_09_41,8195.84,1043.748,1571.38,0.335776197,0.5,84.27685729,0.258082277,14.14908131,-0.002870512,-1,#DIV/0!,DARK-1037-20230828-19_09_47,-339.27,-339.27,1.215905764,0.276153142,-4.631650308,0.335776197,#DIV/0!,-0.089763503,1.089763503,99.99014667,84.27685729,0.842851622,0.16510363,6,0.5,0: Broadleaf,2,FALSE,1693274975,409.5969667,409.9881,12.22436,11.90346333,409.4489667,12.21236,600.0322667,101.3367333,0.100002113,21.83776333,21.44408,999.9,0,0,10000.088,0,18.29585667,99.99014667,0.899970333,0.10002936,0,1047.193333,5.00022,1020.7705,875.7203667,30.3874,35.562,32.812,32.63726667,32.64553333,85.48733333,9.504666667,0,132.3999999,0,1043.748,-340.7400005,-322.7123851,1017.52568,15,1693275014,19:10:14,1693275014,1693275000,180,-0.022,0,0.148,0.012,410,12,1.3,0.32,100,100,0.148,0.012,-0.318987748,0.000439478,2.00E-06,-3.80E-10,-0.050620538,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.8,1.9,1.07056,2.59644,1.39771,2.26929,1.39526,2.4585,29.1978,12.8799,18,591.832,400.878,21.4249,23.3943,30.0001,23.2248,23.5765,21.4521,0,57.2942,-999.9,410,18.6772,99.2806,93.9379
180,1693275113,38703.5,20230828 19:11:52,19:11:52,5,232,Transgenic,180,LCOR-271,,,1693275105,0.000184863,0.184863362,0.667223826,409.2584,327.5433337,33.22341441,41.51194674,0.014431345,2.953513697,0.014392286,0.008998679,16.51295632,21.99384327,21.5584,2.582879547,49.3459441,1.304992171,2.644578383,1.277887376,-8.152474268,61.51791422,4.26326573,74.141662,0.667223826,0.184863362,0.398658823,415.3086613,414.7366727,0.036338009,67.26,0.18572458,12.70436798,12.88611879,0.0002905,78.45649983,7,1,1,0,54520.74666,-,0,0,0,#DIV/0!,0.5,RECT-1038-20230828-19_11_50,8209.46,998.05028,1612.16,0.380923556,0.5,84.30001873,0.667223826,16.05593145,0.001983675,-1,#DIV/0!,DARK-1039-20230828-19_11_57,-330.27,-330.27,1.2048618,0.316155393,-4.88133951,0.380923556,#DIV/0!,-0.104620623,1.104620623,100.0178433,84.30001873,0.842849795,0.165100104,6,0.5,0: Broadleaf,2,FALSE,1693275105,409.2584,410.0012333,12.86567,12.68319667,409.2614,12.83467,600.0382667,101.3320667,0.100052347,21.94474667,21.5584,999.9,0,0,10003.98833,0,15.72296667,100.0178433,0.8999796,0.100020493,0,1000.965067,5.00022,973.0454667,875.9781,30.875,35.854,33.41633333,31.88306667,33,85.51333333,9.500666667,0,127.5,0,998.05028,-284.6803851,-276.2312312,970.16488,15,1693275132,19:12:11,1693275128,1693275132,181,-0.151,0.005,-0.003,0.031,410,13,1.03,0.27,100,100,-0.003,0.031,-0.341252995,0.000439478,2.00E-06,-3.80E-10,-0.050503859,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.6,1.9,1.07056,2.58911,1.39771,2.26929,1.39526,2.5354,29.2402,12.8274,18,592.649,401.609,21.5249,23.4198,30.0001,23.2535,23.6046,21.4598,0,78.165,-999.9,410,19.6897,99.2803,93.9297
181,1693275305,38896,20230828 19:15:05,19:15:05,5,232,Transgenic,181,LCOR-058,,,1693275297,0.000284684,0.284684238,1.683215146,408.2078667,284.2890534,28.83648327,41.40602383,0.023091434,2.952132134,0.022991558,0.014378661,16.50921517,22.0265294,21.60533333,2.590306825,51.19711002,1.358791978,2.654040388,1.231514847,-12.55457488,63.33799266,4.393811454,71.6864444,1.683215146,0.284684238,2.076512718,415.4331778,413.5357333,-0.044638095,67.26,0.284769378,13.11437101,13.39564424,-5.97E-05,78.45799265,10,2,1,0,54468.972,-,0,0,0,#DIV/0!,0.5,RECT-1040-20230828-19_15_03,8204.61,901.0958077,1675.23,0.462106214,0.5,84.28193707,1.683215146,19.47360341,0.014038775,-1,#DIV/0!,DARK-1041-20230828-19_15_09,-182.2,-182.2,1.108761185,0.416777048,-9.194456641,0.462106214,#DIV/0!,-0.084271592,1.084271592,99.99652667,84.28193707,0.842848646,0.165097886,6,0.5,0: Broadleaf,2,FALSE,1693275297,408.2078667,410.0072667,13.39586667,13.115,408.1828667,13.36286667,600.0085,101.3337333,0.09994105,22.00329667,21.60533333,999.9,0,0,9995.980667,0,12.09709333,99.99652667,0.90002,0.09997995,0,902.1625333,5.00022,880.1640667,875.7924667,30.958,35.9538,33.29133333,31.95386667,33.1082,85.49966667,9.495,0,190.5,0,901.0958077,-242.3790429,-233.5938804,879.1955,15,1693275324,19:15:24,1693275323,1693275324,182,0.028,-0.003,0.025,0.033,410,13,0.84,0.58,100,100,0.025,0.033,-0.492590197,0.000439478,2.00E-06,-3.80E-10,-0.045042484,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,3,2.9,1.07178,2.6001,1.39771,2.26929,1.39526,2.40356,29.3251,12.7311,18,588.368,402.605,21.5806,23.4257,30.0001,23.2716,23.6241,21.4679,0,93.6229,-999.9,410,15.8717,99.282,93.9246
182,1693275518,39108.5,20230828 19:18:37,19:18:37,5,232,Transgenic,182,LCOR-209,,,1693275510,0.00042373,0.423729748,1.169373025,408.6636,342.5905662,34.75073326,41.45286286,0.032338877,2.953269905,0.032143429,0.020107104,16.50644158,22.04288108,21.55638667,2.582561351,47.728777,1.270793707,2.662531468,1.311767644,-18.6864819,79.49636116,5.512704819,82.82902567,1.169373025,0.423729748,1.151847887,415.0219711,413.8209879,0.00757239,67.25970557,0.43383407,12.13121366,12.55862606,0.000178152,78.46022988,19,3,1,0,54493.08304,-,0,0,0,#DIV/0!,0.5,RECT-1042-20230828-19_18_35,8280.36,614.37288,972.29,0.36811766,0.5,84.2679388,1.169373025,15.51025824,0.007943389,-1,#DIV/0!,DARK-1043-20230828-19_18_42,-8.93,-8.93,1.009184503,0.364767453,-108.8790594,0.36811766,#DIV/0!,-0.005301948,1.005301948,99.97994,84.2679388,0.842848463,0.165097534,6,0.5,0: Broadleaf,2,FALSE,1693275510,408.6636,410.0061,12.52813667,12.10972667,408.6006,12.51813667,600.0160667,101.3351667,0.100006077,22.05568333,21.55638667,999.9,0,0,10002.298,0,10.11057333,99.97994,0.900033233,0.099966657,0,615.016,5.00022,607.2403667,875.6439667,31.3414,36.4832,33.89153333,32.52066667,33.4496,85.487,9.493,0,210.1999998,0,614.37288,-77.21853857,-72.28323083,606.64856,15,1693275538,19:18:57,1693275538,1693275535,183,0.038,-0.008,0.063,0.01,410,12,0.8,0.21,100,100,0.063,0.01,-0.464382801,0.000439478,2.00E-06,-3.80E-10,-0.048253816,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,3.2,3.2,1.07056,2.59155,1.39771,2.26929,1.39526,2.61475,29.4101,12.6698,18,578.701,401.999,21.6589,23.4626,30.0003,23.3077,23.661,21.448,5.08253,88.7186,-999.9,410,12.188,99.2705,93.9182
183,1693275675,39265.5,20230828 19:21:14,19:21:14,5,232,Transgenic,183,LCOR-503,,,1693275667,0.000118697,0.118696577,1.329081083,408.6042258,167.9717145,17.03854378,41.44757952,0.009078032,2.952672791,0.009062555,0.005665485,16.51248358,22.11592955,21.5248871,2.577587491,47.87585569,1.274243843,2.661558366,1.303343648,-5.234519061,83.54002325,5.793180667,100.6111684,1.329081083,0.118696577,1.017392805,415.2321373,413.9627394,0.051688485,67.26,0.209707411,12.4817902,12.63844848,0.009333329,78.45648683,15,3,1,0,54476.51596,-,0,0,0,#DIV/0!,0.5,RECT-1044-20230828-19_21_12,8236.27,752.9431923,1279.39,0.411482666,0.5,84.29784037,1.329081083,17.34355003,0.00983514,-1,#DIV/0!,DARK-1045-20230828-19_21_19,595.67,595.67,0.53441093,0.76997427,2.147816744,0.411482666,#DIV/0!,0.609143662,0.390856338,100.0152903,84.29784037,0.842849529,0.165099592,6,0.5,0: Broadleaf,2,FALSE,1693275667,408.6042258,409.9817419,12.56192581,12.44472581,408.5672258,12.54192581,600.0282581,101.3369677,0.100014306,22.0496871,21.5248871,999.9,0,0,9998.730323,0,10.54709355,100.0152903,0.900001,0.099999068,0,754.588129,5.00022,742.1957419,875.9600645,31.34645161,36.641,33.24567742,33.43532258,33.661,85.51322581,9.499677419,0,155,0,752.9431923,-151.8844104,-150.0046496,740.5533846,15,1693275701,19:21:40,1693275701,1693275692,184,-0.026,0.005,0.037,0.02,410,12,1.67,0.13,100,100,0.037,0.02,-0.426225422,0.000439478,2.00E-06,-3.80E-10,-0.055963243,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.3,2.3,1.07056,2.59521,1.39771,2.26929,1.39526,2.36206,29.4527,12.591,18,582.852,401.3,21.6973,23.5184,30.0002,23.3558,23.708,21.4491,2.62622,84.5721,-999.9,410,12.4468,99.2674,93.9107
184,1693275866,39456.6,20230828 19:24:25,19:24:25,5,232,Transgenic,184,LCOR-322,,,1693275858,9.91E-05,0.099125915,0.781304737,409.1619,236.2174579,23.96061537,41.50315983,0.00753332,2.952625483,0.007522658,0.004702618,16.50848714,22.31544353,21.70447667,2.606057917,48.08860156,1.29515982,2.693278195,1.310898097,-4.37145285,85.9083733,5.968859128,104.0142667,0.781304737,0.099125915,0.786565282,415.2425146,414.3498121,0.020771255,67.26,0.203508175,12.68462903,12.84197818,0.008069657,78.45821194,51,8,1,0,54439.17151,-,0,0,0,#DIV/0!,0.5,RECT-1046-20230828-19_24_23,8192.69,937.4161538,1536.31,0.389826172,0.5,84.27721292,0.781304737,16.42673164,0.00333785,-1,#DIV/0!,DARK-1047-20230828-19_24_30,695,695,0.547617343,0.711858704,2.210517986,0.389826172,#DIV/0!,0.527771788,0.472228212,99.99078667,84.27721292,0.842849784,0.165100083,6,0.5,0: Broadleaf,2,FALSE,1693275858,409.1619,409.9837333,12.76842667,12.67057,409.0289,12.74342667,600.0218667,101.3343,0.100266197,22.24416333,21.70447667,999.9,0,0,9998.725,0,7.994614667,99.99078667,0.90003,0.0999696,0,939.7561333,5.00022,920.9903,875.7436333,31.8393,37.1019,34.3058,35.19763333,34.2269,85.49466667,9.498666667,0,189.3,0,937.4161538,-287.9971966,-277.8553846,918.7533846,15,1693275890,19:24:49,1693275886,1693275890,185,0.096,0.002,0.133,0.025,410,13,0.86,0.23,100,100,0.133,0.025,-0.45203736,0.000439478,2.00E-06,-3.80E-10,-0.051145359,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.8,2.9,1.07056,2.59399,1.39771,2.26929,1.39526,2.48169,29.4952,12.5122,18,543.618,401.133,21.7934,23.556,30.0002,23.3916,23.7436,21.4461,1.46468,79.2773,-999.9,410,12.6423,99.2602,93.9055
